dlg file	ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	LCaaB (kcal/mol)	Run	LCaaM (kcal/mol)	BB (kcal/mol)	Run	LC	Num in LC
Q8QZR1_64_442_3pdx.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.74	33	-10.34	30	-5.16	33	-4.51	30	-4.54	66	-3.9	-5.35	84	2	48
O35423-1_27_412_3kgw_pdb_THR_PLP_1.dlg	THR	-10.65	97	-10.65	97	-2.5	97	-2.5	97	-3.74	54	-2.59	-5.96	17	1	32
Q71RI9-1_42_451_5veq_pdb_THR_PLP_4.dlg	THR	-16.73	3	-16.73	3	-6.22	3	-6.22	3	-6.3	8	-5.18	-6.82	59	1	61
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.53	84	-9.53	84	-3.45	84	-3.45	84	-3.65	71	-3.31	-4.41	49	1	21
Q9WUB3_11_836_2pyd.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.5	34	-10.62	31	-2.88	34	-4.45	31	-5.38	12	-4.44	-6.21	58	6	41
P05202_32_430_1ama.1.A_swissmodel_THR_PLP_2.dlg	THR	-16.25	18	-16.25	18	-7.1	18	-7.1	18	-7.34	27	-6.58	-7.35	32	1	75
Q8VC19_199_634_6hrh.1.B_swissmodel_THR_PLP_1.dlg	THR	-14.48	14	-14.48	14	-4.72	14	-4.72	14	-5.33	95	-4.43	-5.35	79	1	99
Q80W22_1_469_1kl7.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.5	51	-9.5	51	-3.18	51	-3.18	51	-3.65	82	-3.02	-5.77	52	1	27
Q6P6M7_23_467_3bcb_pdb_THR_PLP_3.dlg	THR	-13.82	9	-12.59	74	-5.39	9	-3.69	74	-5.55	32	-4.4	-6.7	11	9	21
Q8QZR1_52_442_4ge9.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.39	26	-9.39	26	-3.23	26	-3.23	26	-3.66	1	-2.68	-5.57	43	1	29
Q8QZR1_64_442_3pdx_pdb_THR_PLP_1.dlg	THR	-11.19	91	-10.29	35	-4.7	91	-3.82	35	-4.49	100	-4.01	-5.27	46	2	41
Q9WVM8_1_425_4gdy.1.B_swissmodel_THR_PLP_1.dlg	THR	-13.51	49	-12.31	43	-4.16	49	-5.6	43	-6.63	60	-5.88	-6.63	60	3	38
Q80WP8-2_68_523_2okj.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.08	1	-13.08	1	-4.83	1	-4.83	1	-6.3	100	-5.1	-6.84	84	1	51
P00860_7_427_1d7k.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.09	34	-9.82	80	-4.35	34	-2.93	80	-3.57	29	-2.8	-5.53	56	3	21
Q3UEG6_52_507_4atp.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.87	43	-9.87	43	-5.08	43	-5.08	43	-5.98	68	-4.77	-5.98	68	1	45
P48320_88_584_2okk.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.42	80	-11.42	80	-3.57	80	-3.57	80	-3.86	56	-3.23	-6.05	30	1	33
O35855_29_393_1ekp.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.72	7	-12.56	61	-5.01	7	-3.62	61	-5.01	24	-4.08	-6.99	29	2	38
O88986_28_415_1fc4.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.33	14	-13.33	14	-5.45	14	-5.45	14	-6.14	23	-5.27	-6.14	23	1	83
Q80WP8-2_59_493_6enz.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.48	22	-8.93	17	-4.59	22	-3.47	17	-5.29	10	-3.7	-6.13	93	4	33
P50431_9_478_1rvu.1.A_swissmodel_THR_PLP_3.dlg	THR	-9.06	40	-9.06	40	-4.04	40	-4.04	40	-5.04	99	-4.15	-5.04	99	1	49
Q8VBT2_5_317_2o2j.1.B_swissmodel_THR_PLP_2.dlg	THR	-10.08	87	-9.91	22	-4.15	87	-4.35	22	-4.35	22	-3.02	-4.61	39	2	33
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.74	88	-10.09	66	-3.58	88	-3.79	66	-4.22	49	-2.92	-6.25	29	3	41
Q71RI9-1_42_451_5veq_pdb_THR_PLP_1.dlg	THR	-16.76	5	-16.76	5	-5.44	5	-5.44	5	-6.54	83	-5.61	-6.94	67	1	62
P48318_92_593_2okj.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.93	22	-9.83	37	-5.36	22	-4.44	37	-5.27	39	-4.42	-5.85	66	3	58
Q91WT9-1_40_557_4pcu.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.12	30	-10.12	30	-2.92	30	-2.92	30	-3.41	96	-2.83	-6.19	2	1	73
Q6P6M7_23_467_3bc8_pdb_THR_PLP_4.dlg	THR	-14.21	44	-14.09	86	-4.2	44	-5.75	86	-5.8	56	-4.25	-7.68	69	2	36
Q9WUB3_11_836_2pyd.1.A_swissmodel_THR_PLP_2.dlg	THR	-11.85	35	-11.34	27	-3.43	35	-4.6	27	-5.32	47	-4.14	-6.12	85	2	25
P61922-2_39_444_4y0h.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.29	9	-12.29	9	-5.7	9	-5.7	9	-5.9	36	-5.0	-5.9	36	1	71
Q6P6M7_23_467_3bc8_pdb_THR_PLP_3.dlg	THR	-14.01	29	-14.01	29	-5.59	29	-5.59	29	-5.73	36	-4.4	-7.42	71	1	41
Q8BG54_108_530_6hrh.1.B_swissmodel_THR_PLP_2.dlg	THR	-12.3	52	-12.3	52	-3.55	52	-3.55	52	-4.08	41	-3.25	-4.11	96	1	67
O35423-1_27_412_3kgx_pdb_THR_PLP_1.dlg	THR	-10.83	31	-10.83	31	-3.32	31	-3.32	31	-4.52	80	-3.75	-4.9	89	1	46
Q8R238_12_327_2rkb.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.19	10	-12.19	10	-4.66	10	-4.66	10	-5.31	62	-4.57	-6.31	72	1	16
P50431_1_478_1eji_pdb_THR_PLP_1.dlg	THR	-14.6	2	-14.6	2	-6.3	2	-6.3	2	-7.37	43	-6.01	-7.37	43	1	67
Q8QZR1_64_442_3pdx_pdb_THR_PLP_2.dlg	THR	-11.2	35	-10.45	87	-4.72	35	-4.12	87	-4.55	17	-3.93	-5.31	62	2	45
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.94	56	-10.02	28	-3.53	56	-2.31	28	-3.8	11	-2.9	-4.39	13	2	22
Q8QZR5_20_495_3tcm.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.84	32	-10.02	7	-6.07	32	-2.71	7	-3.25	92	-2.38	-6.93	24	2	40
P24288_21_385_2abj.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.14	21	-11.14	21	-3.88	21	-3.88	21	-5.27	36	-3.95	-6.77	60	1	37
Q8BTY1_4_421_1w7m.1.A_swissmodel_THR_PLP_2.dlg	THR	-15.26	20	-15.26	20	-6.33	20	-6.33	20	-6.49	31	-5.52	-6.74	5	1	82
Q99K85_17_370_3e77.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.28	79	-12.28	79	-4.46	79	-4.46	79	-5.45	8	-4.24	-5.88	36	1	21
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.17	56	-11.17	56	-6.47	56	-6.47	56	-6.93	15	-5.38	-6.93	15	1	39
Q71RI9-1_42_451_5vep_pdb_THR_PLP_2.dlg	THR	-12.36	86	-10.26	77	-5.24	86	-2.97	77	-3.32	68	-2.38	-6.36	5	4	41
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.83	78	-10.83	78	-6.88	78	-6.88	78	-6.88	78	-5.31	-6.88	78	1	45
Q3UX83-1_157_576_1m4n.1.A_swissmodel_THR_PLP_2.dlg	THR	-11.43	35	-11.29	5	-4.93	35	-5.07	5	-5.78	55	-4.91	-5.78	55	2	17
P00860_2_418_7odc_pdb_THR_PLP_1.dlg	THR	-11.44	52	-11.05	32	-6.19	52	-4.76	32	-4.76	32	-4.01	-6.66	75	3	14
Q8BG54_108_530_6hrh.1.B_swissmodel_THR_PLP_1.dlg	THR	-12.11	64	-12.11	64	-3.15	64	-3.15	64	-5.09	60	-3.5	-5.09	60	1	76
P50431_1_478_1eji_pdb_THR_PLP_4.dlg	THR	-11.6	74	-11.6	74	-4.3	74	-4.3	74	-4.46	69	-3.98	-6.56	100	1	34
P05202_30_430_3hlm_pdb_THR_PLP_1.dlg	THR	-13.57	39	-13.55	23	-4.26	39	-4.23	23	-4.92	63	-3.93	-7.61	93	2	36
Q6P6M7_23_467_3bcb.1.A_swissmodel_THR_PLP_4.dlg	THR	-13.79	34	-12.34	68	-6.0	34	-3.59	68	-5.58	86	-4.15	-7.04	70	9	21
Q80WP8-2_68_523_2okj.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.93	57	-11.78	4	-4.08	57	-4.89	4	-6.0	55	-5.07	-6.17	95	2	28
Q14CH1_35_495_5j8q.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.33	6	-9.33	6	-3.04	6	-3.04	6	-3.09	10	-2.59	-5.54	5	1	24
Q6XPS7_39_398_1lw4.1.D_swissmodel_THR_PLP_2.dlg	THR	-9.22	45	-7.28	15	-4.27	45	-3.08	15	-3.4	71	-2.58	-4.96	67	2	55
Q6P6M7_23_467_3bcb_pdb_THR_PLP_2.dlg	THR	-13.84	29	-13.36	92	-5.61	29	-4.93	92	-6.71	96	-4.74	-7.1	22	2	20
Q9CXF0_6_460_3e9k.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.48	3	-8.34	69	-4.62	3	-0.88	69	-2.2	59	-0.98	-5.0	93	4	52
Q91WT9-2_40_543_4pcu.1.B_swissmodel_THR_PLP_1.dlg	THR	-9.34	60	-8.55	62	-4.85	60	-4.32	62	-5.41	92	-4.33	-5.41	92	2	38
Q71RI9-1_42_451_5veq_pdb_THR_PLP_2.dlg	THR	-15.69	16	-15.69	16	-6.16	16	-6.16	16	-6.32	76	-5.55	-6.32	76	1	83
O35423-2_1_390_3kgw.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.15	9	-12.15	9	-5.8	9	-5.8	9	-5.91	49	-4.71	-5.91	49	1	48
Q71RI9-2_7_416_5veq.1.A_swissmodel_THR_PLP_1.dlg	THR	-15.49	25	-15.49	25	-5.15	25	-5.15	25	-6.88	64	-5.72	-6.88	64	1	68
Q3UEG6_63_509_6fyq.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.41	61	-7.61	50	-4.33	61	-1.47	50	-2.21	72	-1.46	-5.13	54	3	27
Q8BTY1_4_421_1w7m.1.A_swissmodel_THR_PLP_1.dlg	THR	-14.38	59	-14.38	59	-5.53	59	-5.53	59	-6.29	43	-5.38	-6.84	75	1	85
O35484_8_435_3btn_pdb_THR_PLP_2.dlg	THR	-7.19	38	-6.8	9	-1.69	38	-3.24	9	-3.24	9	-2.04	-4.68	86	2	22
Q91WT9-2_40_543_4pcu.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.93	16	-9.93	16	-6.59	16	-6.59	16	-6.59	16	-4.77	-6.59	16	1	43
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_THR_PLP_1.dlg	THR	-7.67	27	-7.67	27	-3.02	27	-3.02	27	-3.48	47	-2.95	-4.99	29	1	29
P29758_38_439_2can.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.41	65	-9.41	65	-3.54	65	-3.54	65	-4.19	51	-3.32	-5.37	67	1	28
Q3UX83-1_157_576_1m4n.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.98	82	-10.98	82	-4.83	82	-4.83	82	-4.99	92	-4.65	-5.51	66	1	20
P05202_30_430_3hlm_pdb_THR_PLP_2.dlg	THR	-14.53	3	-14.53	3	-4.94	3	-4.94	3	-5.1	30	-3.89	-7.55	2	1	56
Q80WP8-2_59_493_6enz.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.96	40	-9.33	7	-4.04	40	-3.24	7	-4.0	98	-3.34	-5.29	31	2	30
Q6XPS7_39_398_1lw4.1.D_swissmodel_THR_PLP_4.dlg	THR	-10.58	70	-10.58	70	-3.9	70	-3.9	70	-4.41	75	-3.71	-6.19	60	1	60
Q71RI9-1_42_451_3e2y_pdb_THR_PLP_1.dlg	THR	-16.28	3	-16.28	3	-6.11	3	-6.11	3	-6.17	9	-5.17	-6.87	19	1	61
Q6P6M7_23_466_3bca_pdb_THR_PLP_4.dlg	THR	-14.85	81	-14.85	81	-6.03	81	-6.03	81	-6.54	35	-5.09	-7.5	33	1	58
P00860_2_418_7odc_pdb_THR_PLP_2.dlg	THR	-12.25	16	-10.49	24	-4.49	16	-4.35	24	-4.51	17	-3.82	-7.14	20	9	21
Q91W43_57_1010_6i34.1.A_swissmodel_THR_PLP_2.dlg	THR	-8.92	44	-7.16	86	-3.03	44	-3.0	86	-4.1	18	-3.34	-5.21	11	11	21
A2AIG8-1_37_482_4n0b.2.B_swissmodel_THR_PLP_2.dlg	THR	-12.29	90	-11.89	86	-4.77	90	-4.52	86	-4.94	72	-4.13	-5.7	92	2	38
Q8VC19_199_634_6hrh.1.B_swissmodel_THR_PLP_2.dlg	THR	-13.29	53	-13.29	53	-4.91	53	-4.91	53	-5.75	78	-4.87	-5.75	78	1	97
Q6P6M7_23_467_3bcb.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.36	27	-12.35	16	-4.26	27	-4.72	16	-5.88	13	-4.23	-7.03	63	9	32
Q6P6M7_23_467_3bc8_pdb_THR_PLP_2.dlg	THR	-14.27	93	-13.79	82	-4.1	93	-5.77	82	-5.79	61	-4.6	-7.42	89	2	42
P61922-2_39_444_4y0h.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.36	32	-11.36	32	-3.05	32	-3.05	32	-5.37	85	-3.34	-6.56	80	1	45
Q6P6M7_23_466_3bca_pdb_THR_PLP_3.dlg	THR	-14.63	39	-14.63	39	-6.08	39	-6.08	39	-6.65	44	-4.97	-7.84	58	1	56
P05201_1_413_5tor.1.A_swissmodel_THR_PLP_1.dlg	THR	-13.72	81	-13.72	81	-4.87	81	-4.87	81	-5.22	64	-4.47	-7.17	48	1	29
Q71RI9-1_42_451_5veq.1.A_swissmodel_THR_PLP_2.dlg	THR	-14.92	65	-14.92	65	-4.75	65	-4.75	65	-6.32	63	-5.52	-7.16	6	1	69
Q8BH55_226_741_1kl7.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.77	54	-9.73	83	-3.04	54	-5.66	83	-5.66	83	-4.98	-6.15	35	5	18
Q80WP8-1_59_550_6enz_pdb_THR_PLP_1.dlg	THR	-11.37	84	-11.37	84	-4.52	84	-4.52	84	-5.58	92	-4.49	-5.58	92	1	22
Q7TSV6-1_3_399_2cst.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.33	89	-10.96	57	-3.45	89	-2.98	57	-3.35	32	-3.03	-5.75	83	2	23
Q8VBT2_5_317_2o2j.1.B_swissmodel_THR_PLP_1.dlg	THR	-9.78	35	-9.78	35	-3.24	35	-3.24	35	-3.6	18	-3.38	-5.25	26	1	18
O35855_29_393_1ekp.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.5	76	-12.5	76	-3.86	76	-3.86	76	-4.25	87	-3.86	-7.15	26	1	45
Q71RI9-1_42_451_5ver_pdb_THR_PLP_1.dlg	THR	-13.82	23	-13.63	85	-5.35	23	-7.18	85	-7.24	91	-6.52	-7.32	59	2	47
P50431_1_478_1eji_pdb_THR_PLP_3.dlg	THR	-12.29	32	-10.77	71	-5.0	32	-3.98	71	-4.54	64	-3.2	-6.33	83	3	61
P50431_9_478_1rvu.1.A_swissmodel_THR_PLP_4.dlg	THR	-10.59	60	-10.59	60	-4.95	60	-4.95	60	-5.62	57	-4.78	-5.62	57	1	29
O35423-2_1_390_3kgw.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.86	88	-10.86	88	-3.15	88	-3.15	88	-5.39	85	-3.48	-5.72	40	1	29
P23738_17_484_4e1o.1.A_swissmodel_THR_PLP_1.dlg	THR	-13.21	79	-13.21	79	-4.71	79	-4.71	79	-5.43	76	-4.68	-6.64	88	1	92
P05202_32_430_1ama.1.A_swissmodel_THR_PLP_1.dlg	THR	-16.86	68	-16.86	68	-7.35	68	-7.35	68	-7.35	68	-6.6	-7.35	68	1	82
Q8VCN5_9_398_5tsu.1.C_swissmodel_THR_PLP_2.dlg	THR	-12.68	50	-12.28	77	-6.29	50	-3.55	77	-5.45	98	-3.93	-7.19	30	2	29
Q71RI9-1_42_451_5veq_pdb_THR_PLP_3.dlg	THR	-16.36	54	-16.36	54	-5.66	54	-5.66	54	-6.49	48	-5.44	-7.1	12	1	50
O35484_11_417_1d7k.1.B_swissmodel_THR_PLP_1.dlg	THR	-6.83	32	-6.83	32	-3.18	32	-3.18	32	-3.18	32	-2.8	-3.99	41	1	25
Q9ET01_24_839_1xoi.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.9	66	-11.9	66	-5.49	66	-5.49	66	-6.32	74	-4.75	-6.32	74	1	62
A2AIG8-2_41_459_1m4n.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.36	23	-9.87	8	-4.48	23	-3.8	8	-5.16	94	-4.04	-6.25	40	3	22
Q71RI9-1_42_451_5ver_pdb_THR_PLP_3.dlg	THR	-13.88	88	-13.67	98	-5.36	88	-7.09	98	-7.09	98	-6.23	-7.3	95	3	55
A2AIG8-2_42_459_4n0b.2.B_swissmodel_THR_PLP_1.dlg	THR	-11.79	90	-11.79	90	-3.94	90	-3.94	90	-4.84	44	-4.35	-5.71	53	1	17
P23738_17_484_4e1o.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.17	48	-13.17	48	-4.72	48	-4.72	48	-5.35	70	-4.61	-6.62	42	1	88
P50431_1_478_1eji_pdb_THR_PLP_2.dlg	THR	-13.26	79	-13.26	79	-4.62	79	-4.62	79	-6.23	15	-5.09	-6.61	22	1	49
Q6P6M7_23_467_3bcb_pdb_THR_PLP_1.dlg	THR	-13.64	88	-13.08	82	-5.22	88	-4.4	82	-5.74	54	-4.16	-7.14	30	5	19
Q8VCN5_9_398_5tsu.1.C_swissmodel_THR_PLP_4.dlg	THR	-11.52	1	-11.52	1	-5.93	1	-5.93	1	-5.93	1	-4.99	-5.94	63	1	35
Q8BWU8_9_436_5g4i.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.95	98	-13.6	26	-5.32	98	-5.55	26	-7.05	25	-5.69	-7.05	25	3	20
A2AIG8-2_42_459_4n0b.2.B_swissmodel_THR_PLP_2.dlg	THR	-12.43	83	-12.43	83	-4.65	83	-4.65	83	-4.87	34	-4.4	-5.46	60	1	45
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_THR_PLP_2.dlg	THR	-6.63	11	-6.63	11	-2.29	11	-2.29	11	-3.95	77	-2.25	-4.17	47	1	46
Q3UEG6_52_507_4atp.1.A_swissmodel_THR_PLP_3.dlg	THR	-10.6	62	-10.6	62	-6.0	62	-6.0	62	-6.27	17	-4.73	-6.27	17	1	38
Q6P6M7_23_467_3bcb_pdb_THR_PLP_4.dlg	THR	-14.01	93	-13.04	81	-5.4	93	-4.88	81	-5.97	71	-4.25	-7.44	92	5	23
P97363_115_554_5txr.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.64	90	-8.65	58	-1.5	90	-1.76	58	-2.18	61	-1.83	-2.91	11	3	26
Q8BWU8_9_436_5g4i.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.69	14	-12.39	73	-3.99	14	-4.18	73	-5.12	45	-4.0	-6.79	7	2	62
Q3UEG6_52_507_4atp.1.A_swissmodel_THR_PLP_4.dlg	THR	-7.28	34	-7.28	34	-2.89	34	-2.89	34	-3.16	44	-1.98	-4.73	47	1	25
P05202_30_430_3pdb_pdb_THR_PLP_2.dlg	THR	-13.97	54	-13.97	54	-4.56	54	-4.56	54	-5.03	7	-4.51	-6.47	36	1	39
P61922-1_39_499_4zsy.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.17	20	-12.17	20	-4.87	20	-4.87	20	-5.89	76	-4.92	-6.18	89	1	65
P08680_143_578_6hrh.1.B_swissmodel_THR_PLP_2.dlg	THR	-13.49	55	-13.49	55	-4.41	55	-4.41	55	-5.5	8	-4.61	-5.5	8	1	99
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.93	98	-9.5	14	-4.35	98	-3.5	14	-4.03	4	-2.99	-5.82	1	3	25
P08680_143_578_6hrh.1.B_swissmodel_THR_PLP_1.dlg	THR	-13.38	86	-13.38	86	-4.54	86	-4.54	86	-5.07	83	-4.22	-5.07	83	1	99
Q6P6M7_23_467_3bc8_pdb_THR_PLP_1.dlg	THR	-14.15	92	-13.69	42	-4.43	92	-5.35	42	-5.83	3	-4.42	-7.44	77	2	42
Q91WT9-2_40_543_4pcu.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.04	99	-8.44	15	-5.63	99	-5.42	15	-5.78	53	-4.34	-5.78	53	2	34
P29758_38_439_2can.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.74	61	-9.74	61	-2.86	61	-2.86	61	-4.0	58	-3.3	-5.56	49	1	32
Q80WP8-1_64_549_5hsj.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.48	30	-10.48	30	-3.93	30	-3.93	30	-4.86	33	-3.99	-4.86	33	1	39
