dlg file	ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	LCaaB (kcal/mol)	Run	LCaaM (kcal/mol)	BB (kcal/mol)	Run	LC	Num in LC
Q8CI94_11_836_2pyd.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.82	62	-10.82	62	-5.33	62	-5.33	62	-6.05	40	-4.83	-6.74	94	1	34
Q9Z2Y8_12_248_1b54.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.96	6	-9.45	87	-4.35	6	-5.5	87	-5.74	58	-5.12	-6.88	56	3	24
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-5.57	7	-5.57	7	-4.38	7	-4.38	7	-4.38	7	-3.43	-4.53	37	1	27
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-7.13	16	-6.19	25	-4.99	16	-3.81	25	-5.44	36	-4.33	-6.1	3	4	22
Q71RI9-1_42_451_3e2y_pdb_GLU_PLP_2.dlg	GLU	-16.22	49	-16.22	49	-6.93	49	-6.93	49	-6.98	55	-6.3	-7.9	69	1	71
Q80WP8-2_68_523_2okj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-13.29	20	-13.29	20	-7.25	20	-7.25	20	-7.46	8	-6.43	-8.11	65	1	32
Q6P6M7_23_467_3bc8_pdb_GLU_PLP_3.dlg	GLU	-15.9	27	-14.7	18	-7.71	27	-8.25	18	-8.33	53	-7.64	-10.19	65	3	41
P05201_1_413_5tor.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.72	2	-13.72	2	-6.79	2	-6.79	2	-6.85	84	-6.36	-9.08	61	1	40
O35484_11_417_1d7k.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-4.3	96	-4.3	96	-3.47	96	-3.47	96	-3.47	96	-2.6	-3.47	96	1	27
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.08	97	-12.08	97	-6.02	97	-6.02	97	-6.05	77	-5.54	-7.98	89	1	30
Q71RI9-1_42_451_3e2z_pdb_GLU_PLP_1.dlg	GLU	-13.95	26	-13.95	26	-7.72	26	-7.72	26	-8.21	91	-7.17	-8.82	9	1	35
P50431_1_478_1eji_pdb_GLU_PLP_2.dlg	GLU	-13.42	36	-13.1	8	-7.29	36	-6.31	8	-7.14	48	-6.12	-7.38	18	2	31
Q71RI9-1_42_451_5vep_pdb_GLU_PLP_1.dlg	GLU	-12.55	88	-12.55	88	-7.33	88	-7.33	88	-7.51	16	-6.49	-8.04	84	1	23
Q71RI9-1_42_451_5vep_pdb_GLU_PLP_2.dlg	GLU	-11.96	98	-11.96	98	-7.18	98	-7.18	98	-7.34	69	-6.8	-7.39	11	1	46
Q3UX83-2_105_524_1m4n.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.6	23	-10.25	47	-4.94	23	-6.26	47	-6.69	86	-5.93	-7.05	38	3	18
Q3UX83-2_102_522_6d0a.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.82	41	-11.82	41	-5.46	41	-5.46	41	-5.84	62	-4.96	-8.23	70	1	61
Q99K85_17_370_3e77.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	89	-11.47	89	-5.4	89	-5.4	89	-5.8	73	-4.62	-7.16	88	1	23
Q71RI9-1_42_451_3e2f_pdb_GLU_PLP_1.dlg	GLU	-12.16	69	-11.41	34	-8.29	69	-5.79	34	-5.79	34	-4.63	-8.51	2	3	45
O88986_28_415_1fc4.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.79	50	-11.79	50	-6.22	50	-6.22	50	-6.6	100	-5.98	-6.6	100	1	87
Q91W43_57_1010_6i34.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-7.96	23	-7.41	89	-3.55	23	-5.25	89	-5.26	61	-4.68	-5.65	41	3	39
Q9WVM8_1_425_4gdy.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-14.33	30	-14.33	30	-7.48	30	-7.48	30	-7.48	30	-6.43	-7.67	78	1	31
P50431_9_478_1rvu.1.A_swissmodel_GLU_PLP_3.dlg	GLU	-8.24	91	-8.24	91	-5.06	91	-5.06	91	-5.29	74	-4.64	-5.29	74	1	75
Q80WP8-1_64_549_5hsj.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.33	30	-10.27	75	-5.24	30	-5.27	75	-5.35	28	-4.78	-5.85	98	2	36
Q6XPS7_39_398_1lw4.1.D_swissmodel_GLU_PLP_3.dlg	GLU	-8.84	78	-5.37	24	-6.18	78	-4.48	24	-4.59	77	-3.74	-6.23	9	3	57
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-6.59	88	-6.51	20	-5.14	88	-4.84	20	-4.85	58	-4.05	-5.62	40	2	20
O35423-1_27_412_3kgx_pdb_GLU_PLP_2.dlg	GLU	-10.88	95	-10.12	14	-6.27	95	-6.86	14	-6.86	14	-5.82	-6.86	14	3	39
Q9Z1J3_58_459_6nzu.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.96	32	-8.89	91	-5.21	32	-5.83	91	-6.38	40	-6.05	-6.64	37	3	26
P08680_143_578_6hrh.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-12.77	10	-12.77	10	-6.44	10	-6.44	10	-6.48	74	-5.86	-6.48	74	1	97
A2AIG8-2_41_459_1m4n.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.53	11	-10.53	11	-7.19	11	-7.19	11	-7.79	2	-6.46	-7.79	2	1	21
Q8BWU8_9_436_5g4i.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.31	43	-13.31	43	-7.04	43	-7.04	43	-7.04	43	-6.0	-8.05	88	1	39
P50431_1_478_1eji_pdb_GLU_PLP_3.dlg	GLU	-12.9	25	-12.9	25	-6.76	25	-6.76	25	-7.32	18	-6.74	-7.7	48	1	26
Q71RI9-1_42_451_5ver_pdb_GLU_PLP_3.dlg	GLU	-13.24	95	-13.24	95	-8.0	95	-8.0	95	-8.05	81	-7.38	-8.18	15	1	56
P97363_115_554_5txr.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.65	58	-8.96	18	-4.32	58	-3.06	18	-3.26	25	-2.95	-4.69	94	3	33
P05202_32_430_1ama.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-16.71	28	-16.71	28	-9.65	28	-9.65	28	-10.16	55	-8.49	-10.16	55	1	75
Q71RI9-1_42_451_5veq.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-14.96	24	-14.96	24	-7.58	24	-7.58	24	-7.58	24	-6.43	-8.15	93	1	66
O35423-1_27_412_3kgx_pdb_GLU_PLP_1.dlg	GLU	-10.26	5	-10.26	5	-5.36	5	-5.36	5	-5.52	68	-4.78	-6.64	79	1	42
Q6P6M7_23_467_3bcb_pdb_GLU_PLP_1.dlg	GLU	-14.71	19	-14.71	19	-8.03	19	-8.03	19	-8.92	12	-7.65	-10.37	14	1	26
P61922-1_39_499_4zsy.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.46	65	-11.46	65	-5.56	65	-5.56	65	-5.59	72	-5.15	-7.01	75	1	74
Q9WVM8_1_425_4gdy.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-14.82	44	-14.82	44	-7.65	44	-7.65	44	-7.68	67	-6.25	-7.68	67	1	45
Q14CH1_48_490_3a9y.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-6.35	5	-4.69	8	-2.99	5	-4.11	8	-4.6	52	-2.94	-4.6	52	2	53
Q8CI94_11_836_2pyd.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.56	44	-11.56	44	-6.01	44	-6.01	44	-6.21	73	-5.46	-6.21	73	1	38
Q8BG54_108_530_6hrh.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-10.65	6	-10.65	6	-3.97	6	-3.97	6	-4.47	77	-3.69	-5.66	17	1	67
Q8R238_12_327_2rkb.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.66	41	-11.66	41	-5.78	41	-5.78	41	-5.98	15	-5.02	-6.83	42	1	23
P50431_1_478_1eji_pdb_GLU_PLP_1.dlg	GLU	-13.14	26	-13.14	26	-7.9	26	-7.9	26	-7.99	18	-7.41	-8.24	23	1	63
A2AIG8-2_42_459_4n0b.2.B_swissmodel_GLU_PLP_1.dlg	GLU	-10.82	3	-8.96	10	-5.57	3	-6.42	10	-6.85	68	-6.16	-7.05	72	6	18
Q8VCN5_9_398_5tsu.1.C_swissmodel_GLU_PLP_4.dlg	GLU	-10.68	87	-10.29	71	-5.0	87	-5.47	71	-6.71	77	-5.44	-6.71	77	2	27
Q71RI9-1_42_451_5veq_pdb_GLU_PLP_3.dlg	GLU	-15.65	12	-15.65	12	-7.28	12	-7.28	12	-7.47	23	-6.38	-8.42	20	1	40
Q91WT9-1_39_559_4l28.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.36	90	-8.51	11	-5.42	90	-5.41	11	-5.69	89	-4.72	-7.44	26	3	41
P05202_30_430_3pdb_pdb_GLU_PLP_2.dlg	GLU	-14.46	78	-14.09	19	-8.11	78	-7.17	19	-7.25	22	-6.29	-8.8	5	2	37
Q71RI9-2_7_416_5veq.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-13.66	88	-13.66	88	-6.23	88	-6.23	88	-6.62	72	-6.01	-8.02	68	1	50
P61922-2_39_444_4y0h.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-12.4	25	-12.4	25	-7.24	25	-7.24	25	-7.24	25	-6.43	-7.24	25	1	59
Q80WP8-2_63_477_5hsj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.23	20	-9.23	20	-4.91	20	-4.91	20	-5.46	7	-4.72	-6.17	83	1	35
O88986_28_415_1fc4.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	51	-11.47	51	-6.44	51	-6.44	51	-6.69	49	-5.99	-6.69	49	1	84
P08680_143_578_6hrh.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-12.6	67	-12.6	67	-5.41	67	-5.41	67	-6.22	69	-5.11	-6.61	41	1	92
P50431_9_478_1rvu.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.76	63	-9.76	63	-5.48	63	-5.48	63	-5.84	84	-5.18	-6.2	17	1	53
O35423-1_23_412_3kgw.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.8	76	-10.37	52	-6.03	76	-5.2	52	-5.44	31	-4.95	-7.48	93	2	40
Q80W22_1_469_1kl7.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.3	81	-8.58	7	-6.89	81	-4.78	7	-5.04	57	-4.08	-7.19	23	2	18
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-7.96	35	-7.96	35	-4.43	35	-4.43	35	-6.15	65	-4.8	-6.15	65	1	39
Q8VCN5_9_398_5tsu.1.C_swissmodel_GLU_PLP_3.dlg	GLU	-11.12	54	-11.12	54	-5.61	54	-5.61	54	-5.65	17	-4.07	-7.42	75	1	25
P50431_9_478_1rvu.1.A_swissmodel_GLU_PLP_4.dlg	GLU	-9.31	41	-9.31	41	-5.66	41	-5.66	41	-5.94	46	-5.13	-6.12	84	1	49
Q9DBE0_7_493_2jis.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.5	99	-10.5	99	-4.96	99	-4.96	99	-6.3	1	-5.3	-6.3	1	1	49
Q91WT9-2_40_543_4pcu.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-7.68	29	-6.9	67	-5.06	29	-7.13	67	-7.13	67	-5.07	-7.13	67	7	31
Q6P6M7_23_467_3bcb.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-14.15	77	-14.15	77	-7.56	77	-7.56	77	-7.86	61	-6.96	-9.17	89	1	21
Q8QZR1_52_442_4ge9.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.49	30	-10.49	30	-6.65	30	-6.65	30	-6.94	19	-6.1	-7.0	57	1	54
P05202_30_430_3pd6_pdb_GLU_PLP_2.dlg	GLU	-14.07	74	-14.02	5	-7.6	74	-7.1	5	-7.18	78	-6.36	-8.98	25	2	36
Q71RI9-1_42_451_5veq_pdb_GLU_PLP_2.dlg	GLU	-15.57	23	-15.57	23	-7.29	23	-7.29	23	-7.52	8	-6.51	-7.52	8	1	66
Q8BTY1_4_421_1w7m.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-14.38	24	-14.38	24	-6.56	24	-6.56	24	-7.21	78	-6.31	-8.5	53	1	75
O35855_29_393_1ekp.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.75	17	-12.62	83	-6.96	17	-5.58	83	-6.41	25	-5.77	-7.92	8	2	36
Q71RI9-1_42_451_5vep_pdb_GLU_PLP_3.dlg	GLU	-12.37	14	-12.33	45	-7.77	14	-6.13	45	-7.51	16	-6.1	-7.77	14	2	27
Q91WT9-1_40_557_4pcu.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-10.13	49	-10.13	49	-3.35	49	-3.35	49	-3.97	88	-3.2	-7.68	13	1	29
Q91WT9-1_40_557_4pcu.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-8.93	22	-8.93	22	-5.99	22	-5.99	22	-6.74	77	-5.63	-6.74	77	1	34
P29758_38_439_2can.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.51	34	-9.51	34	-4.94	34	-4.94	34	-5.42	3	-4.54	-6.12	65	1	51
Q9CXF0_6_460_3e9k.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-6.82	3	-5.41	34	-3.87	3	-1.05	34	-1.16	86	-0.61	-6.58	48	6	30
P05201_1_413_5tor.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-13.3	10	-13.3	10	-6.31	10	-6.31	10	-6.77	38	-6.17	-8.57	12	1	42
Q6P6M7_23_466_3bca_pdb_GLU_PLP_4.dlg	GLU	-15.65	96	-15.08	99	-10.03	96	-8.04	99	-8.34	38	-7.66	-10.5	73	2	68
P23738_17_484_4e1o.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.91	88	-11.91	88	-5.78	88	-5.78	88	-6.3	90	-5.73	-6.3	90	1	95
Q8BGT5_49_521_3ihj.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.63	79	-10.63	79	-7.02	79	-7.02	79	-7.27	54	-6.4	-7.27	54	1	58
Q8VCN5_9_398_5tsu.1.C_swissmodel_GLU_PLP_2.dlg	GLU	-11.69	60	-11.69	60	-5.63	60	-5.63	60	-5.79	82	-4.69	-7.71	59	1	22
P48318_92_593_2okj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-12.07	1	-12.07	1	-5.09	1	-5.09	1	-5.54	85	-4.89	-6.42	46	1	23
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.38	76	-11.38	76	-7.12	76	-7.12	76	-7.25	8	-5.87	-7.25	8	1	53
Q9CXF0_6_460_3e9k.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.91	20	-6.24	29	-5.87	20	-0.77	29	-1.16	40	-0.62	-6.38	60	5	24
Q8QZR5_20_495_3tcm.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.25	82	-8.34	56	-5.12	82	-1.51	56	-2.65	84	-1.73	-7.77	35	2	46
Q71RI9-1_42_451_5ver_pdb_GLU_PLP_4.dlg	GLU	-16.81	69	-16.81	69	-7.84	69	-7.84	69	-7.94	81	-6.79	-7.94	81	1	69
A2AIG8-1_37_482_4n0b.2.B_swissmodel_GLU_PLP_2.dlg	GLU	-11.64	48	-11.64	48	-5.71	48	-5.71	48	-5.94	63	-5.29	-6.23	53	1	39
Q6P6M7_23_467_3bc8_pdb_GLU_PLP_4.dlg	GLU	-14.99	99	-14.64	38	-7.81	99	-8.18	38	-8.47	11	-7.47	-10.63	33	2	42
Q7TSV6-1_3_399_2cst.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	29	-10.42	74	-8.36	29	-4.09	74	-5.74	42	-4.69	-8.85	38	6	13
Q14CH1_35_495_5j8q.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.49	5	-9.49	5	-6.24	5	-6.24	5	-6.78	28	-6.24	-6.78	28	1	41
P97363_115_554_5txr.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-8.46	52	-8.46	52	-3.21	52	-3.21	52	-4.16	54	-3.4	-4.16	54	1	44
Q91WT9-2_40_543_4pcu.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-8.2	5	-7.42	40	-5.72	5	-5.58	40	-6.88	92	-5.01	-7.34	3	3	36
Q3UX83-1_157_576_1m4n.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.71	59	-10.04	95	-5.52	59	-5.23	95	-6.98	70	-6.1	-7.04	27	3	16
Q8QZR1_64_442_3pdx_pdb_GLU_PLP_1.dlg	GLU	-11.01	10	-9.36	75	-6.6	10	-6.12	75	-6.12	75	-5.27	-6.72	50	3	44
Q8QZR1_64_442_3pdx.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.37	5	-9.63	60	-6.58	5	-5.18	60	-6.0	15	-4.98	-6.6	21	3	51
Q80WP8-2_59_493_6enz.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.01	26	-8.95	8	-3.64	26	-4.81	8	-4.93	69	-4.32	-6.22	34	2	32
Q6P6M7_23_467_3bcb_pdb_GLU_PLP_3.dlg	GLU	-14.86	53	-14.07	92	-7.73	53	-7.04	92	-8.02	85	-6.82	-9.61	17	4	22
P00860_2_418_7odc_pdb_GLU_PLP_1.dlg	GLU	-12.02	5	-10.99	82	-6.02	5	-7.13	82	-7.38	74	-6.86	-7.8	23	2	55
Q80WP8-2_59_493_6enz.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.39	32	-9.39	32	-5.62	32	-5.62	32	-5.71	35	-4.99	-5.71	35	1	48
P48320_88_584_2okk.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	88	-8.33	69	-5.72	88	-5.81	69	-7.09	3	-6.1	-7.57	22	6	26
A2AIG8-2_41_459_1m4n.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.83	52	-7.37	31	-6.19	52	-6.76	31	-6.85	93	-6.03	-7.45	39	9	20
P50431_1_478_1eji_pdb_GLU_PLP_4.dlg	GLU	-11.49	95	-11.49	95	-7.22	95	-7.22	95	-7.49	1	-6.9	-7.57	3	1	46
Q3UEG6_63_509_6fyq.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.89	81	-7.18	38	-4.61	81	-5.12	38	-5.44	44	-4.73	-5.44	44	2	26
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.27	26	-11.27	26	-7.08	26	-7.08	26	-7.35	9	-6.12	-7.35	9	1	58
Q71RI9-1_42_451_5veq_pdb_GLU_PLP_1.dlg	GLU	-17.54	70	-17.54	70	-8.38	70	-8.38	70	-8.38	70	-6.91	-8.38	70	1	56
Q8R0X7_110_553_4q6r.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.46	81	-12.46	81	-5.96	81	-5.96	81	-6.41	85	-5.82	-7.58	35	1	44
Q9WUB3_11_836_2pyd.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.38	29	-11.38	29	-5.78	29	-5.78	29	-6.2	82	-5.34	-7.34	8	1	34
O35423-1_27_412_3kgw_pdb_GLU_PLP_2.dlg	GLU	-10.51	54	-9.01	18	-5.53	54	-7.81	18	-7.86	100	-6.82	-7.86	100	3	33
