dlg file	ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	LCaaB (kcal/mol)	Run	LCaaM (kcal/mol)	BB (kcal/mol)	Run	LC	Num in LC
Q8N5Z0_1_425_5efs_pdb_GLU_PLP_1.dlg	GLU	-13.85	85	-13.85	85	-6.31	85	-6.31	85	-7.07	96	-5.83	-7.07	96	1	93
P54687_1_386_2coj_pdb_GLU_PLP_1.dlg	GLU	-12.47	94	-12.47	94	-4.8	94	-4.8	94	-5.62	37	-4.9	-7.98	78	1	94
Q05329_168_585_4obv.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.09	33	-10.09	33	-4.43	33	-4.43	33	-4.62	97	-4.13	-6.66	41	1	21
P54687_21_386_2abj_pdb_GLU_PLP_2.dlg	GLU	-10.63	48	-10.63	48	-5.05	48	-5.05	48	-5.82	96	-5.09	-7.94	46	1	49
Q16773_1_422_3fvx_pdb_GLU_PLP_1.dlg	GLU	-12.12	44	-12.12	44	-6.1	44	-6.1	44	-6.64	26	-5.54	-7.16	65	1	31
O15382_28_392_5i60_pdb_GLU_PLP_2.dlg	GLU	-13.74	23	-11.48	67	-5.93	23	-5.31	67	-5.79	71	-5.32	-8.94	12	5	40
Q8N5Z0_1_425_3ue8_pdb_GLU_PLP_2.dlg	GLU	-13.0	29	-13.0	29	-6.2	29	-6.2	29	-6.4	63	-5.17	-8.02	100	1	66
O15382_28_392_5i5w_pdb_GLU_PLP_2.dlg	GLU	-14.04	13	-14.04	13	-6.7	13	-6.7	13	-6.96	81	-6.37	-8.51	80	1	46
P20711_1_480_3rch_pdb_GLU_PLP_1.dlg	GLU	-7.63	68	-7.63	68	-5.77	68	-5.77	68	-6.14	75	-5.66	-6.14	75	1	19
Q9BYV1_65_508_5g4i.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.55	77	-7.57	41	-3.31	77	-4.61	41	-4.77	26	-4.16	-4.77	26	3	39
Q9Y697_67_457_5kz5_pdb_GLU_PLP_10.dlg
Q16773_1_422_1w7l_pdb_GLU_PLP_1.dlg	GLU	-12.68	20	-9.11	84	-6.61	20	-6.85	84	-7.01	77	-6.4	-7.01	77	3	55
P19113_2_477_4e1o.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.92	42	-10.92	42	-5.65	42	-5.65	42	-6.22	21	-5.66	-6.34	35	1	98
Q16773_1_422_3fvu_pdb_GLU_PLP_2.dlg	GLU	-12.75	34	-11.93	20	-6.67	34	-6.81	20	-7.96	99	-6.01	-8.05	48	2	45
O75600_24_417_2jg2.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.98	75	-8.54	58	-5.01	75	-6.31	58	-6.41	25	-5.82	-6.7	9	4	29
O15382_28_392_1ekp_pdb_GLU_PLP_1.dlg	GLU	-14.57	87	-14.57	87	-7.67	87	-7.67	87	-7.68	11	-6.59	-9.22	89	1	60
O14977_2_437_4zgz_pdb_GLU_PLP_1.dlg	GLU	-5.33	73	-5.33	73	-3.86	73	-3.86	73	-3.86	73	-3.43	-5.36	4	1	19
Q16773_1_422_4wlh_pdb_GLU_PLP_1.dlg	GLU	-12.35	92	-12.35	92	-5.69	92	-5.69	92	-6.36	12	-5.39	-6.36	12	1	57
P13196_199_595_2bwp.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.19	95	-8.19	95	-5.31	95	-5.31	95	-6.02	2	-4.84	-6.02	2	1	88
P11926_1_461_5bwa_pdb_GLU_PLP_1.dlg	GLU	-12.37	32	-11.24	5	-7.06	32	-7.93	5	-8.08	62	-7.63	-8.08	62	2	21
P06737_1_847_1l5r_pdb_GLU_PLP_3.dlg	GLU	-12.23	39	-12.23	39	-6.07	39	-6.07	39	-6.22	53	-5.54	-7.45	13	1	47
P20711_1_480_3rch_pdb_GLU_PLP_2.dlg	GLU	-9.23	57	-9.23	57	-6.02	57	-6.02	57	-7.02	55	-5.92	-7.57	37	1	36
P11216_22_840_5iko.1.A_swissmodel_GLU_PLP_4.dlg	GLU	-11.46	23	-11.41	8	-5.58	23	-6.05	8	-6.44	39	-5.7	-6.44	39	2	76
O15382_28_392_5bwx_pdb_GLU_PLP_2.dlg	GLU	-15.26	56	-15.26	56	-6.83	56	-6.83	56	-7.67	59	-6.92	-9.06	70	1	55
Q16773_4_422_4wp0.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.86	17	-12.86	17	-6.41	17	-6.41	17	-6.45	79	-5.23	-7.47	19	1	80
O15382_28_392_5bww_pdb_GLU_PLP_2.dlg	GLU	-15.38	66	-15.38	66	-7.76	66	-7.76	66	-7.76	66	-6.97	-9.07	12	1	43
Q8N5Z0_2_425_2vgz_pdb_GLU_PLP_2.dlg	GLU	-14.3	59	-14.3	59	-6.28	59	-6.28	59	-6.69	44	-5.35	-8.58	55	1	80
Q9Y600_7_493_2jis.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.16	73	-9.2	88	-6.52	73	-4.95	88	-6.26	49	-5.29	-6.52	73	2	53
P54687_1_386_2coi_pdb_GLU_PLP_1.dlg	GLU	-12.01	8	-12.01	8	-4.39	8	-4.39	8	-5.06	54	-4.56	-6.37	84	1	97
Q8N5Z0_1_425_5efs_pdb_GLU_PLP_2.dlg	GLU	-14.84	62	-14.84	62	-6.35	62	-6.35	62	-6.74	19	-5.69	-7.38	8	1	89
P20711_1_383_1js6.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-8.51	94	-8.51	94	-5.0	94	-5.0	94	-5.49	23	-4.8	-5.49	23	1	30
Q9HD40_1_501_4zdl_pdb_GLU_PLP_3.dlg	GLU	-14.93	29	-13.29	38	-7.38	29	-9.33	38	-9.43	30	-8.76	-9.43	30	2	21
Q9HD40_19_462_4zdl.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-17.55	68	-15.66	9	-8.65	68	-7.28	9	-9.09	51	-7.88	-10.6	98	2	28
P06737_2_847_2ati_pdb_GLU_PLP_2.dlg	GLU	-11.98	84	-11.98	84	-5.65	84	-5.65	84	-5.65	84	-5.17	-8.15	18	1	41
O15382_28_392_2a1h_pdb_GLU_PLP_1.dlg	GLU	-14.47	47	-14.47	47	-5.64	47	-5.64	47	-6.71	27	-5.86	-8.71	26	1	68
P04181_1_439_2byj_pdb_GLU_PLP_2.dlg	GLU	-10.45	53	-10.45	53	-5.83	53	-5.83	53	-5.83	53	-5.09	-6.11	18	1	24
Q8TD30_49_523_3ihj_pdb_GLU_PLP_2.dlg	GLU	-10.5	35	-10.5	35	-7.1	35	-7.1	35	-7.38	9	-6.34	-7.38	9	1	69
P06737_1_847_1l5r_pdb_GLU_PLP_4.dlg	GLU	-11.12	15	-10.93	10	-5.52	15	-6.33	10	-7.48	18	-6.34	-7.48	18	2	35
Q8N5Z0_1_425_4ge9_pdb_GLU_PLP_1.dlg	GLU	-14.87	94	-14.87	94	-7.17	94	-7.17	94	-7.17	94	-6.34	-9.55	23	1	36
Q96GA7_11_328_2rkb.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.96	14	-10.66	19	-5.82	14	-6.96	19	-7.08	99	-6.3	-7.19	95	3	26
Q8IYQ7_1kl7.1.A_227_740_GLU_PLP_2.dlg	GLU	-8.99	78	-8.96	54	-3.93	78	-6.69	54	-6.69	54	-5.79	-6.69	54	2	44
O15270_112_537_4bmk.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-12.32	52	-12.32	52	-5.25	52	-5.25	52	-5.72	36	-4.89	-7.26	93	1	64
P06737_24_832_3cej_pdb_GLU_PLP_1.dlg	GLU	-11.89	3	-11.53	91	-6.31	3	-5.73	91	-6.9	70	-5.98	-6.9	70	3	38
P0DN79_43_545_4pcu.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.99	33	-9.99	33	-3.4	33	-3.4	33	-3.77	9	-3.17	-7.46	56	1	34
Q96I15_8_445_3gzd_pdb_GLU_PLP_2.dlg	GLU	-10.81	42	-10.1	36	-6.35	42	-6.14	36	-6.33	99	-5.76	-6.88	84	3	26
P21549_1_392_1h0c_pdb_GLU_PLP_2.dlg	GLU	-11.33	52	-11.06	59	-6.78	52	-6.65	59	-7.39	34	-6.51	-7.39	34	2	43
P32929_1_402_2nmp_pdb_GLU_PLP_3.dlg	GLU	-11.67	98	-11.67	98	-4.96	98	-4.96	98	-5.18	93	-3.65	-6.72	86	1	53
P21549_1_392_1h0c_pdb_GLU_PLP_1.dlg	GLU	-11.45	83	-10.05	67	-5.59	83	-5.71	67	-6.91	30	-6.01	-6.91	30	4	41
P32929_1_405_3elp_pdb_GLU_PLP_1.dlg	GLU	-9.88	80	-9.61	13	-6.17	80	-5.21	13	-6.11	61	-5.12	-6.89	71	2	25
O15382_28_392_5i5x_pdb_GLU_PLP_1.dlg	GLU	-14.67	48	-14.67	48	-6.56	48	-6.56	48	-6.93	6	-6.28	-8.32	75	1	83
P06737_2_847_3dds_pdb_GLU_PLP_1.dlg	GLU	-11.38	5	-11.38	5	-7.0	5	-7.0	5	-7.0	5	-5.21	-7.81	8	1	43
P80404_39_499_4y0d.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.13	50	-13.13	50	-7.74	50	-7.74	50	-7.97	27	-6.91	-7.97	27	1	79
O15382_28_392_2hgw_pdb_GLU_PLP_1.dlg	GLU	-14.53	75	-14.53	75	-6.11	75	-6.11	75	-7.7	63	-6.39	-9.81	40	1	59
P11926_1_461_2on3_pdb_GLU_PLP_1.dlg	GLU	-11.1	48	-10.05	12	-7.02	48	-5.27	12	-5.27	12	-4.37	-7.24	36	3	31
O15382_28_392_5i5s_pdb_GLU_PLP_1.dlg	GLU	-13.66	40	-12.26	6	-6.84	40	-8.72	6	-8.72	6	-7.86	-8.72	6	3	30
P11217_13_837_3zcp.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.46	47	-12.46	47	-6.42	47	-6.42	47	-7.11	18	-6.21	-7.28	39	1	58
Q99259_90_594_3vp6_pdb_GLU_PLP_1.dlg	GLU	-12.16	2	-12.16	2	-4.65	2	-4.65	2	-5.65	14	-4.54	-8.03	50	1	23
P20132_1_328_1p5j_pdb_GLU_PLP_1.dlg	GLU	-13.3	39	-13.3	39	-7.28	39	-7.28	39	-7.28	39	-5.64	-8.21	3	1	29
Q8NHS2_5_399_3wzf.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.97	62	-9.9	76	-5.96	62	-4.14	76	-5.58	12	-4.28	-6.81	24	2	60
P11216_1_843_5ikp_pdb_GLU_PLP_1.dlg	GLU	-15.04	20	-13.84	35	-4.75	20	-6.41	35	-7.22	66	-6.21	-7.22	66	3	65
P0DN79_41_550_4l3v.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-7.7	36	-7.7	36	-4.48	36	-4.48	36	-5.04	54	-3.71	-6.78	100	1	51
Q96QU6_63_482_1ynu.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.15	60	-10.15	60	-4.67	60	-4.67	60	-5.07	18	-4.01	-6.63	94	1	40
Q96I15_8_445_3gzc_pdb_GLU_PLP_2.dlg	GLU	-10.29	71	-8.88	18	-5.26	71	-5.95	18	-6.33	86	-5.67	-6.33	86	2	41
Q8N5Z0_1_425_4geb_pdb_GLU_PLP_1.dlg	GLU	-14.74	85	-14.74	85	-7.07	85	-7.07	85	-7.44	92	-5.51	-8.59	84	1	47
Q6ZQY3_35_520_5hsj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.9	68	-9.47	33	-5.29	68	-4.67	33	-5.22	81	-4.68	-6.33	49	2	29
Q9HD40_1_501_4zdp_pdb_GLU_PLP_3.dlg	GLU	-13.52	55	-13.52	55	-7.98	55	-7.98	55	-8.12	90	-7.39	-9.15	62	1	33
P04181_38_439_1gbn_pdb_GLU_PLP_2.dlg	GLU	-10.46	98	-9.54	48	-6.1	98	-5.21	48	-6.18	86	-5.57	-6.18	86	3	48
Q8IUZ5_10_438_5g4i.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.64	56	-13.64	56	-6.7	56	-6.7	56	-6.73	45	-6.23	-8.56	64	1	31
Q9GZT4_1_340_3l6r_pdb_GLU_PLP_1.dlg	GLU	-9.55	10	-8.69	63	-4.87	10	-5.04	63	-5.11	84	-4.75	-5.18	4	2	39
Q8N5Z0_1_425_4geb_pdb_GLU_PLP_2.dlg	GLU	-15.07	58	-15.07	58	-6.8	58	-6.8	58	-7.15	93	-5.92	-8.81	48	1	69
P17735_51_442_4ge9.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.23	46	-11.23	46	-7.22	46	-7.22	46	-7.6	2	-6.72	-7.6	2	1	37
P21549_1_392_4cbr_pdb_GLU_PLP_1.dlg	GLU	-12.23	56	-12.23	56	-7.03	56	-7.03	56	-7.7	13	-6.44	-7.7	13	1	46
Q8N5Z0_1_425_3ue8_pdb_GLU_PLP_1.dlg	GLU	-15.89	11	-15.89	11	-7.39	11	-7.39	11	-7.39	11	-6.19	-8.41	24	1	93
P17174_2_413_3wzf_pdb_GLU_PLP_2.dlg	GLU	-11.9	73	-10.94	44	-5.31	73	-4.41	44	-4.79	34	-4.09	-9.49	41	4	35
O15382_28_392_5i5x_pdb_GLU_PLP_2.dlg	GLU	-14.37	28	-14.37	28	-6.6	28	-6.6	28	-7.4	27	-6.51	-8.81	36	1	64
P32929_1_402_3cog_pdb_GLU_PLP_3.dlg	GLU	-10.76	20	-10.76	20	-4.54	20	-4.54	20	-5.07	62	-3.93	-6.14	75	1	44
P34897_22_504_4pvf_pdb_GLU_PLP_4.dlg	GLU	-10.55	29	-8.97	58	-6.6	29	-6.0	58	-6.46	41	-6.08	-7.32	56	4	25
O95470_111_553_4q6r.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.46	60	-12.46	60	-7.31	60	-7.31	60	-7.33	13	-6.36	-7.83	79	1	50
O95470_62_568_4q6r_pdb_GLU_PLP_2.dlg	GLU	-13.24	25	-11.8	75	-7.2	25	-7.65	75	-7.95	80	-7.3	-7.95	80	3	51
P21549_1_388_2yob_pdb_GLU_PLP_2.dlg	GLU	-13.66	3	-13.66	3	-7.02	3	-7.02	3	-7.32	87	-6.42	-7.36	37	1	38
P32929_1_402_3cog_pdb_GLU_PLP_2.dlg	GLU	-6.91	65	-6.74	24	-3.28	65	-6.01	24	-6.14	80	-5.55	-6.28	97	4	22
Q8N5Z0_1_425_2r2n_pdb_GLU_PLP_2.dlg	GLU	-14.83	30	-14.83	30	-6.88	30	-6.88	30	-7.11	96	-5.95	-8.49	93	1	80
O15382_28_392_2hg8_pdb_GLU_PLP_2.dlg	GLU	-12.65	5	-12.65	5	-5.77	5	-5.77	5	-7.3	28	-5.95	-9.55	63	1	45
P06737_6_839_1fa9.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.33	45	-12.33	45	-6.98	45	-6.98	45	-7.46	79	-6.44	-7.74	10	1	72
P20711_1_480_3rbf.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-9.76	26	-8.86	94	-7.64	26	-4.89	94	-5.21	40	-4.19	-8.21	44	3	19
P24298_19_495_3tcm.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.28	71	-8.29	100	-5.46	71	-6.31	100	-8.17	26	-5.98	-8.17	26	3	47
Q6ZQY3_35_520_5hsj.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.1	18	-9.04	23	-4.98	18	-5.34	23	-5.34	23	-4.79	-6.58	59	5	19
O15382_28_392_5i5v_pdb_GLU_PLP_2.dlg	GLU	-14.49	77	-14.49	77	-6.24	77	-6.24	77	-6.95	29	-6.26	-8.77	56	1	27
P11926_1_461_2on3_pdb_GLU_PLP_2.dlg	GLU	-10.73	24	-8.83	87	-6.76	24	-6.57	87	-6.57	87	-5.56	-7.07	45	4	18
P80404_39_499_4y0d.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-12.57	11	-12.57	11	-7.49	11	-7.49	11	-7.62	98	-6.57	-7.62	98	1	71
Q96GA7_11_328_2rkb_pdb_GLU_PLP_1.dlg	GLU	-11.03	72	-9.75	20	-5.85	72	-7.26	20	-7.49	96	-6.75	-7.8	36	5	35
P06737_1_847_1exv_pdb_GLU_PLP_1.dlg	GLU	-11.76	76	-11.76	76	-5.48	76	-5.48	76	-6.42	51	-5.23	-7.48	86	1	52
Q9Y600_1_493_2jis_pdb_GLU_PLP_2.dlg	GLU	-9.95	77	-9.6	23	-5.92	77	-5.19	23	-6.71	30	-5.84	-6.71	30	2	52
Q9NUV7_105_529_4bmk.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.95	54	-12.95	54	-6.23	54	-6.23	54	-6.38	18	-5.23	-6.38	18	1	91
P32929_1_405_3elp_pdb_GLU_PLP_3.dlg	GLU	-10.17	58	-10.07	34	-6.19	58	-5.17	34	-5.83	57	-5.08	-6.88	92	2	25
Q6YP21_41_450_3e2y.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-15.65	40	-15.65	40	-6.89	40	-6.89	40	-6.98	21	-6.11	-8.06	91	1	57
P06737_1_847_1l5s_pdb_GLU_PLP_4.dlg	GLU	-12.7	40	-12.7	40	-6.44	40	-6.44	40	-6.49	29	-5.55	-7.46	28	1	33
O15382_28_392_5bwt_pdb_GLU_PLP_1.dlg	GLU	-14.12	9	-13.0	63	-6.86	9	-5.99	63	-6.83	75	-6.06	-8.45	65	2	51
Q9Y697_67_457_5kz5_pdb_GLU_PLP_7.dlg
Q8N5Z0_1_425_4gdy_pdb_GLU_PLP_1.dlg	GLU	-15.27	1	-15.27	1	-7.47	1	-7.47	1	-7.62	37	-6.5	-8.05	82	1	91
Q9Y600_7_493_2jis.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.74	84	-9.87	86	-7.03	84	-4.38	86	-5.38	53	-4.37	-7.07	71	3	27
O15382_28_392_5hne_pdb_GLU_PLP_2.dlg	GLU	-14.19	14	-11.6	28	-6.0	14	-5.42	28	-5.57	4	-4.8	-9.08	57	2	29
Q05329_88_584_2okk.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-12.35	30	-10.67	19	-5.78	30	-7.6	19	-7.6	19	-6.83	-7.67	40	2	36
P06737_1_847_1l5s_pdb_GLU_PLP_1.dlg	GLU	-11.91	7	-11.68	80	-6.3	7	-5.48	80	-6.23	21	-5.07	-7.61	42	2	51
Q16773_1_422_1w7m_pdb_GLU_PLP_2.dlg	GLU	-12.14	83	-12.14	83	-5.94	83	-5.94	83	-6.09	48	-5.28	-7.48	66	1	70
Q16773_1_422_4wp0_pdb_GLU_PLP_1.dlg	GLU	-13.33	17	-13.33	17	-6.7	17	-6.7	17	-6.85	61	-5.6	-7.48	5	1	75
O15382_28_392_5i60_pdb_GLU_PLP_1.dlg	GLU	-14.16	58	-14.16	58	-5.85	58	-5.85	58	-6.58	8	-5.85	-8.87	46	1	39
Q96I15_29_444_3gzc.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.36	98	-10.36	98	-6.26	98	-6.26	98	-6.98	47	-6.04	-7.13	74	1	67
Q6ZQY3_35_521_2jis.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.2	30	-9.84	85	-4.6	30	-3.8	85	-5.51	42	-4.3	-6.84	84	2	36
P06737_2_847_1xoi_pdb_GLU_PLP_2.dlg	GLU	-14.08	100	-14.08	100	-7.87	100	-7.87	100	-7.89	55	-7.24	-7.89	55	1	84
P06737_1_847_1l5q_pdb_GLU_PLP_4.dlg	GLU	-12.05	31	-12.05	31	-6.37	31	-6.37	31	-6.41	70	-5.56	-7.37	47	1	43
P32929_1_402_2nmp_pdb_GLU_PLP_1.dlg	GLU	-11.91	40	-11.91	40	-5.24	40	-5.24	40	-5.41	31	-4.65	-6.34	34	1	74
Q9HD40_1_501_3hl2_pdb_GLU_PLP_2.dlg	GLU	-15.46	23	-13.88	84	-8.78	23	-7.0	84	-8.86	35	-7.97	-9.46	34	2	26
Q9BYV1_52_496_5g4i.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-8.12	45	-8.12	45	-3.29	45	-3.29	45	-3.55	83	-3.18	-5.47	28	1	15
Q4AC99_168_554_3ath.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-7.66	2	-7.66	2	-3.16	2	-3.16	2	-3.59	68	-3.02	-6.24	98	1	34
P20711_1_480_3rbf_pdb_GLU_PLP_2.dlg	GLU	-9.92	89	-8.75	11	-6.92	89	-2.68	11	-3.1	7	-2.63	-7.93	18	5	19
P17735_41_444_3dyd_pdb_GLU_PLP_2.dlg	GLU	-10.72	38	-9.0	92	-6.96	38	-5.18	92	-5.35	19	-4.51	-7.19	93	2	46
O15382_28_392_2hdk_pdb_GLU_PLP_1.dlg	GLU	-13.75	83	-13.75	83	-5.68	83	-5.68	83	-6.48	34	-5.74	-8.85	51	1	71
P06737_1_847_1l5q_pdb_GLU_PLP_2.dlg	GLU	-12.73	10	-12.73	10	-6.98	10	-6.98	10	-7.97	58	-6.78	-8.49	74	1	48
P06737_2_847_1fc0_pdb_GLU_PLP_1.dlg	GLU	-12.61	55	-12.29	72	-5.28	55	-6.13	72	-6.67	79	-5.85	-7.06	46	2	59
O15382_28_392_5i5u_pdb_GLU_PLP_1.dlg	GLU	-13.86	61	-13.25	89	-7.58	61	-6.43	89	-6.5	44	-5.89	-8.37	48	2	42
O15382_28_392_5i5t_pdb_GLU_PLP_2.dlg	GLU	-14.85	30	-14.85	30	-6.19	30	-6.19	30	-7.44	1	-6.62	-8.75	9	1	32
P20711_1_480_3rbl_pdb_GLU_PLP_2.dlg	GLU	-10.73	24	-10.73	24	-7.35	24	-7.35	24	-7.75	93	-7.11	-7.89	79	1	38
P11926_7_427_1d7k.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.77	5	-8.77	5	-4.17	5	-4.17	5	-4.25	92	-3.45	-6.81	60	1	29
Q9GZT4_1_340_3l6b_pdb_GLU_PLP_2.dlg	GLU	-14.02	27	-13.17	69	-7.37	27	-7.9	69	-8.24	36	-7.49	-8.28	71	2	39
O15382_28_392_5hne_pdb_GLU_PLP_1.dlg	GLU	-13.58	46	-13.58	46	-5.9	46	-5.9	46	-6.57	60	-5.95	-8.92	37	1	41
O95470_62_568_4q6r_pdb_GLU_PLP_1.dlg	GLU	-13.46	71	-13.46	71	-6.13	71	-6.13	71	-7.01	32	-6.26	-8.13	86	1	48
Q9GZT4_3_329_3l6r.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.32	88	-12.52	3	-6.93	88	-7.45	3	-7.51	10	-6.85	-7.56	28	3	42
P04181_38_439_1gbn_pdb_GLU_PLP_4.dlg	GLU	-9.67	67	-9.67	67	-4.99	67	-4.99	67	-5.54	10	-4.81	-6.51	27	1	82
Q6ZQY3_35_521_2jis.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.84	60	-11.84	60	-6.66	60	-6.66	60	-6.67	69	-6.1	-6.67	69	1	47
Q96GA7_11_328_2rkb.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	15	-9.79	70	-5.81	15	-4.66	70	-5.02	44	-4.69	-7.39	94	4	37
P06737_1_847_1l7x_pdb_GLU_PLP_3.dlg	GLU	-12.25	13	-12.25	13	-5.81	13	-5.81	13	-6.11	50	-5.31	-6.54	18	1	63
