dlg file	ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	LCaaB (kcal/mol)	Run	LCaaM (kcal/mol)	BB (kcal/mol)	Run	LC	Num in LC
Q9ET01_24_839_1xoi.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.46	7	-13.46	7	-7.05	7	-7.05	7	-7.5	51	-6.26	-8.28	55	1	19
Q8CI94_11_836_2pyd.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.7	44	-12.7	44	-6.05	44	-6.05	44	-7.99	29	-6.06	-8.08	68	1	22
Q6P6M7_23_467_3bcb_pdb_CYT_PLP_3.dlg	CYT	-17.61	81	-15.14	19	-8.03	81	-6.75	19	-7.24	85	-6.15	-9.8	96	7	12
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.35	89	-12.32	23	-3.59	89	-6.68	23	-6.68	23	-6.12	-7.17	36	2	9
Q80WP8-2_68_523_2okj.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.57	32	-12.57	32	-9.37	32	-9.37	32	-9.85	2	-7.31	-9.85	2	1	34
Q71RI9-1_42_451_5vep_pdb_CYT_PLP_2.dlg	CYT	-14.38	58	-14.38	58	-7.35	58	-7.35	58	-9.91	94	-6.67	-9.91	94	1	25
Q8CI94_11_836_2pyd.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.6	10	-12.6	10	-5.57	10	-5.57	10	-7.66	11	-6.17	-7.66	11	1	18
Q8VCN5_9_398_5tsu.1.C_swissmodel_CYT_PLP_2.dlg	CYT	-15.12	25	-15.12	25	-7.33	25	-7.33	25	-9.79	73	-6.56	-9.82	77	1	51
Q91WT9-1_40_557_4pcu.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-11.12	14	-9.68	9	-5.14	14	-5.26	9	-6.15	42	-5.13	-7.34	46	2	15
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-15.86	5	-13.77	35	-6.25	5	-4.46	35	-4.46	35	-3.78	-7.96	52	8	12
A2AIG8-2_42_459_4n0b.2.B_swissmodel_CYT_PLP_2.dlg	CYT	-14.05	75	-12.76	100	-5.56	75	-6.25	100	-7.3	66	-5.95	-8.61	52	8	13
Q91WT9-1_40_557_4pcu.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-11.54	80	-9.54	71	-5.9	80	-5.4	71	-5.4	71	-3.98	-7.37	4	14	7
Q8VCN5_9_398_5tsu.1.C_swissmodel_CYT_PLP_1.dlg	CYT	-12.71	98	-12.71	98	-7.31	98	-7.31	98	-7.72	67	-7.1	-8.91	90	1	16
P00860_2_418_7odc_pdb_CYT_PLP_1.dlg	CYT	-13.45	95	-12.48	86	-11.39	95	-9.29	86	-9.29	86	-7.98	-11.57	51	6	9
O88986_28_415_1fc4.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.0	82	-10.0	82	-6.32	82	-6.32	82	-6.95	8	-4.97	-7.17	26	1	24
P61922-2_39_444_4y0h.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.41	79	-14.41	79	-6.66	79	-6.66	79	-8.32	30	-6.53	-9.23	54	1	37
Q3UX83-2_105_524_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.03	33	-14.03	33	-4.36	33	-4.36	33	-5.47	72	-4.27	-7.93	4	1	17
Q9DBE0_7_493_2jis.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.6	85	-12.88	68	-4.52	85	-6.43	68	-7.31	67	-5.91	-8.48	69	4	16
O88986_28_415_1fc4.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.15	64	-11.15	64	-6.27	64	-6.27	64	-6.27	64	-4.47	-7.18	22	1	19
Q71RI9-1_42_451_5vep_pdb_CYT_PLP_1.dlg	CYT	-12.61	99	-12.21	80	-6.18	99	-4.89	80	-6.13	36	-5.23	-10.0	7	5	12
Q3UX83-1_157_576_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.83	35	-13.51	78	-7.2	35	-4.7	78	-6.39	51	-4.46	-7.44	50	3	13
O35423-1_27_412_3kgw_pdb_CYT_PLP_1.dlg	CYT	-14.38	69	-12.75	30	-7.63	69	-5.95	30	-7.15	32	-5.77	-7.68	73	3	23
Q71RI9-1_42_451_2zjg_pdb_CYT_PLP_2.dlg	CYT	-13.96	18	-13.96	18	-7.04	18	-7.04	18	-7.9	75	-6.37	-8.56	35	1	17
P50431_1_478_1eji_pdb_CYT_PLP_2.dlg	CYT	-15.92	94	-15.92	94	-7.89	94	-7.89	94	-8.9	97	-7.51	-8.9	97	1	24
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.72	26	-9.44	97	-5.01	26	-3.93	97	-5.84	37	-4.38	-6.53	13	7	11
O88533_1_467_1js6.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.36	82	-12.18	17	-6.23	82	-3.64	17	-4.02	52	-3.32	-8.17	7	8	16
O35484_8_435_3btn.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.05	65	-8.85	98	-2.37	65	-4.45	98	-4.45	98	-3.83	-5.85	6	6	5
Q71RI9-1_42_451_2zjg_pdb_CYT_PLP_1.dlg	CYT	-15.92	23	-15.65	59	-6.9	23	-8.67	59	-8.94	56	-6.64	-8.94	56	2	22
Q8QZR1_64_442_3pdx_pdb_CYT_PLP_1.dlg	CYT	-12.22	89	-11.01	42	-3.49	89	-5.62	42	-6.33	20	-5.43	-9.48	24	6	8
Q99K85_17_370_3e77.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.66	91	-14.66	91	-3.56	91	-3.56	91	-4.04	24	-3.14	-7.09	78	1	8
Q6XPS7_39_398_1lw4.1.D_swissmodel_CYT_PLP_1.dlg	CYT	-9.36	32	-9.09	19	-5.83	32	-5.56	19	-7.86	1	-5.1	-7.86	1	2	16
Q3UX83-1_157_576_1m4n.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.5	44	-13.5	44	-4.52	44	-4.52	44	-5.75	34	-4.57	-7.01	82	1	23
Q71RI9-1_42_451_3e2z_pdb_CYT_PLP_2.dlg	CYT	-17.8	36	-17.8	36	-9.76	36	-9.76	36	-9.76	36	-6.91	-10.03	73	1	30
Q8VBT2_5_317_2o2j.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.31	89	-10.98	6	-4.15	89	-4.06	6	-4.47	65	-3.72	-5.33	90	14	7
P29758_38_439_2can.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.49	13	-11.49	13	-4.96	13	-4.96	13	-6.74	70	-5.0	-6.74	70	1	45
Q6XPS7_39_398_1lw4.1.D_swissmodel_CYT_PLP_4.dlg	CYT	-10.72	14	-10.72	14	-4.34	14	-4.34	14	-7.02	34	-4.35	-7.02	34	1	33
Q71RI9-1_42_451_5veq.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-18.18	48	-18.18	48	-7.6	48	-7.6	48	-9.18	38	-7.35	-9.33	15	1	46
Q8R0X7_110_553_4q6r.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.08	86	-13.35	89	-6.27	86	-8.62	89	-8.92	39	-8.33	-8.92	39	3	23
Q8VBT2_5_317_2o2j.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-12.12	1	-11.0	84	-3.92	1	-2.38	84	-4.24	10	-3.5	-6.77	3	8	4
Q14CH1_48_490_3a9y.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-6.84	98	-6.84	98	-6.58	98	-6.58	98	-6.71	97	-4.49	-6.71	97	1	62
Q8QZR5_20_495_3tcm.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-7.71	59	-6.35	30	-6.07	59	-4.32	30	-4.32	30	-1.22	-7.7	22	2	14
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-16.79	63	-15.32	84	-5.85	63	-4.97	84	-6.06	74	-4.25	-8.93	85	5	28
Q8VCN5_9_398_5tsu.1.C_swissmodel_CYT_PLP_4.dlg	CYT	-14.09	84	-14.09	84	-5.35	84	-5.35	84	-6.46	59	-5.7	-9.36	96	1	10
Q91WT9-2_40_543_4pcu.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-7.19	61	-7.19	61	-5.63	61	-5.63	61	-5.63	61	-3.46	-6.67	19	1	15
A2AIG8-2_41_459_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.71	28	-11.56	51	-5.21	28	-6.03	51	-6.41	75	-5.49	-7.09	6	12	12
Q99K85_17_370_3e77.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.45	55	-14.45	55	-4.5	55	-4.5	55	-5.19	37	-4.0	-7.81	58	1	9
P97363_115_554_5txr.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.79	82	-12.79	82	-2.03	82	-2.03	82	-3.07	62	-2.27	-3.97	47	1	31
P61922-1_39_499_4zsy.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.91	55	-14.91	55	-6.3	55	-6.3	55	-8.32	60	-6.29	-8.32	60	1	61
P05201_1_413_5tor.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.99	99	-14.67	78	-5.98	99	-5.41	78	-5.51	47	-4.51	-9.93	34	2	11
Q9ET01_24_839_1xoi.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.99	46	-13.99	46	-7.03	46	-7.03	46	-8.68	33	-7.13	-8.68	33	1	20
Q91WT9-1_39_559_4l28.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-8.24	82	-8.24	82	-5.51	82	-5.51	82	-5.72	2	-3.47	-7.03	61	1	16
Q71RI9-1_42_451_3e2f_pdb_CYT_PLP_2.dlg	CYT	-15.37	1	-15.37	1	-9.0	1	-9.0	1	-9.0	1	-6.89	-9.36	94	1	25
Q8R238_12_327_2rkb.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.5	64	-13.09	42	-5.06	64	-5.73	42	-6.53	65	-5.09	-9.17	40	3	11
O35484_11_417_1d7k.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-7.85	90	-7.04	75	-4.1	90	-6.55	75	-6.55	75	-4.7	-6.71	52	5	7
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-9.49	18	-9.25	65	-4.38	18	-3.8	65	-4.79	29	-3.38	-5.78	81	4	9
Q8VCN5_9_398_5tsu.1.C_swissmodel_CYT_PLP_3.dlg	CYT	-13.95	27	-13.95	27	-8.85	27	-8.85	27	-10.11	49	-6.69	-10.11	49	1	54
Q8BTY1_4_421_1w7m.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-16.31	95	-16.31	95	-6.93	95	-6.93	95	-8.07	54	-5.99	-8.97	29	1	60
P61922-2_39_444_4y0h.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.98	41	-14.98	41	-6.08	41	-6.08	41	-8.66	62	-6.17	-8.66	62	1	77
Q6P6M7_23_467_3bcb.1.A_swissmodel_CYT_PLP_3.dlg	CYT	-16.69	4	-16.12	54	-6.91	4	-4.51	54	-7.19	58	-5.26	-8.88	87	2	17
Q80WP8-2_59_493_6enz.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-9.43	85	-9.43	85	-6.22	85	-6.22	85	-6.76	4	-4.95	-7.46	77	1	45
Q80WP8-2_63_477_5hsj.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.89	29	-11.89	29	-4.37	29	-4.37	29	-4.63	69	-3.12	-7.09	81	1	17
Q80WP8-1_59_550_6enz_pdb_CYT_PLP_1.dlg	CYT	-11.86	21	-10.71	69	-5.52	21	-6.48	69	-7.1	33	-6.2	-8.31	26	3	12
Q9Z1J3_58_459_6nzu.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.41	32	-11.75	38	-4.52	32	-5.12	38	-5.45	13	-4.75	-6.22	60	3	12
Q80WP8-1_64_549_5hsj.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.87	34	-12.09	13	-5.65	34	-3.83	13	-5.27	99	-3.63	-7.1	18	8	10
Q8QZR1_64_442_3pdx.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.33	41	-12.33	41	-4.14	41	-4.14	41	-5.76	85	-4.19	-9.51	39	1	13
Q6XPS7_39_398_1lw4.1.D_swissmodel_CYT_PLP_3.dlg	CYT	-9.05	91	-9.05	91	-6.3	91	-6.3	91	-6.3	91	-3.37	-7.48	24	1	21
P00860_7_427_1d7k.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.48	64	-9.97	26	-6.44	64	-3.39	26	-3.39	26	-1.97	-9.19	16	10	7
Q91W43_57_1010_6i34.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.75	42	-10.64	98	-5.44	42	-5.99	98	-6.56	86	-5.48	-6.56	86	3	7
Q14CH1_35_495_5j8q.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.43	19	-11.43	19	-3.59	19	-3.59	19	-4.68	75	-3.18	-8.15	93	1	15
P50431_1_478_1eji_pdb_CYT_PLP_4.dlg	CYT	-13.69	50	-12.19	36	-6.68	50	-7.58	36	-9.32	20	-7.27	-9.32	20	3	15
P23738_17_484_4e1o.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-15.28	33	-15.28	33	-6.23	33	-6.23	33	-8.17	12	-5.79	-9.26	21	1	38
Q9CXF0_6_460_3e9k.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.03	2	-11.03	2	-3.51	2	-3.51	2	-4.34	38	-3.4	-7.95	18	1	14
Q71RI9-1_42_451_3e2f_pdb_CYT_PLP_1.dlg	CYT	-14.08	17	-12.61	23	-7.43	17	-5.57	23	-7.73	59	-5.7	-8.55	30	6	12
A2AIG8-1_64_482_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.54	4	-11.51	87	-4.56	4	-4.26	87	-5.29	5	-4.61	-7.0	53	5	9
Q71RI9-1_42_451_5veq_pdb_CYT_PLP_4.dlg	CYT	-19.44	94	-19.44	94	-8.16	94	-8.16	94	-8.72	44	-6.85	-10.6	33	1	37
Q3UEG6_63_509_6fyq.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.08	90	-9.58	48	-2.8	90	-8.14	48	-8.14	48	-7.28	-8.53	22	2	16
Q7TSV6-1_3_399_2cst.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-15.19	40	-15.19	40	-4.74	40	-4.74	40	-5.21	18	-3.8	-7.93	97	1	17
Q7TSV6-1_3_399_2cst.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.53	57	-13.53	57	-5.01	57	-5.01	57	-5.27	16	-4.59	-10.01	18	1	12
Q80WP8-1_59_550_6enz_pdb_CYT_PLP_2.dlg	CYT	-13.58	73	-11.91	80	-5.63	73	-7.05	80	-7.25	50	-5.96	-8.37	11	2	18
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-10.52	55	-9.38	33	-3.39	55	-4.33	33	-5.22	99	-4.55	-5.22	99	3	10
O35855_29_393_1ekp.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.25	35	-14.01	92	-7.5	35	-6.69	92	-6.73	88	-5.77	-8.62	84	2	11
Q80WP8-1_59_550_6enz.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.19	77	-10.88	11	-4.78	77	-6.79	11	-7.77	68	-6.35	-8.17	30	2	19
O35855_29_393_1ekp.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.04	86	-11.62	21	-4.25	86	-4.51	21	-5.86	22	-4.82	-7.42	14	7	14
P97363_115_554_5txr.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-10.33	74	-9.47	46	-3.73	74	-1.99	46	-2.53	48	-1.66	-3.79	22	3	20
O35423-2_1_390_3kgw.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.6	26	-11.41	18	-6.79	26	-7.38	18	-7.38	18	-6.21	-8.29	62	3	17
Q3UNZ2_26_422_1d7k.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-13.66	19	-11.66	92	-8.0	19	-3.98	92	-7.25	31	-4.6	-8.68	60	3	13
Q8BWU8_9_436_5g4i.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-15.06	61	-15.06	61	-6.88	61	-6.88	61	-7.64	70	-6.54	-9.37	66	1	18
O35423-1_27_412_3kgx_pdb_CYT_PLP_1.dlg	CYT	-13.44	21	-13.44	21	-6.19	21	-6.19	21	-7.02	84	-5.96	-7.61	57	1	19
Q6P6M7_23_467_3bc8_pdb_CYT_PLP_1.dlg	CYT	-16.79	30	-15.13	53	-5.78	30	-6.67	53	-8.3	79	-6.36	-9.62	73	9	7
P48318_92_593_2okj.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.76	14	-11.4	77	-5.5	14	-8.45	77	-8.51	99	-7.64	-8.51	99	6	12
Q91WT9-2_40_543_4pcu.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-8.53	71	-8.53	71	-6.33	71	-6.33	71	-6.33	71	-3.48	-6.75	19	1	22
Q3UEG6_52_507_4atp.1.A_swissmodel_CYT_PLP_3.dlg	CYT	-9.69	47	-9.69	47	-5.84	47	-5.84	47	-7.33	54	-5.08	-8.4	93	1	53
Q9WVM8_1_425_4gdy.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-15.44	58	-14.6	95	-4.54	58	-8.48	95	-9.27	90	-7.61	-11.01	77	4	14
A2AIG8-1_37_482_4n0b.2.B_swissmodel_CYT_PLP_1.dlg	CYT	-13.72	18	-13.72	18	-5.18	18	-5.18	18	-6.4	26	-5.08	-8.32	33	1	12
Q8R0X7_110_553_4q6r.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-15.09	24	-13.82	34	-5.4	24	-8.36	34	-8.77	2	-8.03	-8.77	2	2	30
P08680_143_578_6hrh.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.88	15	-12.88	15	-6.82	15	-6.82	15	-7.81	88	-6.27	-7.86	26	1	54
Q8BH55_226_741_1kl7.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.97	11	-11.54	72	-6.6	11	-5.05	72	-5.61	32	-5.09	-6.61	27	3	16
Q9WVM8_1_425_4gdy.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-15.65	63	-13.85	100	-6.56	63	-7.38	100	-8.87	76	-7.22	-9.74	65	7	18
Q6P6M7_23_467_3bc8_pdb_CYT_PLP_2.dlg	CYT	-17.17	72	-15.98	98	-7.11	72	-4.72	98	-7.05	19	-5.03	-9.02	30	3	16
Q14CH1_48_490_3a9y.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-4.82	12	-4.07	9	-3.37	12	-4.85	9	-4.85	9	-3.1	-5.06	3	2	41
Q9WUB3_11_836_2pyd.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.27	46	-12.19	48	-6.88	46	-6.45	48	-7.34	29	-6.05	-7.64	56	2	20
P61922-1_39_499_4zsy.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.81	6	-14.81	6	-7.45	6	-7.45	6	-8.56	9	-6.77	-8.56	9	1	41
O35484_8_435_3btn_pdb_CYT_PLP_1.dlg	CYT	-10.42	71	-10.42	71	-5.89	71	-5.89	71	-5.89	71	-3.96	-5.89	71	1	9
Q8VC19_199_634_6hrh.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.86	15	-12.86	15	-7.63	15	-7.63	15	-8.0	6	-6.64	-8.01	1	1	50
Q91WT9-2_40_543_4pcu.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-8.44	7	-8.44	7	-5.73	7	-5.73	7	-6.14	81	-3.91	-7.01	50	1	23
Q8QZR1_64_442_3pdx.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.81	6	-11.32	60	-9.11	6	-5.17	60	-5.81	46	-5.16	-9.11	6	5	13
Q80WP8-2_68_523_2okj.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.65	98	-13.12	31	-9.03	98	-10.36	31	-10.47	71	-8.13	-10.47	71	2	32
Q3UEG6_52_507_4atp.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-9.82	16	-9.82	16	-4.62	16	-4.62	16	-6.56	29	-4.12	-7.49	20	1	34
Q80WP8-1_64_549_5hsj.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.93	54	-12.12	41	-5.89	54	-5.58	41	-7.08	55	-5.61	-7.37	29	10	14
Q71RI9-2_7_416_5veq.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-18.28	9	-18.28	9	-8.0	9	-8.0	9	-9.08	4	-7.25	-9.58	84	1	59
Q8QZR1_52_442_4ge9.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.11	27	-8.16	79	-5.17	27	-7.06	79	-7.28	50	-5.73	-7.28	50	3	19
Q71RI9-1_42_451_3e2y_pdb_CYT_PLP_2.dlg	CYT	-19.63	39	-19.63	39	-8.71	39	-8.71	39	-9.3	6	-6.31	-10.15	17	1	53
P48320_88_584_2okk.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.06	87	-13.06	87	-2.34	87	-2.34	87	-3.56	25	-2.62	-7.71	88	1	6
Q71RI9-1_42_451_5veq_pdb_CYT_PLP_3.dlg	CYT	-19.65	46	-19.65	46	-9.1	46	-9.1	46	-9.1	46	-6.67	-10.62	39	1	42
Q6P6M7_23_467_3bc8_pdb_CYT_PLP_4.dlg	CYT	-16.5	20	-16.2	19	-4.52	20	-5.18	19	-5.83	63	-5.13	-8.03	91	2	11
Q8BG54_108_530_6hrh.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-11.82	60	-11.82	60	-7.13	60	-7.13	60	-8.04	26	-5.19	-8.04	26	1	33
P05202_30_430_3pd6_pdb_CYT_PLP_1.dlg	CYT	-16.88	1	-15.85	85	-5.47	1	-5.49	85	-7.04	95	-5.03	-9.64	19	3	11
P48320_88_584_2okk.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.45	70	-12.45	70	-3.68	70	-3.68	70	-3.68	70	-2.76	-8.83	71	1	4
O35484_11_417_1d7k.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-7.84	19	-6.76	23	-5.89	19	-7.51	23	-7.51	23	-6.2	-7.51	23	2	10
P29758_38_439_2can.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.99	97	-11.99	97	-4.38	97	-4.38	97	-6.37	50	-4.78	-7.62	11	1	32
O35423-1_23_412_3kgw.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.38	26	-11.24	35	-5.66	26	-5.86	35	-6.08	77	-4.79	-7.96	36	5	32
Q71RI9-1_42_451_5veq_pdb_CYT_PLP_2.dlg	CYT	-18.29	74	-18.29	74	-8.59	74	-8.59	74	-9.58	43	-7.16	-9.66	33	1	43
Q80W22_1_469_1kl7.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.98	5	-10.58	30	-3.44	5	-3.87	30	-3.9	93	-3.08	-6.28	23	5	7
Q91WT9-2_40_543_4pcu.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-7.12	73	-3.63	50	-4.23	73	-2.5	50	-3.98	10	-0.98	-6.16	43	6	19
Q3UEG6_52_507_4atp.1.A_swissmodel_CYT_PLP_4.dlg	CYT	-8.97	55	-8.97	55	-6.04	55	-6.04	55	-6.48	41	-4.67	-7.1	15	1	33
P50431_1_478_1eji_pdb_CYT_PLP_1.dlg	CYT	-16.34	99	-16.34	99	-8.49	99	-8.49	99	-9.62	93	-8.01	-9.62	93	1	37
Q8QZR1_52_442_4ge9.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.04	43	-11.04	43	-5.82	43	-5.82	43	-8.01	97	-5.9	-8.62	94	1	30
O35484_8_435_3btn_pdb_CYT_PLP_2.dlg	CYT	-10.5	34	-9.09	79	-2.22	34	-3.18	79	-4.42	59	-3.43	-6.27	87	4	5
Q3UX83-2_102_522_6d0a.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-10.7	85	-9.9	29	-4.36	85	-4.53	29	-5.14	47	-3.99	-7.98	95	3	9
P05202_30_430_3hlm_pdb_CYT_PLP_2.dlg	CYT	-15.81	79	-13.46	18	-5.41	79	-4.32	18	-4.51	68	-3.82	-10.75	32	15	15
Q6P6M7_23_467_3bcb_pdb_CYT_PLP_4.dlg	CYT	-16.02	32	-14.99	46	-5.66	32	-6.93	46	-8.84	60	-7.29	-9.76	43	4	12
O35423-2_1_390_3kgw.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.65	78	-11.02	51	-6.7	78	-5.94	51	-6.54	58	-5.35	-7.72	79	3	24
Q3UNZ2_26_422_1d7k.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.03	42	-11.88	60	-5.97	42	-4.7	60	-6.11	37	-4.8	-10.3	74	2	21
Q80WP8-1_59_550_6enz.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.03	49	-11.7	9	-6.37	49	-5.73	9	-6.73	55	-5.65	-7.76	57	2	10
Q8BG54_108_530_6hrh.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-11.8	82	-11.8	82	-6.98	82	-6.98	82	-7.58	42	-4.84	-7.58	42	1	45
Q8BTY1_4_421_1w7m.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-16.7	18	-16.7	18	-6.42	18	-6.42	18	-7.69	98	-5.86	-9.72	60	1	58
