dlg file	ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	LCaaB (kcal/mol)	Run	LCaaM (kcal/mol)	BB (kcal/mol)	Run	LC	Num in LC
P97363_115_554_5txr.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-9.96	3	-8.84	50	-0.39	3	0.1	50	-0.99	40	-0.19	-2.02	37	2	32
Q80WP8-2_59_493_6enz.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.27	66	-9.05	45	-5.57	66	-3.58	45	-3.58	45	-3.13	-5.72	23	3	14
A2AIG8-2_42_459_4n0b.2.B_swissmodel_HTML_PLP_2.dlg	HTL	-10.93	37	-10.93	37	-5.49	37	-5.49	37	-5.49	37	-4.76	-6.84	92	1	20
Q8VCN5_9_398_5tsu.1.C_swissmodel_HTML_PLP_3.dlg	HTL	-10.68	8	-10.68	8	-5.41	8	-5.41	8	-5.97	71	-4.22	-7.59	48	1	28
O35423-1_27_412_3kgw_pdb_HTML_PLP_2.dlg	HTL	-11.03	68	-11.03	68	-3.96	68	-3.96	68	-4.66	24	-3.92	-6.45	54	1	25
P50431_9_478_1rvu.1.A_swissmodel_HTML_PLP_3.dlg	HTL	-9.08	43	-8.79	97	-5.33	43	-6.04	97	-6.15	60	-5.22	-6.15	60	2	61
P00860_2_418_7odc_pdb_HTML_PLP_2.dlg	HTL	-13.17	6	-12.52	47	-4.98	6	-6.75	47	-7.09	74	-5.95	-8.62	10	2	30
Q71RI9-1_42_451_3e2y_pdb_HTML_PLP_2.dlg	HTL	-17.22	79	-17.22	79	-7.27	79	-7.27	79	-7.79	100	-5.6	-7.79	100	1	78
P05202_30_430_3hlm_pdb_HTML_PLP_2.dlg	HTL	-13.28	73	-13.28	73	-3.81	73	-3.81	73	-5.06	32	-4.33	-8.57	29	1	25
Q8QZR1_64_442_3pdx.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-10.87	41	-10.87	41	-4.01	41	-4.01	41	-4.81	69	-4.04	-6.2	4	1	19
Q3UX83-2_105_524_1m4n.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.42	28	-10.3	21	-5.52	28	-5.31	21	-6.32	77	-4.98	-6.32	77	5	23
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-8.65	90	-8.65	90	-5.24	90	-5.24	90	-5.29	12	-4.78	-5.29	12	1	10
Q8QZR1_64_442_3pdx_pdb_HTML_PLP_1.dlg	HTL	-10.64	67	-9.48	62	-4.83	67	-4.86	62	-5.19	68	-4.57	-7.16	4	7	21
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-8.05	68	-7.61	22	-3.76	68	-5.42	22	-5.5	60	-4.95	-5.64	58	2	17
O35423-1_23_412_3kgw.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.7	62	-11.7	62	-4.65	62	-4.65	62	-4.7	48	-4.1	-6.03	23	1	29
Q14CH1_35_495_5j8q.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-9.24	48	-7.98	12	-5.73	48	-4.94	12	-5.51	46	-4.92	-6.54	90	5	27
Q9WVM8_1_425_4gdy.1.B_swissmodel_HTML_PLP_1.dlg	HTL	-13.78	74	-13.78	74	-4.74	74	-4.74	74	-5.42	60	-4.5	-7.13	38	1	41
Q8VBT2_1_325_1pwh.2.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.26	39	-11.26	39	-6.0	39	-6.0	39	-6.81	8	-5.35	-6.81	8	1	25
P50431_1_478_1eji_pdb_HTML_PLP_1.dlg	HTL	-13.84	3	-13.84	3	-7.66	3	-7.66	3	-8.07	97	-6.62	-8.07	97	1	78
Q3UX83-2_102_522_6d0a.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-8.64	82	-8.15	73	-5.21	82	-4.12	73	-4.12	73	-2.22	-6.09	3	3	16
Q91W43_57_1010_6i34.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-8.47	10	-8.13	50	-4.31	10	-4.5	50	-4.75	48	-3.77	-4.94	24	3	15
Q91WT9-1_40_557_4pcu.1.B_swissmodel_HTML_PLP_1.dlg	HTL	-11.36	76	-10.85	35	-4.85	76	-2.43	35	-4.4	96	-3.05	-6.87	16	3	12
O35484_8_435_3btn_pdb_HTML_PLP_1.dlg	HTL	-9.41	47	-9.41	47	-6.02	47	-6.02	47	-6.07	6	-5.3	-6.07	6	1	23
Q6P6M7_23_466_3bca_pdb_HTML_PLP_2.dlg	HTL	-13.29	72	-12.25	99	-6.52	72	-3.11	99	-4.95	8	-3.61	-6.52	72	5	19
P05202_30_430_3pdb_pdb_HTML_PLP_2.dlg	HTL	-13.5	4	-13.5	4	-4.34	4	-4.34	4	-5.12	78	-4.39	-7.97	67	1	45
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-8.5	90	-8.48	55	-3.44	90	-4.69	55	-5.09	38	-4.53	-5.33	43	2	13
O35484_11_417_1d7k.1.B_swissmodel_HTML_PLP_1.dlg	HTL	-8.78	68	-8.78	68	-6.19	68	-6.19	68	-6.36	63	-5.6	-6.53	24	1	38
P23738_17_484_4e1o.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-12.89	30	-12.89	30	-5.27	30	-5.27	30	-5.27	30	-4.22	-8.19	39	1	30
Q14CH1_48_490_3a9y.1.B_swissmodel_HTML_PLP_2.dlg	HTL	-4.6	90	-3.7	29	-3.18	90	-5.59	29	-5.59	29	-3.04	-5.7	72	3	23
P61922-2_39_444_4y0h.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-12.35	20	-12.35	20	-6.29	20	-6.29	20	-6.71	16	-5.3	-6.71	16	1	55
P05201_1_413_5tor.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-13.1	36	-13.1	36	-5.09	36	-5.09	36	-5.48	46	-4.61	-7.92	77	1	32
Q71RI9-1_42_451_3e2z_pdb_HTML_PLP_2.dlg	HTL	-16.98	62	-16.98	62	-7.42	62	-7.42	62	-7.65	68	-5.79	-7.8	4	1	79
Q8BWU8_9_436_5g4i.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-12.64	46	-12.2	37	-3.62	46	-4.4	37	-4.62	92	-3.98	-6.48	27	3	20
P50431_1_478_1eji_pdb_HTML_PLP_4.dlg	HTL	-11.77	70	-11.77	70	-6.3	70	-6.3	70	-6.68	36	-6.05	-7.06	48	1	30
Q3UEG6_63_509_6fyq.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-9.74	84	-9.74	84	-5.44	84	-5.44	84	-5.44	84	-4.5	-6.76	24	1	19
Q71RI9-1_42_451_2zjg_pdb_HTML_PLP_2.dlg	HTL	-14.22	17	-14.22	17	-7.76	17	-7.76	17	-7.99	83	-7.31	-7.99	83	1	32
Q3UX83-2_102_522_6d0a.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-10.73	59	-10.73	59	-4.77	59	-4.77	59	-5.04	95	-4.09	-6.05	92	1	23
Q6P6M7_23_467_3bc8_pdb_HTML_PLP_2.dlg	HTL	-12.73	84	-12.73	84	-4.65	84	-4.65	84	-5.0	31	-4.16	-6.61	58	1	17
P48318_92_593_2okj.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-11.31	55	-10.09	37	-5.18	55	-5.51	37	-5.56	65	-4.56	-6.97	88	5	30
O35855_29_393_1ekp.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-13.42	23	-13.42	23	-5.72	23	-5.72	23	-5.93	96	-5.03	-6.35	5	1	47
Q80WP8-1_59_550_6enz_pdb_HTML_PLP_1.dlg	HTL	-11.03	64	-11.03	64	-5.46	64	-5.46	64	-5.74	75	-5.29	-6.26	28	1	18
P50431_9_478_1rvu.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-10.96	82	-10.96	82	-6.73	82	-6.73	82	-6.79	35	-5.55	-6.79	35	1	55
Q14CH1_35_495_5j8q.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-9.11	57	-8.2	21	-3.54	57	-5.14	21	-6.27	95	-4.93	-6.27	95	4	31
Q8BWU8_9_436_5g4i.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-14.78	17	-14.78	17	-7.83	17	-7.83	17	-8.1	1	-6.95	-8.16	5	1	23
O35484_8_435_3btn_pdb_HTML_PLP_2.dlg	HTL	-7.95	67	-7.89	85	-1.89	67	-4.71	85	-4.87	35	-4.46	-6.7	36	2	17
Q8QZR1_52_442_4ge9.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-9.13	29	-7.05	87	-5.8	29	-5.36	87	-5.36	87	-4.34	-6.02	71	3	22
O35855_29_393_1ekp.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-12.44	47	-12.44	47	-5.01	47	-5.01	47	-6.3	49	-4.6	-6.3	49	1	54
Q71RI9-1_42_451_5veq_pdb_HTML_PLP_4.dlg	HTL	-17.13	88	-17.13	88	-6.79	88	-6.79	88	-7.79	12	-5.67	-8.09	33	1	78
Q8QZR5_20_495_3tcm.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-6.69	5	-6.46	39	-1.7	5	-4.8	39	-6.07	63	-3.15	-6.07	63	2	47
Q9CXF0_6_460_3e9k.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-9.94	17	-9.94	17	-2.77	17	-2.77	17	-4.44	91	-3.22	-6.98	54	1	34
Q6P6M7_23_467_3bc8_pdb_HTML_PLP_1.dlg	HTL	-12.73	55	-11.95	37	-4.18	55	-3.5	37	-4.7	33	-3.58	-8.2	13	7	16
Q71RI9-1_42_451_3e2f_pdb_HTML_PLP_1.dlg	HTL	-13.53	42	-12.0	47	-8.34	42	-6.97	47	-7.5	21	-6.74	-8.52	2	3	26
Q71RI9-1_42_451_3e2y_pdb_HTML_PLP_1.dlg	HTL	-16.56	61	-16.56	61	-6.88	61	-6.88	61	-7.58	16	-5.92	-7.61	100	1	59
Q91WT9-2_40_543_4pcu.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-5.18	37	-5.18	37	-3.85	37	-3.85	37	-4.01	19	0.02	-4.32	82	1	21
P05202_30_430_3pd6_pdb_HTML_PLP_1.dlg	HTL	-14.02	6	-14.02	6	-4.19	6	-4.19	6	-5.54	67	-4.61	-7.78	43	1	34
Q9Z2Y8_12_248_1b54.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.53	41	-10.17	13	-5.35	41	-3.68	13	-4.16	53	-3.18	-5.87	50	3	27
Q71RI9-1_42_451_5veq_pdb_HTML_PLP_1.dlg	HTL	-17.17	36	-17.17	36	-6.95	36	-6.95	36	-7.88	10	-6.26	-7.88	10	1	68
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-8.01	12	-8.01	12	-4.5	12	-4.5	12	-4.87	42	-3.37	-5.79	100	1	22
Q80W22_1_469_1kl7.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-9.43	6	-8.89	57	-3.59	6	-4.99	57	-4.99	57	-4.31	-5.41	39	5	11
Q91WT9-2_40_543_4pcu.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-5.56	90	-5.56	90	-4.31	90	-4.31	90	-4.31	90	-0.68	-5.28	88	1	22
P61922-1_39_499_4zsy.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-12.69	85	-12.69	85	-6.11	85	-6.11	85	-6.83	16	-5.35	-6.91	66	1	60
Q71RI9-1_42_451_5vep_pdb_HTML_PLP_3.dlg	HTL	-13.12	99	-12.44	78	-6.83	99	-6.99	78	-6.99	78	-6.11	-7.68	51	2	24
Q80WP8-1_59_550_6enz_pdb_HTML_PLP_2.dlg	HTL	-11.62	83	-10.91	97	-5.02	83	-5.6	97	-5.74	67	-4.81	-7.14	95	3	33
Q8BG54_108_530_6hrh.1.B_swissmodel_HTML_PLP_2.dlg	HTL	-11.55	24	-11.55	24	-5.33	24	-5.33	24	-5.88	57	-3.88	-6.4	15	1	36
Q8VCN5_9_398_5tsu.1.C_swissmodel_HTML_PLP_1.dlg	HTL	-10.6	4	-10.6	4	-5.34	4	-5.34	4	-5.62	41	-3.9	-5.62	41	1	63
P48320_88_584_2okk.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-11.75	25	-11.75	25	-4.62	25	-4.62	25	-5.78	24	-4.0	-5.88	99	1	21
Q80WP8-2_68_523_2okj.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.83	69	-9.81	35	-6.38	69	-6.99	35	-7.38	80	-5.4	-7.38	80	2	23
Q6P6M7_23_467_3bc8_pdb_HTML_PLP_4.dlg	HTL	-12.72	39	-11.66	19	-6.16	39	-2.6	19	-4.52	77	-3.41	-6.53	58	7	13
Q71RI9-2_7_416_5veq.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-16.03	27	-16.03	27	-7.19	27	-7.19	27	-7.96	6	-6.84	-7.96	6	1	83
O35423-1_27_412_3kgx_pdb_HTML_PLP_1.dlg	HTL	-10.86	5	-10.86	5	-2.54	5	-2.54	5	-3.36	93	-2.6	-7.09	26	1	15
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-13.0	84	-12.91	15	-5.76	84	-4.26	15	-5.72	63	-4.3	-6.8	94	2	40
Q6XPS7_39_398_1lw4.1.D_swissmodel_HTML_PLP_4.dlg	HTL	-10.56	72	-10.56	72	-5.99	72	-5.99	72	-6.52	30	-4.92	-6.52	30	1	73
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-8.08	83	-7.54	58	-5.65	83	-4.9	58	-5.83	98	-5.21	-5.83	98	3	17
Q8R238_12_327_2rkb.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-13.09	15	-13.09	15	-5.79	15	-5.79	15	-6.01	33	-5.23	-6.62	5	1	27
Q9WUB3_11_836_2pyd.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-11.25	13	-11.17	44	-6.83	13	-5.85	44	-6.95	93	-5.44	-7.5	29	2	38
Q71RI9-1_42_451_5ver_pdb_HTML_PLP_2.dlg	HTL	-16.1	97	-16.1	97	-7.22	97	-7.22	97	-7.22	97	-6.19	-7.76	14	1	78
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.23	46	-8.3	57	-5.89	46	-5.36	57	-5.36	57	-3.58	-5.89	46	2	36
Q6XPS7_39_398_1lw4.1.D_swissmodel_HTML_PLP_3.dlg	HTL	-7.2	93	-3.07	65	-3.18	93	-6.16	65	-6.32	23	-5.58	-6.32	23	3	21
Q8CI94_11_836_2pyd.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.78	22	-10.57	98	-7.33	22	-5.14	98	-6.81	92	-5.18	-7.49	8	3	44
Q14CH1_48_490_3a9y.1.B_swissmodel_HTML_PLP_1.dlg	HTL	-4.72	15	-4.72	15	-4.18	15	-4.18	15	-4.18	15	-2.0	-5.44	83	1	29
Q8BH55_226_741_1kl7.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-12.06	10	-12.06	10	-5.31	10	-5.31	10	-6.04	59	-4.6	-6.04	59	1	46
Q8BGT5_49_521_3ihj.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.82	94	-10.82	94	-5.72	94	-5.72	94	-6.76	6	-5.61	-6.76	6	1	28
P24288_21_385_2abj.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.85	69	-11.85	69	-5.58	69	-5.58	69	-6.01	30	-5.17	-6.01	30	1	59
Q8QZR1_52_442_4ge9.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-8.6	7	-8.6	7	-4.19	7	-4.19	7	-4.38	20	-3.4	-6.69	100	1	15
P50431_1_478_1eji_pdb_HTML_PLP_3.dlg	HTL	-13.07	77	-13.07	77	-7.26	77	-7.26	77	-7.58	8	-6.23	-7.58	8	1	40
Q9WUB3_11_836_2pyd.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.88	67	-11.88	67	-5.52	67	-5.52	67	-6.81	21	-5.07	-7.27	49	1	49
Q3UEG6_52_507_4atp.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-5.97	7	-2.77	63	-3.05	7	-2.6	63	-4.51	8	-0.59	-5.21	48	4	31
Q71RI9-1_42_451_5veq.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-16.45	40	-16.45	40	-7.82	40	-7.82	40	-7.82	40	-6.86	-7.82	40	1	81
Q3UEG6_52_507_4atp.1.A_swissmodel_HTML_PLP_4.dlg	HTL	-7.21	62	-7.21	62	-4.42	62	-4.42	62	-4.48	9	-1.7	-4.48	9	1	36
Q8BTY1_4_421_1w7m.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-15.5	97	-15.5	97	-6.73	97	-6.73	97	-6.96	32	-5.42	-6.96	32	1	89
P05202_30_430_3pdb_pdb_HTML_PLP_1.dlg	HTL	-13.38	65	-12.71	94	-7.57	65	-5.88	94	-5.88	94	-4.82	-7.64	72	4	35
A2AIG8-1_64_482_1m4n.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.06	92	-11.06	92	-4.87	92	-4.87	92	-5.38	95	-4.67	-5.48	70	1	32
Q6P6M7_23_467_3bcb_pdb_HTML_PLP_1.dlg	HTL	-14.03	26	-11.67	10	-5.83	26	-5.29	10	-5.84	3	-4.08	-6.86	41	9	21
Q7TSV6-1_3_399_2cst.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-12.23	99	-11.64	28	-6.18	99	-3.2	28	-3.91	34	-3.32	-7.47	20	3	12
Q9WVM8_1_425_4gdy.1.B_swissmodel_HTML_PLP_2.dlg	HTL	-13.96	50	-12.59	51	-4.49	50	-6.15	51	-6.68	92	-5.58	-6.72	95	4	26
Q6XPS7_39_398_1lw4.1.D_swissmodel_HTML_PLP_1.dlg	HTL	-10.55	93	-10.55	93	-6.68	93	-6.68	93	-6.98	100	-5.1	-7.25	72	1	60
Q9DBE0_7_493_2jis.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.51	35	-10.02	50	-3.5	35	-4.02	50	-5.08	94	-3.66	-5.65	55	4	18
Q8VC19_199_634_6hrh.1.B_swissmodel_HTML_PLP_2.dlg	HTL	-12.57	100	-12.57	100	-6.47	100	-6.47	100	-6.86	79	-5.67	-6.89	33	1	60
Q80WP8-1_64_549_5hsj.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-11.26	40	-10.9	57	-6.01	40	-4.51	57	-5.52	80	-4.66	-6.58	90	4	20
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.22	35	-9.74	92	-4.94	35	-2.7	92	-4.3	22	-3.33	-5.81	37	6	11
Q9Z1J3_58_459_6nzu.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-10.69	77	-10.57	61	-5.51	77	-4.03	61	-4.23	70	-3.54	-6.07	50	2	25
P00860_7_427_1d7k.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.5	64	-11.5	64	-6.46	64	-6.46	64	-6.46	64	-5.19	-7.48	21	1	43
P61922-1_39_499_4zsy.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-12.2	45	-12.2	45	-4.5	45	-4.5	45	-5.34	73	-4.11	-6.23	79	1	84
Q80WP8-2_59_493_6enz.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-10.42	75	-10.42	75	-6.14	75	-6.14	75	-6.46	9	-4.71	-6.48	4	1	37
Q9DBE0_7_493_2jis.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-11.0	63	-11.0	63	-6.09	63	-6.09	63	-6.09	63	-4.62	-6.09	63	1	23
P08680_143_578_6hrh.1.B_swissmodel_HTML_PLP_2.dlg	HTL	-12.85	39	-12.85	39	-6.68	39	-6.68	39	-6.99	86	-5.6	-6.99	86	1	67
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-12.69	11	-11.53	18	-4.93	11	-3.33	18	-4.8	61	-3.85	-6.52	62	3	17
P05202_32_430_1ama.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-12.04	39	-12.04	39	-5.34	39	-5.34	39	-7.3	41	-4.5	-7.3	41	1	41
O35484_8_435_3btn.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-9.09	50	-9.09	50	-5.15	50	-5.15	50	-5.54	24	-4.36	-5.54	24	1	31
Q6P6M7_23_467_3bcb.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-13.85	43	-13.85	43	-5.61	43	-5.61	43	-5.99	94	-5.2	-7.04	32	1	17
P97363_115_554_5txr.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.61	45	-11.61	45	-1.41	45	-1.41	45	-1.56	25	-0.74	-1.85	36	1	60
Q8CI94_11_836_2pyd.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-11.27	54	-10.59	47	-6.89	54	-5.2	47	-6.34	36	-5.04	-7.1	81	3	37
A2AIG8-1_37_482_4n0b.2.B_swissmodel_HTML_PLP_2.dlg	HTL	-11.02	11	-11.02	11	-4.93	11	-4.93	11	-5.49	86	-4.79	-6.96	16	1	14
Q9ET01_24_839_1xoi.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-12.4	55	-12.4	55	-5.23	55	-5.23	55	-7.17	46	-5.57	-7.17	46	1	61
P08680_143_578_6hrh.1.B_swissmodel_HTML_PLP_1.dlg	HTL	-11.54	41	-11.54	41	-4.54	41	-4.54	41	-5.23	89	-3.81	-7.21	2	1	50
O35423-2_1_390_3kgw.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-11.71	81	-11.71	81	-4.21	81	-4.21	81	-4.62	58	-4.09	-6.54	86	1	29
Q9CXF0_6_460_3e9k.1.A_swissmodel_HTML_PLP_1.dlg	HTL	-9.87	34	-9.87	34	-2.72	34	-2.72	34	-4.52	64	-3.34	-7.21	12	1	35
O35423-2_1_390_3kgw.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-10.74	94	-9.81	41	-5.06	94	-5.97	41	-5.99	85	-4.83	-5.99	85	3	26
A2AIG8-2_41_459_1m4n.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-10.23	1	-10.1	59	-5.65	1	-4.2	59	-5.56	79	-4.49	-6.11	69	2	27
Q8QZR5_20_495_3tcm.1.A_swissmodel_HTML_PLP_2.dlg	HTL	-6.26	40	-6.1	45	-0.3	40	-3.6	45	-6.01	33	-2.14	-6.01	33	2	33
Q3UEG6_52_507_4atp.1.A_swissmodel_HTML_PLP_3.dlg	HTL	-10.02	86	-10.02	86	-6.26	86	-6.26	86	-6.87	49	-4.59	-6.87	49	1	51
A2AIG8-1_37_482_4n0b.2.B_swissmodel_HTML_PLP_1.dlg	HTL	-11.41	11	-10.47	94	-5.47	11	-3.6	94	-5.4	70	-4.23	-6.11	64	4	10
Q6P6M7_23_466_3bca_pdb_HTML_PLP_1.dlg	HTL	-13.06	52	-12.89	42	-4.88	52	-3.64	42	-5.02	100	-3.78	-6.54	76	3	15
Q91WT9-2_40_543_4pcu.1.B_swissmodel_HTML_PLP_2.dlg	HTL	-7.71	68	-7.71	68	-4.41	68	-4.41	68	-4.41	68	0.08	-4.74	52	1	21
Q71RI9-1_42_451_3e2f_pdb_HTML_PLP_2.dlg	HTL	-13.52	74	-11.83	67	-7.28	74	-8.54	67	-8.54	67	-7.18	-8.54	67	3	23
