dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
Q6P6M7_23_467_3bcb_pdb_PLP_3.dlg	PLP	-10.4	1	-10.4	1	-11.52	1	-11.52	1	-10.14	-10.14	-11.33	-11.33	1	78
Q71RI9-1_42_451_5veq_pdb_PLP_2.dlg	PLP	-10.58	18	-10.54	39	-11.37	18	-11.37	39	-10.44	-10.33	-11.32	-11.36	2	50
A2AIG8-1_64_482_1m4n.1.A_swissmodel_PLP_2.dlg	PLP	-8.7	25	-8.7	25	-9.56	25	-9.56	25	-8.36	-8.36	-9.22	-9.22	1	24
Q8QZR5_20_495_3tcm.1.A_swissmodel_PLP_1.dlg	PLP	-8.74	42	-8.74	42	-9.58	42	-9.58	42	-8.42	-8.42	-9.47	-9.47	1	44
O35423-1_27_412_3kgx_pdb_PLP_2.dlg	PLP	-8.99	15	-8.99	15	-9.82	15	-9.82	15	-8.71	-8.71	-9.81	-9.81	1	73
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_PLP_1.dlg	PLP	-5.77	92	-5.53	42	-6.61	92	-6.45	42	-5.51	-5.37	-6.31	-6.17	5	46
Q71RI9-1_42_451_5ver_pdb_PLP_3.dlg	PLP	-10.06	17	-8.67	6	-10.83	17	-9.56	6	-9.91	-8.57	-10.73	-9.44	5	46
Q71RI9-1_42_451_5ver_pdb_PLP_2.dlg	PLP	-9.91	87	-9.91	87	-10.69	87	-10.69	87	-9.63	-9.63	-10.84	-10.84	1	44
Q3UEG6_52_507_4atp.1.A_swissmodel_PLP_4.dlg	PLP	-7.71	76	-7.71	76	-8.27	76	-8.27	76	-7.28	-7.28	-7.94	-7.94	1	45
Q9ET01_24_839_1xoi.1.A_swissmodel_PLP_1.dlg	PLP	-8.66	56	-8.66	56	-9.94	56	-9.94	56	-8.55	-8.55	-9.49	-9.49	1	41
A2AIG8-2_42_459_4n0b.2.B_swissmodel_PLP_2.dlg	PLP	-7.7	94	-7.7	94	-8.52	94	-8.52	94	-7.52	-7.52	-8.41	-8.41	1	34
Q3UX83-2_105_524_1m4n.1.A_swissmodel_PLP_2.dlg	PLP	-8.33	56	-8.14	40	-9.26	56	-8.95	40	-8.05	-7.79	-9.08	-8.54	3	51
P61922-1_39_499_4zsy.1.A_swissmodel_PLP_2.dlg	PLP	-8.53	3	-8.53	3	-9.36	3	-9.36	3	-8.46	-8.46	-9.3	-9.3	1	47
O35423-2_1_390_3kgw.1.A_swissmodel_PLP_1.dlg	PLP	-8.54	30	-8.54	30	-9.41	30	-9.41	30	-8.32	-8.32	-9.15	-9.15	1	64
Q9CXF0_6_460_3e9k.1.A_swissmodel_PLP_2.dlg	PLP	-7.3	83	-7.3	83	-8.06	83	-8.06	83	-7.08	-7.08	-7.97	-7.97	1	74
Q91WT9-1_40_557_4pcu.1.B_swissmodel_PLP_1.dlg	PLP	-8.32	78	-8.32	78	-9.1	78	-9.1	78	-8.08	-8.08	-8.93	-8.93	1	40
Q71RI9-1_42_451_5ver_pdb_PLP_4.dlg	PLP	-11.2	81	-11.01	51	-12.07	81	-11.85	51	-10.98	-10.56	-11.83	-11.59	2	46
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_PLP_2.dlg	PLP	-5.17	2	-4.52	53	-5.96	2	-5.19	53	-4.65	-4.38	-5.96	-5.29	6	43
Q80WP8-1_64_549_5hsj.1.A_swissmodel_PLP_2.dlg	PLP	-7.24	37	-7.22	43	-8.2	37	-8.14	43	-7.24	-6.97	-8.2	-8.08	2	55
P48318_92_593_2okj.1.A_swissmodel_PLP_2.dlg	PLP	-8.64	44	-8.64	44	-9.51	44	-9.51	44	-8.48	-8.48	-9.35	-9.35	1	84
O35423-1_27_412_3kgw_pdb_PLP_1.dlg	PLP	-8.46	30	-8.16	98	-9.23	30	-9.09	98	-8.31	-7.89	-9.11	-8.86	3	44
Q14CH1_35_495_5j8q.1.A_swissmodel_PLP_1.dlg	PLP	-6.64	72	-6.43	67	-7.46	72	-7.85	67	-6.49	-6.26	-7.23	-7.35	4	32
Q71RI9-1_42_451_5vep_pdb_PLP_1.dlg	PLP	-8.58	96	-8.58	96	-10.0	96	-10.0	96	-8.47	-8.47	-9.93	-9.93	1	100
Q71RI9-1_42_451_3e2z_pdb_PLP_1.dlg	PLP	-9.34	95	-8.66	70	-10.81	95	-9.56	70	-9.0	-8.46	-10.5	-9.33	6	39
Q80WP8-1_59_550_6enz.1.A_swissmodel_PLP_1.dlg	PLP	-7.2	75	-6.86	19	-7.85	75	-8.0	19	-6.81	-6.71	-7.66	-7.64	4	39
Q71RI9-1_42_451_3e2y_pdb_PLP_2.dlg	PLP	-11.47	47	-11.47	47	-12.33	47	-12.33	47	-11.27	-11.27	-12.12	-12.12	1	53
Q80WP8-2_63_477_5hsj.1.A_swissmodel_PLP_1.dlg	PLP	-7.64	37	-7.64	37	-8.54	37	-8.54	37	-7.31	-7.31	-8.18	-8.18	1	60
P29758_38_439_2can.1.A_swissmodel_PLP_1.dlg	PLP	-7.56	14	-7.21	61	-8.13	14	-8.03	61	-7.48	-7.05	-8.07	-7.82	2	36
Q9ET01_24_839_1xoi.1.A_swissmodel_PLP_2.dlg	PLP	-8.55	82	-8.48	68	-9.51	82	-9.31	68	-8.42	-8.36	-9.28	-9.23	3	46
Q6P6M7_23_467_3bcb.1.A_swissmodel_PLP_1.dlg	PLP	-10.02	31	-9.95	27	-10.85	31	-10.79	27	-10.02	-9.7	-10.85	-10.86	2	73
P48318_92_593_2okj.1.A_swissmodel_PLP_1.dlg	PLP	-9.27	30	-9.27	30	-10.11	30	-10.11	30	-9.19	-9.19	-10.05	-10.05	1	97
Q91WT9-1_39_559_4l28.1.A_swissmodel_PLP_1.dlg	PLP	-7.73	51	-7.34	5	-8.4	51	-8.14	5	-7.58	-6.78	-8.28	-7.76	3	62
Q99K85_17_370_3e77.1.A_swissmodel_PLP_2.dlg	PLP	-8.44	11	-8.44	11	-9.27	11	-9.27	11	-8.22	-8.22	-9.41	-9.41	1	65
P23738_17_484_4e1o.1.A_swissmodel_PLP_1.dlg	PLP	-8.51	24	-8.25	59	-9.31	24	-9.85	59	-8.32	-8.08	-9.18	-9.36	4	34
Q9WVM8_1_425_4gdy.1.B_swissmodel_PLP_2.dlg	PLP	-9.84	76	-9.84	76	-10.71	76	-10.71	76	-9.53	-9.53	-10.47	-10.47	1	48
Q80W22_1_469_1kl7.1.A_swissmodel_PLP_1.dlg	PLP	-7.77	45	-6.69	33	-8.46	45	-7.52	33	-7.26	-6.51	-8.33	-7.52	4	39
A2AIG8-2_41_459_1m4n.1.A_swissmodel_PLP_1.dlg	PLP	-8.82	65	-8.82	65	-9.67	65	-9.67	65	-8.39	-8.39	-9.25	-9.25	1	23
Q6P6M7_23_466_3bca_pdb_PLP_4.dlg	PLP	-10.66	47	-9.79	25	-11.52	47	-11.15	25	-10.66	-9.6	-11.52	-10.81	3	46
Q9WUB3_11_836_2pyd.1.A_swissmodel_PLP_1.dlg	PLP	-9.21	81	-8.95	83	-10.0	81	-9.47	83	-8.85	-8.85	-9.84	-9.8	4	54
Q6P6M7_23_467_3bcb.1.A_swissmodel_PLP_3.dlg	PLP	-9.98	98	-9.95	67	-10.75	98	-10.75	67	-9.98	-9.77	-10.75	-10.9	2	73
P05201_1_413_5tor.1.A_swissmodel_PLP_1.dlg	PLP	-9.82	33	-9.19	83	-10.57	33	-9.84	83	-9.32	-8.67	-10.3	-9.8	3	31
O88986_28_415_1fc4.1.A_swissmodel_PLP_2.dlg	PLP	-9.16	62	-7.48	91	-9.93	62	-8.9	91	-8.68	-7.36	-9.58	-8.75	3	47
P50431_9_478_1rvu.1.A_swissmodel_PLP_2.dlg	PLP	-7.15	27	-7.15	27	-7.82	27	-7.82	27	-6.87	-6.87	-7.77	-7.77	1	35
Q8BTY1_4_421_1w7m.1.A_swissmodel_PLP_1.dlg	PLP	-9.88	30	-9.19	36	-11.12	30	-10.0	36	-9.7	-8.92	-10.85	-10.16	4	30
P48320_88_584_2okk.1.A_swissmodel_PLP_1.dlg	PLP	-9.38	39	-9.38	39	-10.21	39	-10.21	39	-9.15	-9.15	-9.94	-9.94	1	84
Q6XPS7_39_398_1lw4.1.D_swissmodel_PLP_1.dlg	PLP	-7.91	54	-7.91	54	-8.61	54	-8.61	54	-7.72	-7.72	-8.45	-8.45	1	93
Q9Z1J3_58_459_6nzu.1.A_swissmodel_PLP_1.dlg	PLP	-7.28	9	-7.17	87	-7.89	9	-8.44	87	-6.97	-6.93	-7.61	-7.97	2	64
Q8VC19_199_634_6hrh.1.B_swissmodel_PLP_2.dlg	PLP	-8.81	31	-8.81	31	-9.49	31	-9.49	31	-8.67	-8.67	-9.36	-9.36	1	47
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_PLP_2.dlg	PLP	-8.33	19	-8.29	75	-9.87	19	-8.94	75	-8.09	-8.08	-9.49	-9.32	2	54
Q9Z2Y8_12_248_1b54.1.A_swissmodel_PLP_1.dlg	PLP	-7.31	42	-7.31	42	-8.71	42	-8.71	42	-6.78	-6.78	-7.85	-7.85	1	33
O35855_29_393_1ekp.1.A_swissmodel_PLP_1.dlg	PLP	-9.29	29	-9.12	51	-10.01	29	-9.94	51	-9.06	-8.87	-9.76	-9.75	5	28
Q8R0X7_110_553_4q6r.1.A_swissmodel_PLP_1.dlg	PLP	-10.1	6	-9.22	53	-11.07	6	-10.04	53	-9.95	-8.94	-10.94	-9.83	2	53
Q6P6M7_23_467_3bc8_pdb_PLP_2.dlg	PLP	-10.96	27	-9.61	37	-11.73	27	-10.45	37	-9.92	-9.55	-10.78	-10.52	9	26
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_PLP_2.dlg	PLP	-6.6	54	-6.52	45	-7.19	54	-8.01	45	-6.53	-6.39	-7.16	-7.77	3	37
P50431_9_478_1rvu.1.A_swissmodel_PLP_4.dlg	PLP	-7.1	35	-6.97	53	-7.8	35	-7.74	53	-6.89	-6.86	-7.73	-7.64	3	33
Q9DBE0_7_493_2jis.1.A_swissmodel_PLP_2.dlg	PLP	-8.52	2	-8.52	2	-9.97	2	-9.97	2	-8.32	-8.32	-9.73	-9.73	1	89
A2AIG8-1_37_482_4n0b.2.B_swissmodel_PLP_2.dlg	PLP	-7.79	61	-7.79	61	-8.6	61	-8.6	61	-7.55	-7.55	-8.5	-8.5	1	40
Q71RI9-1_42_451_5veq_pdb_PLP_3.dlg	PLP	-11.64	5	-11.64	5	-12.51	5	-12.51	5	-11.31	-11.31	-12.3	-12.3	1	55
Q8VCN5_9_398_5tsu.1.C_swissmodel_PLP_2.dlg	PLP	-9.77	48	-9.77	48	-10.6	48	-10.6	48	-9.38	-9.38	-10.46	-10.46	1	92
Q3UX83-2_102_522_6d0a.1.A_swissmodel_PLP_2.dlg	PLP	-9.43	19	-9.05	100	-10.04	19	-9.84	100	-9.15	-8.81	-9.93	-9.72	2	75
O88986_28_415_1fc4.1.A_swissmodel_PLP_1.dlg	PLP	-8.33	24	-8.33	24	-9.12	24	-9.12	24	-8.03	-8.03	-8.95	-8.95	1	49
Q71RI9-1_42_451_5vep_pdb_PLP_2.dlg	PLP	-8.78	61	-8.78	61	-10.2	61	-10.2	61	-8.57	-8.57	-9.97	-9.97	1	100
Q6XPS7_39_398_1lw4.1.D_swissmodel_PLP_3.dlg	PLP	-7.56	87	-7.56	87	-8.91	87	-8.91	87	-7.16	-7.16	-8.09	-8.09	1	98
P05202_30_430_3hlm_pdb_PLP_2.dlg	PLP	-10.51	1	-10.51	1	-11.37	1	-11.37	1	-10.02	-10.02	-11.19	-11.19	1	65
Q80WP8-2_68_523_2okj.1.A_swissmodel_PLP_2.dlg	PLP	-9.31	100	-9.31	100	-10.18	100	-10.18	100	-9.18	-9.18	-10.05	-10.05	1	92
O35423-1_27_412_3kgw_pdb_PLP_2.dlg	PLP	-8.79	26	-8.48	97	-9.52	26	-9.23	97	-8.54	-8.29	-9.47	-9.12	3	44
Q8BG54_108_530_6hrh.1.B_swissmodel_PLP_1.dlg	PLP	-8.96	50	-8.96	50	-9.69	50	-9.69	50	-8.57	-8.57	-9.64	-9.64	1	57
Q71RI9-1_42_451_3e2z_pdb_PLP_2.dlg	PLP	-10.94	43	-10.94	43	-12.43	43	-12.43	43	-10.68	-10.68	-12.0	-12.0	1	50
A2AIG8-2_41_459_1m4n.1.A_swissmodel_PLP_2.dlg	PLP	-8.62	40	-8.62	40	-9.49	40	-9.49	40	-8.26	-8.26	-9.16	-9.16	1	29
Q3UEG6_52_507_4atp.1.A_swissmodel_PLP_1.dlg	PLP	-7.76	100	-7.12	58	-8.77	100	-8.12	58	-7.51	-6.97	-8.56	-8.02	2	83
Q3UEG6_63_509_6fyq.1.A_swissmodel_PLP_2.dlg	PLP	-7.03	26	-6.91	89	-7.7	26	-8.02	89	-6.99	-6.65	-7.68	-7.61	2	49
Q3UEG6_52_507_4atp.1.A_swissmodel_PLP_2.dlg	PLP	-6.25	86	-6.25	86	-7.74	86	-7.74	86	-6.02	-6.02	-7.51	-7.51	1	41
P00860_2_418_7odc_pdb_PLP_2.dlg	PLP	-9.11	28	-8.75	84	-9.8	28	-10.11	84	-9.03	-8.48	-9.76	-9.68	2	75
Q14CH1_48_490_3a9y.1.B_swissmodel_PLP_2.dlg	PLP	-5.86	42	-5.07	59	-6.7	42	-5.9	59	-5.53	-4.55	-6.48	-5.79	3	39
Q71RI9-2_7_416_5veq.1.A_swissmodel_PLP_2.dlg	PLP	-10.03	85	-10.03	85	-10.81	85	-10.81	85	-9.88	-9.88	-11.22	-11.22	1	72
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_PLP_2.dlg	PLP	-8.05	19	-7.58	98	-8.82	19	-8.96	98	-7.83	-7.47	-8.72	-8.83	2	39
P24288_21_385_2abj.1.A_swissmodel_PLP_2.dlg	PLP	-7.94	30	-7.94	30	-8.58	30	-8.58	30	-7.75	-7.75	-8.52	-8.52	1	52
Q3UNZ2_26_422_1d7k.1.B_swissmodel_PLP_1.dlg	PLP	-7.25	61	-7.25	61	-8.06	61	-8.06	61	-6.76	-6.76	-7.84	-7.84	1	32
Q8VC19_199_634_6hrh.1.B_swissmodel_PLP_1.dlg	PLP	-10.21	16	-10.21	16	-10.97	16	-10.97	16	-9.97	-9.97	-10.87	-10.87	1	53
O88533_1_467_1js6.1.A_swissmodel_PLP_1.dlg	PLP	-7.76	25	-7.76	25	-8.47	25	-8.47	25	-7.56	-7.56	-8.29	-8.29	1	58
O35484_8_435_3btn.1.A_swissmodel_PLP_1.dlg	PLP	-5.81	10	-5.81	10	-6.62	10	-6.62	10	-5.51	-5.51	-6.35	-6.35	1	28
Q8R0X7_110_553_4q6r.1.A_swissmodel_PLP_2.dlg	PLP	-9.57	3	-8.56	9	-10.47	3	-9.27	9	-9.39	-8.29	-10.33	-9.13	2	50
Q8BWU8_9_436_5g4i.1.A_swissmodel_PLP_1.dlg	PLP	-9.24	98	-9.24	98	-9.94	98	-9.94	98	-9.13	-9.13	-9.81	-9.81	1	49
P97363_115_554_5txr.1.A_swissmodel_PLP_2.dlg	PLP	-6.96	77	-6.92	44	-3.76	77	-3.47	44	-6.61	-6.73	-3.97	-3.44	2	42
Q8BGT5_49_521_3ihj.1.A_swissmodel_PLP_1.dlg	PLP	-7.47	95	-7.47	95	-8.16	95	-8.16	95	-7.3	-7.3	-8.05	-8.05	1	28
Q3UX83-2_102_522_6d0a.1.A_swissmodel_PLP_1.dlg	PLP	-8.59	79	-8.59	79	-9.43	79	-9.43	79	-8.2	-8.2	-9.06	-9.06	1	29
Q3UX83-1_157_576_1m4n.1.A_swissmodel_PLP_2.dlg	PLP	-8.46	64	-8.15	33	-9.24	64	-8.97	33	-8.24	-7.75	-9.05	-8.53	2	44
P08680_143_578_6hrh.1.B_swissmodel_PLP_2.dlg	PLP	-9.26	4	-9.26	4	-9.99	4	-9.99	4	-9.07	-9.07	-9.92	-9.92	1	44
Q80WP8-2_63_477_5hsj.1.A_swissmodel_PLP_2.dlg	PLP	-7.23	23	-7.23	23	-8.54	23	-8.54	23	-7.05	-7.05	-8.29	-8.29	1	77
Q6XPS7_39_398_1lw4.1.D_swissmodel_PLP_4.dlg	PLP	-7.78	8	-7.78	8	-8.48	8	-8.48	8	-7.23	-7.23	-8.06	-8.06	1	76
P50431_1_478_1eji_pdb_PLP_2.dlg	PLP	-9.39	56	-8.6	97	-10.22	56	-9.96	97	-9.23	-8.46	-10.05	-9.76	3	41
Q8QZR1_64_442_3pdx_pdb_PLP_2.dlg	PLP	-7.27	84	-6.96	57	-7.91	84	-7.59	57	-7.08	-6.85	-7.94	-7.45	4	26
O35855_29_393_1ekp.1.A_swissmodel_PLP_2.dlg	PLP	-8.85	31	-8.74	75	-10.4	31	-9.43	75	-8.85	-8.37	-10.4	-9.19	3	33
Q71RI9-1_42_451_3e2y_pdb_PLP_1.dlg	PLP	-11.52	52	-11.52	52	-12.46	52	-12.46	52	-11.15	-11.15	-12.13	-12.13	1	49
P50431_1_478_1eji_pdb_PLP_1.dlg	PLP	-10.09	100	-10.09	100	-11.15	100	-11.15	100	-9.85	-9.85	-11.12	-11.12	1	68
P00860_7_427_1d7k.1.A_swissmodel_PLP_2.dlg	PLP	-7.68	24	-7.27	90	-8.48	24	-8.72	90	-7.5	-6.91	-8.25	-7.94	2	67
Q80WP8-1_64_549_5hsj.1.A_swissmodel_PLP_1.dlg	PLP	-8.02	82	-7.76	72	-8.68	82	-8.64	72	-7.49	-7.38	-8.47	-8.54	2	47
Q8QZR1_64_442_3pdx_pdb_PLP_1.dlg	PLP	-7.22	32	-6.61	63	-8.03	32	-7.46	63	-7.07	-6.47	-7.9	-7.31	6	30
Q8QZR1_52_442_4ge9.1.A_swissmodel_PLP_2.dlg	PLP	-7.83	32	-6.97	46	-8.62	32	-8.46	46	-7.42	-6.86	-8.16	-8.31	4	33
O88533_1_467_1js6.1.A_swissmodel_PLP_2.dlg	PLP	-8.32	4	-8.32	4	-9.0	4	-9.0	4	-8.15	-8.15	-8.85	-8.85	1	82
Q6P6M7_23_467_3bc8_pdb_PLP_4.dlg	PLP	-10.88	35	-9.76	94	-11.77	35	-10.61	94	-10.76	-9.67	-11.56	-10.45	6	28
O35423-1_23_412_3kgw.1.A_swissmodel_PLP_1.dlg	PLP	-8.55	59	-8.55	59	-9.35	59	-9.35	59	-8.29	-8.29	-9.15	-9.15	1	68
Q6P6M7_23_467_3bcb.1.A_swissmodel_PLP_2.dlg	PLP	-9.96	100	-9.96	100	-10.75	100	-10.75	100	-9.77	-9.77	-10.89	-10.89	1	82
Q8VCN5_9_398_5tsu.1.C_swissmodel_PLP_1.dlg	PLP	-8.66	81	-8.47	67	-9.61	81	-9.32	67	-8.36	-8.31	-9.42	-9.17	3	60
P48320_88_584_2okk.1.A_swissmodel_PLP_2.dlg	PLP	-9.37	35	-9.37	35	-10.16	35	-10.16	35	-9.06	-9.06	-9.86	-9.86	1	82
Q8VBT2_5_317_2o2j.1.B_swissmodel_PLP_2.dlg	PLP	-7.77	41	-7.77	41	-8.41	41	-8.41	41	-7.49	-7.49	-8.15	-8.15	1	47
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_PLP_1.dlg	PLP	-8.15	42	-7.72	78	-8.91	42	-9.21	78	-7.68	-7.4	-8.74	-8.64	3	37
P61922-1_39_499_4zsy.1.A_swissmodel_PLP_1.dlg	PLP	-8.87	87	-8.87	87	-9.73	87	-9.73	87	-8.78	-8.78	-9.62	-9.62	1	56
Q71RI9-1_42_451_3e2f_pdb_PLP_2.dlg	PLP	-8.09	84	-7.8	79	-8.87	84	-8.62	79	-8.0	-7.7	-8.81	-8.49	5	24
O35484_8_435_3btn_pdb_PLP_2.dlg	PLP	-7.04	85	-6.21	81	-7.95	85	-6.99	81	-6.53	-5.74	-7.46	-6.55	2	52
Q8R238_12_327_2rkb.1.A_swissmodel_PLP_2.dlg	PLP	-8.7	44	-7.66	28	-9.87	44	-8.52	28	-8.48	-7.35	-9.47	-8.3	4	35
Q6P6M7_23_467_3bcb_pdb_PLP_2.dlg	PLP	-10.42	6	-10.42	6	-11.84	6	-11.84	6	-10.11	-10.11	-11.26	-11.26	1	81
Q6P6M7_23_466_3bca_pdb_PLP_3.dlg	PLP	-10.31	73	-9.8	46	-11.33	73	-11.18	46	-10.31	-9.62	-11.33	-10.76	3	38
O35484_8_435_3btn_pdb_PLP_1.dlg	PLP	-6.2	47	-6.2	47	-6.97	47	-6.97	47	-5.93	-5.93	-6.88	-6.88	1	31
A2AIG8-1_37_482_4n0b.2.B_swissmodel_PLP_1.dlg	PLP	-8.55	56	-8.55	56	-10.03	56	-10.03	56	-8.25	-8.25	-9.49	-9.49	1	60
Q8CI94_11_836_2pyd.1.A_swissmodel_PLP_1.dlg	PLP	-9.35	83	-8.91	24	-10.18	83	-9.43	24	-9.17	-8.82	-9.94	-9.95	3	67
P08680_143_578_6hrh.1.B_swissmodel_PLP_1.dlg	PLP	-9.41	30	-9.21	74	-10.25	30	-9.9	74	-9.26	-8.91	-10.06	-9.85	2	50
Q71RI9-1_42_451_5veq_pdb_PLP_1.dlg	PLP	-11.71	59	-11.71	59	-12.6	59	-12.6	59	-11.32	-11.32	-12.32	-12.32	1	55
Q71RI9-1_42_451_5vep_pdb_PLP_3.dlg	PLP	-7.97	19	-7.97	19	-8.63	19	-8.63	19	-7.72	-7.72	-9.12	-9.12	1	64
P05202_32_430_1ama.1.A_swissmodel_PLP_2.dlg	PLP	-10.47	89	-10.47	89	-11.36	89	-11.36	89	-10.17	-10.17	-11.2	-11.2	1	69
Q91WT9-2_40_543_4pcu.1.A_swissmodel_PLP_2.dlg	PLP	-8.4	58	-7.36	86	-9.36	58	-8.14	86	-7.82	-7.19	-8.78	-8.46	4	49
Q3UEG6_52_507_4atp.1.A_swissmodel_PLP_3.dlg	PLP	-7.95	36	-7.95	36	-8.58	36	-8.58	36	-7.86	-7.86	-8.5	-8.5	1	54
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_PLP_1.dlg	PLP	-6.03	34	-5.38	5	-6.86	34	-6.21	5	-5.62	-5.29	-6.54	-6.07	2	30
Q6P6M7_23_467_3bc8_pdb_PLP_3.dlg	PLP	-10.31	42	-9.77	87	-10.99	42	-10.59	87	-10.24	-9.67	-10.98	-10.47	5	33
Q9WVM8_1_425_4gdy.1.B_swissmodel_PLP_1.dlg	PLP	-10.32	67	-10.32	67	-11.19	67	-11.19	67	-9.84	-9.84	-10.76	-10.76	1	78
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_PLP_1.dlg	PLP	-8.68	50	-8.68	50	-9.39	50	-9.39	50	-8.51	-8.51	-9.32	-9.32	1	74
Q91WT9-1_40_557_4pcu.1.A_swissmodel_PLP_2.dlg	PLP	-7.62	72	-7.62	72	-8.41	72	-8.41	72	-7.47	-7.47	-8.26	-8.26	1	81
P23738_17_484_4e1o.1.A_swissmodel_PLP_2.dlg	PLP	-8.54	44	-8.54	44	-9.3	44	-9.3	44	-8.21	-8.21	-9.17	-9.17	1	31
P50431_1_478_1eji_pdb_PLP_4.dlg	PLP	-8.59	82	-8.42	61	-9.32	82	-9.29	61	-8.46	-8.29	-9.31	-9.13	3	40
Q8QZR1_52_442_4ge9.1.A_swissmodel_PLP_1.dlg	PLP	-8.55	97	-8.43	2	-9.41	97	-9.3	2	-7.94	-8.12	-9.02	-9.0	2	70
