dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
Q14CH1_35_495_5j8q.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.85	83	-8.85	83	-5.95	83	-5.95	83	-8.1	-8.1	-5.62	-5.62	1	28
Q3UEG6_52_507_4atp.1.A_swissmodel_GLU_PLP_4.dlg	GLU	-6.58	61	-6.58	61	-3.86	61	-3.86	61	-4.74	-4.74	-2.88	-2.88	1	51
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-5.42	51	-5.16	75	-3.72	51	-3.54	75	-4.54	-4.51	-3.48	-3.4	2	29
O35484_8_435_3btn_pdb_GLU_PLP_1.dlg	GLU	-6.99	96	-6.62	62	-3.89	96	-2.31	62	-6.09	-6.02	-3.37	-2.63	5	25
Q8BG54_108_530_6hrh.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-11.12	3	-11.12	3	-4.95	3	-4.95	3	-9.29	-9.29	-4.24	-4.24	1	76
P24288_21_385_2abj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.73	57	-8.67	91	-5.02	57	-4.64	91	-8.67	-7.79	-5.04	-4.79	2	34
Q3UEG6_52_507_4atp.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.28	78	-9.28	78	-5.47	78	-5.47	78	-7.74	-7.74	-5.21	-5.21	1	53
Q6P6M7_23_466_3bca_pdb_GLU_PLP_3.dlg	GLU	-14.81	16	-14.81	16	-8.28	16	-8.28	16	-13.47	-13.47	-7.67	-7.67	1	57
A2AIG8-1_37_482_4n0b.2.B_swissmodel_GLU_PLP_1.dlg	GLU	-10.91	91	-10.64	15	-5.66	91	-6.38	15	-9.63	-9.13	-5.36	-5.8	2	15
Q8BTY1_4_421_1w7m.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-15.06	27	-15.06	27	-7.13	27	-7.13	27	-13.82	-13.82	-6.17	-6.17	1	72
P50431_9_478_1rvu.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.45	1	-8.45	1	-4.93	1	-4.93	1	-6.83	-6.83	-4.67	-4.67	1	69
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-13.6	23	-13.6	23	-8.12	23	-8.12	23	-12.4	-12.4	-7.72	-7.72	1	42
P05202_30_430_3pd6_pdb_GLU_PLP_1.dlg	GLU	-14.23	26	-14.23	26	-7.92	26	-7.92	26	-12.56	-12.56	-6.82	-6.82	1	43
Q6XPS7_39_398_1lw4.1.D_swissmodel_GLU_PLP_4.dlg	GLU	-9.97	1	-9.97	1	-4.95	1	-4.95	1	-7.87	-7.87	-4.18	-4.18	1	67
O35484_11_417_1d7k.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-3.48	20	-3.06	56	-2.68	20	-2.27	56	-2.91	-2.12	-2.4	-1.86	2	41
P05202_30_430_3hlm_pdb_GLU_PLP_2.dlg	GLU	-14.97	53	-14.97	53	-6.29	53	-6.29	53	-14.04	-14.04	-6.08	-6.08	1	64
Q8CI94_11_836_2pyd.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.82	62	-10.82	62	-5.33	62	-5.33	62	-9.65	-9.65	-4.83	-4.83	1	34
Q9Z2Y8_12_248_1b54.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.96	6	-9.45	87	-4.35	6	-5.5	87	-9.92	-8.54	-4.2	-5.12	3	24
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-5.57	7	-5.57	7	-4.38	7	-4.38	7	-4.5	-4.5	-3.43	-3.43	1	27
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-7.13	16	-6.19	25	-4.99	16	-3.81	25	-6.3	-5.21	-4.46	-4.33	4	22
Q71RI9-1_42_451_3e2y_pdb_GLU_PLP_2.dlg	GLU	-16.22	49	-16.22	49	-6.93	49	-6.93	49	-14.56	-14.56	-6.3	-6.3	1	71
Q80WP8-2_68_523_2okj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-13.29	20	-13.29	20	-7.25	20	-7.25	20	-11.82	-11.82	-6.43	-6.43	1	32
Q6P6M7_23_467_3bc8_pdb_GLU_PLP_3.dlg	GLU	-15.9	27	-14.7	18	-7.71	27	-8.25	18	-14.33	-13.74	-7.05	-7.64	3	41
P05201_1_413_5tor.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.72	2	-13.72	2	-6.79	2	-6.79	2	-12.17	-12.17	-6.36	-6.36	1	40
O35484_11_417_1d7k.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-4.3	96	-4.3	96	-3.47	96	-3.47	96	-3.04	-3.04	-2.6	-2.6	1	27
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.08	97	-12.08	97	-6.02	97	-6.02	97	-11.04	-11.04	-5.54	-5.54	1	30
Q71RI9-1_42_451_3e2z_pdb_GLU_PLP_1.dlg	GLU	-13.95	26	-13.95	26	-7.72	26	-7.72	26	-12.94	-12.94	-7.17	-7.17	1	35
P50431_1_478_1eji_pdb_GLU_PLP_2.dlg	GLU	-13.42	36	-13.1	8	-7.29	36	-6.31	8	-13.0	-12.19	-7.02	-6.12	2	31
Q71RI9-1_42_451_5vep_pdb_GLU_PLP_1.dlg	GLU	-12.55	88	-12.55	88	-7.33	88	-7.33	88	-11.54	-11.54	-6.49	-6.49	1	23
Q71RI9-1_42_451_5vep_pdb_GLU_PLP_2.dlg	GLU	-11.96	98	-11.96	98	-7.18	98	-7.18	98	-10.3	-10.3	-6.8	-6.8	1	46
Q3UX83-2_105_524_1m4n.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.6	23	-10.25	47	-4.94	23	-6.26	47	-9.94	-9.19	-4.76	-5.93	3	18
Q3UX83-2_102_522_6d0a.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.82	41	-11.82	41	-5.46	41	-5.46	41	-10.09	-10.09	-4.96	-4.96	1	61
Q99K85_17_370_3e77.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	89	-11.47	89	-5.4	89	-5.4	89	-10.47	-10.47	-4.62	-4.62	1	23
Q71RI9-1_42_451_3e2f_pdb_GLU_PLP_1.dlg	GLU	-12.16	69	-11.41	34	-8.29	69	-5.79	34	-10.43	-9.87	-7.25	-4.63	3	45
O88986_28_415_1fc4.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.79	50	-11.79	50	-6.22	50	-6.22	50	-9.62	-9.62	-5.98	-5.98	1	87
Q91W43_57_1010_6i34.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-7.96	23	-7.41	89	-3.55	23	-5.25	89	-7.36	-6.69	-2.91	-4.68	3	39
Q9WVM8_1_425_4gdy.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-14.33	30	-14.33	30	-7.48	30	-7.48	30	-12.77	-12.77	-6.43	-6.43	1	31
P50431_9_478_1rvu.1.A_swissmodel_GLU_PLP_3.dlg	GLU	-8.24	91	-8.24	91	-5.06	91	-5.06	91	-6.56	-6.56	-4.64	-4.64	1	75
Q80WP8-1_64_549_5hsj.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.33	30	-10.27	75	-5.24	30	-5.27	75	-9.54	-9.27	-4.92	-4.78	2	36
Q6XPS7_39_398_1lw4.1.D_swissmodel_GLU_PLP_3.dlg	GLU	-8.84	78	-5.37	24	-6.18	78	-4.48	24	-6.38	-4.43	-4.63	-3.74	3	57
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-6.59	88	-6.51	20	-5.14	88	-4.84	20	-5.7	-4.66	-5.05	-4.05	2	20
O35423-1_27_412_3kgx_pdb_GLU_PLP_2.dlg	GLU	-10.88	95	-10.12	14	-6.27	95	-6.86	14	-9.42	-9.1	-5.74	-5.82	3	39
Q9Z1J3_58_459_6nzu.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.96	32	-8.89	91	-5.21	32	-5.83	91	-8.93	-8.11	-4.79	-6.05	3	26
P08680_143_578_6hrh.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-12.77	10	-12.77	10	-6.44	10	-6.44	10	-11.09	-11.09	-5.86	-5.86	1	97
A2AIG8-2_41_459_1m4n.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.53	11	-10.53	11	-7.19	11	-7.19	11	-9.26	-9.26	-6.46	-6.46	1	21
Q8BWU8_9_436_5g4i.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.31	43	-13.31	43	-7.04	43	-7.04	43	-11.82	-11.82	-6.0	-6.0	1	39
P50431_1_478_1eji_pdb_GLU_PLP_3.dlg	GLU	-12.9	25	-12.9	25	-6.76	25	-6.76	25	-11.13	-11.13	-6.74	-6.74	1	26
Q71RI9-1_42_451_5ver_pdb_GLU_PLP_3.dlg	GLU	-13.24	95	-13.24	95	-8.0	95	-8.0	95	-12.12	-12.12	-7.38	-7.38	1	56
P97363_115_554_5txr.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.65	58	-8.96	18	-4.32	58	-3.06	18	-9.34	-8.27	-3.93	-2.95	3	33
P05202_32_430_1ama.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-16.71	28	-16.71	28	-9.65	28	-9.65	28	-14.35	-14.35	-8.49	-8.49	1	75
Q71RI9-1_42_451_5veq.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-14.96	24	-14.96	24	-7.58	24	-7.58	24	-13.29	-13.29	-6.43	-6.43	1	66
O35423-1_27_412_3kgx_pdb_GLU_PLP_1.dlg	GLU	-10.26	5	-10.26	5	-5.36	5	-5.36	5	-9.05	-9.05	-4.78	-4.78	1	42
Q6P6M7_23_467_3bcb_pdb_GLU_PLP_1.dlg	GLU	-14.71	19	-14.71	19	-8.03	19	-8.03	19	-13.56	-13.56	-7.65	-7.65	1	26
P61922-1_39_499_4zsy.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.46	65	-11.46	65	-5.56	65	-5.56	65	-10.55	-10.55	-5.15	-5.15	1	74
Q9WVM8_1_425_4gdy.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-14.82	44	-14.82	44	-7.65	44	-7.65	44	-13.16	-13.16	-6.25	-6.25	1	45
Q14CH1_48_490_3a9y.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-6.35	5	-4.69	8	-2.99	5	-4.11	8	-3.11	-2.86	-2.01	-2.94	2	53
Q8CI94_11_836_2pyd.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.56	44	-11.56	44	-6.01	44	-6.01	44	-10.21	-10.21	-5.46	-5.46	1	38
Q8BG54_108_530_6hrh.1.B_swissmodel_GLU_PLP_2.dlg	GLU	-10.65	6	-10.65	6	-3.97	6	-3.97	6	-8.04	-8.04	-3.69	-3.69	1	67
Q8R238_12_327_2rkb.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.66	41	-11.66	41	-5.78	41	-5.78	41	-9.83	-9.83	-5.02	-5.02	1	23
P50431_1_478_1eji_pdb_GLU_PLP_1.dlg	GLU	-13.14	26	-13.14	26	-7.9	26	-7.9	26	-11.91	-11.91	-7.41	-7.41	1	63
A2AIG8-2_42_459_4n0b.2.B_swissmodel_GLU_PLP_1.dlg	GLU	-10.82	3	-8.96	10	-5.57	3	-6.42	10	-9.34	-8.29	-5.41	-6.16	6	18
Q8VCN5_9_398_5tsu.1.C_swissmodel_GLU_PLP_4.dlg	GLU	-10.68	87	-10.29	71	-5.0	87	-5.47	71	-9.01	-9.12	-4.22	-5.44	2	27
Q71RI9-1_42_451_5veq_pdb_GLU_PLP_3.dlg	GLU	-15.65	12	-15.65	12	-7.28	12	-7.28	12	-13.94	-13.94	-6.38	-6.38	1	40
Q91WT9-1_39_559_4l28.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.36	90	-8.51	11	-5.42	90	-5.41	11	-5.75	-6.45	-3.12	-4.72	3	41
P05202_30_430_3pdb_pdb_GLU_PLP_2.dlg	GLU	-14.46	78	-14.09	19	-8.11	78	-7.17	19	-12.84	-12.95	-7.77	-6.29	2	37
Q71RI9-2_7_416_5veq.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-13.66	88	-13.66	88	-6.23	88	-6.23	88	-12.67	-12.67	-6.01	-6.01	1	50
P61922-2_39_444_4y0h.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-12.4	25	-12.4	25	-7.24	25	-7.24	25	-11.25	-11.25	-6.43	-6.43	1	59
Q80WP8-2_63_477_5hsj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.23	20	-9.23	20	-4.91	20	-4.91	20	-8.51	-8.51	-4.72	-4.72	1	35
O88986_28_415_1fc4.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	51	-11.47	51	-6.44	51	-6.44	51	-9.39	-9.39	-5.99	-5.99	1	84
P08680_143_578_6hrh.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-12.6	67	-12.6	67	-5.41	67	-5.41	67	-10.99	-10.99	-5.11	-5.11	1	92
P50431_9_478_1rvu.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.76	63	-9.76	63	-5.48	63	-5.48	63	-8.12	-8.12	-5.18	-5.18	1	53
O35423-1_23_412_3kgw.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.8	76	-10.37	52	-6.03	76	-5.2	52	-10.42	-9.7	-5.16	-4.95	2	40
Q80W22_1_469_1kl7.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.3	81	-8.58	7	-6.89	81	-4.78	7	-7.77	-7.41	-6.18	-4.08	2	18
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-7.96	35	-7.96	35	-4.43	35	-4.43	35	-6.87	-6.87	-4.8	-4.8	1	39
Q8VCN5_9_398_5tsu.1.C_swissmodel_GLU_PLP_3.dlg	GLU	-11.12	54	-11.12	54	-5.61	54	-5.61	54	-8.03	-8.03	-4.07	-4.07	1	25
P50431_9_478_1rvu.1.A_swissmodel_GLU_PLP_4.dlg	GLU	-9.31	41	-9.31	41	-5.66	41	-5.66	41	-7.99	-7.99	-5.13	-5.13	1	49
Q9DBE0_7_493_2jis.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.5	99	-10.5	99	-4.96	99	-4.96	99	-9.1	-9.1	-5.3	-5.3	1	49
Q91WT9-2_40_543_4pcu.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-7.68	29	-6.9	67	-5.06	29	-7.13	67	-6.03	-4.43	-4.49	-5.07	7	31
Q6P6M7_23_467_3bcb.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-14.15	77	-14.15	77	-7.56	77	-7.56	77	-13.16	-13.16	-6.96	-6.96	1	21
Q8QZR1_52_442_4ge9.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.49	30	-10.49	30	-6.65	30	-6.65	30	-8.28	-8.28	-6.1	-6.1	1	54
P05202_30_430_3pd6_pdb_GLU_PLP_2.dlg	GLU	-14.07	74	-14.02	5	-7.6	74	-7.1	5	-13.04	-13.08	-8.08	-6.36	2	36
Q71RI9-1_42_451_5veq_pdb_GLU_PLP_2.dlg	GLU	-15.57	23	-15.57	23	-7.29	23	-7.29	23	-14.02	-14.02	-6.51	-6.51	1	66
Q8BTY1_4_421_1w7m.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-14.38	24	-14.38	24	-6.56	24	-6.56	24	-13.39	-13.39	-6.31	-6.31	1	75
O35855_29_393_1ekp.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-13.75	17	-12.62	83	-6.96	17	-5.58	83	-12.1	-11.66	-6.22	-5.77	2	36
Q71RI9-1_42_451_5vep_pdb_GLU_PLP_3.dlg	GLU	-12.37	14	-12.33	45	-7.77	14	-6.13	45	-11.36	-11.07	-7.25	-6.1	2	27
Q91WT9-1_40_557_4pcu.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-10.13	49	-10.13	49	-3.35	49	-3.35	49	-8.41	-8.41	-3.2	-3.2	1	29
Q91WT9-1_40_557_4pcu.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-8.93	22	-8.93	22	-5.99	22	-5.99	22	-7.68	-7.68	-5.63	-5.63	1	34
P29758_38_439_2can.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.51	34	-9.51	34	-4.94	34	-4.94	34	-7.88	-7.88	-4.54	-4.54	1	51
Q9CXF0_6_460_3e9k.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-6.82	3	-5.41	34	-3.87	3	-1.05	34	-5.81	-4.77	-3.55	-0.61	6	30
P05201_1_413_5tor.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-13.3	10	-13.3	10	-6.31	10	-6.31	10	-11.57	-11.57	-6.17	-6.17	1	42
Q6P6M7_23_466_3bca_pdb_GLU_PLP_4.dlg	GLU	-15.65	96	-15.08	99	-10.03	96	-8.04	99	-14.64	-13.79	-9.79	-7.66	2	68
P23738_17_484_4e1o.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.91	88	-11.91	88	-5.78	88	-5.78	88	-10.95	-10.95	-5.73	-5.73	1	95
Q8BGT5_49_521_3ihj.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-10.63	79	-10.63	79	-7.02	79	-7.02	79	-9.29	-9.29	-6.4	-6.4	1	58
Q8VCN5_9_398_5tsu.1.C_swissmodel_GLU_PLP_2.dlg	GLU	-11.69	60	-11.69	60	-5.63	60	-5.63	60	-9.43	-9.43	-4.69	-4.69	1	22
P48318_92_593_2okj.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-12.07	1	-12.07	1	-5.09	1	-5.09	1	-10.93	-10.93	-4.89	-4.89	1	23
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-11.38	76	-11.38	76	-7.12	76	-7.12	76	-9.37	-9.37	-5.87	-5.87	1	53
Q9CXF0_6_460_3e9k.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.91	20	-6.24	29	-5.87	20	-0.77	29	-8.8	-5.49	-5.49	-0.62	5	24
Q8QZR5_20_495_3tcm.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.25	82	-8.34	56	-5.12	82	-1.51	56	-8.27	-6.29	-5.17	-1.73	2	46
Q71RI9-1_42_451_5ver_pdb_GLU_PLP_4.dlg	GLU	-16.81	69	-16.81	69	-7.84	69	-7.84	69	-14.77	-14.77	-6.79	-6.79	1	69
A2AIG8-1_37_482_4n0b.2.B_swissmodel_GLU_PLP_2.dlg	GLU	-11.64	48	-11.64	48	-5.71	48	-5.71	48	-9.97	-9.97	-5.29	-5.29	1	39
Q6P6M7_23_467_3bc8_pdb_GLU_PLP_4.dlg	GLU	-14.99	99	-14.64	38	-7.81	99	-8.18	38	-14.11	-13.7	-7.12	-7.47	2	42
Q7TSV6-1_3_399_2cst.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	29	-10.42	74	-8.36	29	-4.09	74	-9.84	-9.95	-7.34	-4.69	6	13
Q14CH1_35_495_5j8q.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.49	5	-9.49	5	-6.24	5	-6.24	5	-8.9	-8.9	-6.24	-6.24	1	41
P97363_115_554_5txr.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-8.46	52	-8.46	52	-3.21	52	-3.21	52	-7.62	-7.62	-3.4	-3.4	1	44
Q91WT9-2_40_543_4pcu.1.B_swissmodel_GLU_PLP_1.dlg	GLU	-8.2	5	-7.42	40	-5.72	5	-5.58	40	-6.12	-4.57	-4.73	-5.01	3	36
Q3UX83-1_157_576_1m4n.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-10.71	59	-10.04	95	-5.52	59	-5.23	95	-10.31	-8.94	-5.39	-6.1	3	16
Q8QZR1_64_442_3pdx_pdb_GLU_PLP_1.dlg	GLU	-11.01	10	-9.36	75	-6.6	10	-6.12	75	-9.45	-8.38	-5.38	-5.27	3	44
Q8QZR1_64_442_3pdx.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.37	5	-9.63	60	-6.58	5	-5.18	60	-9.31	-8.6	-4.91	-4.98	3	51
Q80WP8-2_59_493_6enz.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-9.01	26	-8.95	8	-3.64	26	-4.81	8	-8.1	-7.48	-3.1	-4.32	2	32
Q6P6M7_23_467_3bcb_pdb_GLU_PLP_3.dlg	GLU	-14.86	53	-14.07	92	-7.73	53	-7.04	92	-13.48	-13.05	-7.57	-6.82	4	22
P00860_2_418_7odc_pdb_GLU_PLP_1.dlg	GLU	-12.02	5	-10.99	82	-6.02	5	-7.13	82	-10.36	-10.12	-5.54	-6.86	2	55
Q80WP8-2_59_493_6enz.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.39	32	-9.39	32	-5.62	32	-5.62	32	-7.84	-7.84	-4.99	-4.99	1	48
P48320_88_584_2okk.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.47	88	-8.33	69	-5.72	88	-5.81	69	-10.23	-7.23	-5.0	-6.1	6	26
A2AIG8-2_41_459_1m4n.1.A_swissmodel_GLU_PLP_2.dlg	GLU	-9.83	52	-7.37	31	-6.19	52	-6.76	31	-9.83	-6.74	-6.19	-6.03	9	20
P50431_1_478_1eji_pdb_GLU_PLP_4.dlg	GLU	-11.49	95	-11.49	95	-7.22	95	-7.22	95	-10.41	-10.41	-6.9	-6.9	1	46
Q3UEG6_63_509_6fyq.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-8.89	81	-7.18	38	-4.61	81	-5.12	38	-7.38	-6.14	-4.23	-4.73	2	26
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-11.27	26	-11.27	26	-7.08	26	-7.08	26	-9.67	-9.67	-6.12	-6.12	1	58
Q71RI9-1_42_451_5veq_pdb_GLU_PLP_1.dlg	GLU	-17.54	70	-17.54	70	-8.38	70	-8.38	70	-15.09	-15.09	-6.91	-6.91	1	56
Q8R0X7_110_553_4q6r.1.A_swissmodel_GLU_PLP_1.dlg	GLU	-12.46	81	-12.46	81	-5.96	81	-5.96	81	-11.5	-11.5	-5.82	-5.82	1	44
