dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
Q6P6M7_23_467_3bcb.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-14.66	65	-14.66	65	-5.92	65	-5.92	65	-13.24	-13.24	-6.27	-6.27	1	17
P00860_2_418_7odc_pdb_KYNU_PLP_2.dlg	KYN	-13.35	14	-13.35	14	-6.76	14	-6.76	14	-12.05	-12.05	-5.69	-5.69	1	8
Q71RI9-1_42_451_2zjg_pdb_KYNU_PLP_2.dlg	KYN	-13.59	32	-13.06	35	-6.98	32	-6.89	35	-11.98	-11.19	-6.61	-6.59	2	17
Q14CH1_48_490_3a9y.1.B_swissmodel_KYNU_PLP_1.dlg	KYN	-6.17	80	-6.17	80	-5.48	80	-5.48	80	-2.43	-2.43	-3.09	-3.09	1	39
A2AIG8-2_41_459_1m4n.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-11.03	50	-10.95	88	-6.6	50	-5.71	88	-10.1	-9.95	-5.2	-5.41	3	21
P50431_9_478_1rvu.1.A_swissmodel_KYNU_PLP_3.dlg	KYN	-10.69	65	-10.69	65	-6.43	65	-6.43	65	-7.54	-7.54	-5.55	-5.55	1	25
Q8BWU8_9_436_5g4i.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-13.48	5	-12.34	64	-5.92	5	-5.39	64	-12.62	-11.5	-5.19	-4.81	6	12
Q80WP8-1_59_550_6enz_pdb_KYNU_PLP_2.dlg	KYN	-12.91	33	-12.38	63	-5.0	33	-6.02	63	-10.33	-10.54	-4.52	-5.57	2	25
P24288_21_385_2abj.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-11.93	87	-11.93	87	-6.56	87	-6.56	87	-10.85	-10.85	-6.01	-6.01	1	26
Q8VCN5_9_398_5tsu.1.C_swissmodel_KYNU_PLP_1.dlg	KYN	-11.05	43	-11.05	43	-4.83	43	-4.83	43	-9.23	-9.23	-4.59	-4.59	1	52
Q6P6M7_23_466_3bca_pdb_KYNU_PLP_1.dlg	KYN	-15.47	20	-15.47	20	-5.26	20	-5.26	20	-13.98	-13.98	-5.52	-5.52	1	18
Q71RI9-2_7_416_5veq.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-16.93	48	-16.93	48	-8.86	48	-8.86	48	-15.61	-15.61	-8.27	-8.27	1	53
P61922-2_39_444_4y0h.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-13.7	22	-13.7	22	-7.51	22	-7.51	22	-11.39	-11.39	-6.25	-6.25	1	45
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-7.66	44	-7.65	30	-4.6	44	-3.68	30	-7.2	-6.54	-4.27	-3.91	2	28
Q8CI94_11_836_2pyd.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.4	14	-11.12	56	-5.4	14	-7.52	56	-8.55	-8.37	-4.43	-6.33	3	15
Q8VBT2_5_317_2o2j.1.B_swissmodel_KYNU_PLP_1.dlg	KYN	-11.34	83	-9.97	45	-4.95	83	-5.71	45	-11.34	-8.99	-4.95	-5.22	9	6
O35423-2_1_390_3kgw.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.01	30	-10.96	8	-6.6	30	-3.98	8	-10.41	-10.05	-5.74	-4.57	3	23
A2AIG8-2_41_459_1m4n.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.1	66	-11.1	66	-6.39	66	-6.39	66	-10.26	-10.26	-5.72	-5.72	1	14
P50431_1_478_1eji_pdb_KYNU_PLP_1.dlg	KYN	-15.03	99	-15.03	99	-8.05	99	-8.05	99	-13.23	-13.23	-7.7	-7.7	1	44
P05202_30_430_3pdb_pdb_KYNU_PLP_2.dlg	KYN	-15.26	59	-15.26	59	-5.93	59	-5.93	59	-13.62	-13.62	-5.71	-5.71	1	27
Q8BGT5_49_521_3ihj.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-11.69	50	-11.69	50	-6.97	50	-6.97	50	-10.67	-10.67	-6.04	-6.04	1	25
Q91WT9-1_40_557_4pcu.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.62	9	-11.62	9	-4.68	9	-4.68	9	-8.33	-8.33	-5.0	-5.0	1	9
Q71RI9-1_42_451_5vep_pdb_KYNU_PLP_1.dlg	KYN	-12.64	33	-12.04	79	-5.93	33	-7.1	79	-12.06	-10.24	-6.09	-6.36	3	13
Q7TSV6-1_3_399_2cst.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-13.17	93	-13.07	15	-5.84	93	-4.79	15	-12.22	-11.22	-5.49	-4.38	2	15
Q9ET01_24_839_1xoi.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.97	38	-12.97	38	-7.99	38	-7.99	38	-11.64	-11.64	-7.24	-7.24	1	19
Q14CH1_35_495_5j8q.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.93	38	-8.48	49	-6.64	38	-6.22	49	-7.98	-6.92	-5.9	-5.39	7	22
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-13.4	25	-13.4	25	-7.26	25	-7.26	25	-11.86	-11.86	-5.78	-5.78	1	22
P50431_1_478_1eji_pdb_KYNU_PLP_2.dlg	KYN	-14.31	58	-14.31	58	-7.74	58	-7.74	58	-12.93	-12.93	-6.99	-6.99	1	34
O88986_28_415_1fc4.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-8.5	55	-8.5	55	-2.79	55	-2.79	55	-5.04	-5.04	-2.35	-2.35	1	36
Q6P6M7_23_467_3bcb_pdb_KYNU_PLP_2.dlg	KYN	-15.48	79	-12.67	7	-6.98	79	-7.62	7	-13.73	-11.82	-6.5	-6.32	14	14
Q8R0X7_110_553_4q6r.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-13.01	59	-13.01	59	-4.19	59	-4.19	59	-11.63	-11.63	-4.86	-4.86	1	19
Q3UEG6_52_507_4atp.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-7.03	9	-5.08	47	-5.13	9	-3.07	47	-0.52	-0.65	-0.89	-2.06	2	25
Q71RI9-1_42_451_2zjg_pdb_KYNU_PLP_1.dlg	KYN	-12.78	64	-11.87	88	-6.66	64	-5.24	88	-11.21	-10.84	-6.47	-5.08	6	18
Q71RI9-1_42_451_5ver_pdb_KYNU_PLP_3.dlg	KYN	-15.57	73	-14.92	94	-8.69	73	-8.36	94	-13.33	-13.36	-6.99	-7.65	2	24
O35423-1_23_412_3kgw.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.25	82	-11.16	22	-6.54	82	-7.21	22	-9.13	-9.46	-6.07	-6.67	2	35
O35423-1_27_412_3kgw_pdb_KYNU_PLP_1.dlg	KYN	-11.91	70	-11.91	70	-6.59	70	-6.59	70	-10.32	-10.32	-5.41	-5.41	1	25
Q80WP8-2_68_523_2okj.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-12.76	95	-12.76	95	-6.74	95	-6.74	95	-10.36	-10.36	-5.18	-5.18	1	20
Q71RI9-1_42_451_5veq.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-16.68	91	-16.68	91	-8.7	91	-8.7	91	-14.77	-14.77	-7.47	-7.47	1	52
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.24	100	-9.24	100	-4.2	100	-4.2	100	-7.13	-7.13	-3.69	-3.69	1	13
Q14CH1_35_495_5j8q.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-10.64	43	-8.54	75	-6.38	43	-6.13	75	-8.63	-7.24	-5.37	-5.53	7	18
Q8QZR1_52_442_4ge9.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-8.08	18	-8.08	18	-4.66	18	-4.66	18	-6.66	-6.66	-4.56	-4.56	1	19
Q80WP8-1_59_550_6enz_pdb_KYNU_PLP_1.dlg	KYN	-11.67	25	-11.67	25	-6.5	25	-6.5	25	-9.98	-9.98	-5.45	-5.45	1	20
P61922-1_39_499_4zsy.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-13.14	22	-13.14	22	-7.23	22	-7.23	22	-11.41	-11.41	-6.33	-6.33	1	41
O35484_8_435_3btn_pdb_KYNU_PLP_1.dlg	KYN	-9.56	41	-9.16	60	-5.38	41	-4.07	60	-8.38	-7.92	-4.86	-4.11	2	23
Q7TSV6-1_3_399_2cst.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-12.97	50	-12.97	50	-7.57	50	-7.57	50	-11.41	-11.41	-6.47	-6.47	1	19
Q3UEG6_52_507_4atp.1.A_swissmodel_KYNU_PLP_3.dlg	KYN	-11.03	78	-11.03	78	-7.02	78	-7.02	78	-6.19	-6.19	-4.95	-4.95	1	50
O35484_8_435_3btn_pdb_KYNU_PLP_2.dlg	KYN	-8.95	27	-8.36	84	-4.19	27	-4.63	84	-8.22	-7.3	-4.04	-4.47	2	17
Q3UEG6_63_509_6fyq.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-10.56	85	-9.54	43	-5.85	85	-7.22	43	-9.37	-8.13	-5.12	-6.9	3	11
P00860_7_427_1d7k.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.87	64	-11.87	64	-5.07	64	-5.07	64	-10.06	-10.06	-4.67	-4.67	1	12
A2AIG8-1_64_482_1m4n.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-11.1	59	-10.86	7	-6.63	59	-5.91	7	-10.0	-10.08	-5.04	-5.41	2	24
Q8QZR5_20_495_3tcm.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-4.6	92	-4.6	92	-1.31	92	-1.31	92	2.53	2.53	1.93	1.93	1	19
P05202_30_430_3pdb_pdb_KYNU_PLP_1.dlg	KYN	-14.6	7	-13.85	6	-5.94	7	-6.05	6	-12.98	-12.36	-5.49	-5.47	4	24
Q71RI9-1_42_451_3e2z_pdb_KYNU_PLP_2.dlg	KYN	-17.99	89	-17.99	89	-7.53	89	-7.53	89	-15.83	-15.83	-7.33	-7.33	1	49
Q6P6M7_23_466_3bca_pdb_KYNU_PLP_2.dlg	KYN	-15.43	77	-15.43	77	-7.11	77	-7.11	77	-14.22	-14.22	-6.98	-6.98	1	21
P05202_30_430_3pd6_pdb_KYNU_PLP_2.dlg	KYN	-14.85	18	-14.52	64	-9.09	18	-5.82	64	-13.49	-13.24	-8.3	-5.5	2	18
P23738_17_484_4e1o.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-14.25	6	-13.96	37	-7.07	6	-7.87	37	-12.48	-11.97	-6.24	-7.04	2	35
Q9DBE0_7_493_2jis.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.93	8	-11.93	88	-5.7	8	-6.81	88	-10.38	-10.59	-5.2	-5.73	2	31
Q9Z1J3_58_459_6nzu.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.45	61	-10.17	29	-7.14	61	-6.31	29	-11.48	-9.03	-6.74	-6.32	4	14
Q91W43_57_1010_6i34.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-9.47	42	-9.47	42	-4.01	42	-4.01	42	-7.86	-7.86	-3.95	-3.95	1	9
Q3UEG6_63_509_6fyq.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.66	15	-9.27	93	-5.25	15	-7.47	93	-8.72	-7.96	-4.53	-6.65	3	19
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-8.07	29	-8.07	29	-4.71	29	-4.71	29	-6.63	-6.63	-3.96	-3.96	1	23
P97363_115_554_5txr.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-10.47	83	-10.47	83	-1.48	83	-1.48	83	-9.06	-9.06	-1.53	-1.53	1	39
Q9ET01_24_839_1xoi.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-12.57	16	-12.57	16	-7.91	16	-7.91	16	-10.73	-10.73	-6.76	-6.76	1	25
Q6P6M7_23_466_3bca_pdb_KYNU_PLP_3.dlg	KYN	-15.33	55	-15.33	55	-7.62	55	-7.62	55	-14.01	-14.01	-6.92	-6.92	1	18
A2AIG8-2_42_459_4n0b.2.B_swissmodel_KYNU_PLP_2.dlg	KYN	-12.89	15	-11.87	30	-7.37	15	-5.71	30	-11.41	-10.82	-5.96	-5.52	8	14
P24288_21_385_2abj.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.88	60	-10.43	17	-5.85	60	-5.93	17	-10.04	-8.97	-5.82	-5.84	7	12
P61922-1_39_499_4zsy.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.23	50	-12.23	50	-5.58	50	-5.58	50	-10.64	-10.64	-5.19	-5.19	1	61
Q3UX83-1_157_576_1m4n.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.46	47	-11.56	58	-6.55	47	-6.09	58	-12.46	-10.84	-6.55	-5.96	8	15
P48318_92_593_2okj.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.28	63	-9.28	63	-5.93	63	-5.93	63	-6.82	-6.82	-4.77	-4.77	1	29
Q3UEG6_52_507_4atp.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.8	10	-9.8	10	-5.73	10	-5.73	10	-7.08	-7.08	-5.43	-5.43	1	33
Q9WUB3_11_836_2pyd.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-11.92	78	-10.96	84	-5.47	78	-7.34	84	-8.82	-8.87	-3.5	-6.6	3	22
Q71RI9-1_42_451_3e2y_pdb_KYNU_PLP_2.dlg	KYN	-18.12	96	-18.12	96	-8.47	96	-8.47	96	-16.34	-16.34	-7.34	-7.34	1	57
Q3UX83-2_105_524_1m4n.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.82	67	-11.93	59	-4.82	67	-6.09	59	-11.55	-10.85	-4.62	-5.45	4	17
Q80WP8-2_68_523_2okj.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-10.85	53	-10.21	72	-6.12	53	-5.19	72	-7.04	-7.63	-5.61	-4.5	3	18
Q71RI9-1_42_451_5veq.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-16.83	56	-16.83	56	-9.08	56	-9.08	56	-15.68	-15.68	-8.2	-8.2	1	49
Q8BG54_108_530_6hrh.1.B_swissmodel_KYNU_PLP_2.dlg	KYN	-11.27	47	-11.27	47	-3.78	47	-3.78	47	-8.05	-8.05	-3.63	-3.63	1	24
O35484_11_417_1d7k.1.B_swissmodel_KYNU_PLP_1.dlg	KYN	-7.34	67	-6.82	79	-4.74	67	-4.37	79	-6.16	-5.45	-4.41	-3.82	2	17
Q8VCN5_9_398_5tsu.1.C_swissmodel_KYNU_PLP_3.dlg	KYN	-11.69	97	-11.69	97	-6.1	97	-6.1	97	-7.14	-7.14	-5.05	-5.05	1	33
Q3UX83-2_102_522_6d0a.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-12.24	38	-11.25	53	-6.63	38	-4.5	53	-9.85	-9.19	-5.11	-3.66	2	23
Q71RI9-1_42_451_5ver_pdb_KYNU_PLP_1.dlg	KYN	-15.39	52	-15.27	26	-8.31	52	-7.25	26	-13.4	-13.79	-8.06	-7.26	2	18
P08680_143_578_6hrh.1.B_swissmodel_KYNU_PLP_1.dlg	KYN	-12.23	37	-12.23	37	-5.16	37	-5.16	37	-9.78	-9.78	-4.68	-4.68	1	80
Q8VCN5_9_398_5tsu.1.C_swissmodel_KYNU_PLP_2.dlg	KYN	-12.22	4	-12.22	4	-5.85	4	-5.85	4	-8.84	-8.84	-5.31	-5.31	1	51
P50431_9_478_1rvu.1.A_swissmodel_KYNU_PLP_4.dlg	KYN	-11.28	17	-11.28	17	-6.44	17	-6.44	17	-9.31	-9.31	-6.4	-6.4	1	31
Q8BTY1_4_421_1w7m.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-16.74	60	-16.74	60	-7.91	60	-7.91	60	-14.57	-14.57	-6.8	-6.8	1	59
Q8QZR1_52_442_4ge9.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-7.88	96	-7.88	96	-5.73	96	-5.73	96	-6.65	-6.65	-4.91	-4.91	1	17
Q3UX83-2_102_522_6d0a.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.63	100	-7.48	2	-5.84	100	-5.82	2	-6.49	-6.11	-4.57	-5.63	6	14
A2AIG8-1_64_482_1m4n.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-11.28	54	-11.27	96	-5.68	54	-4.83	96	-10.24	-9.87	-5.5	-4.64	2	17
P50431_9_478_1rvu.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.78	58	-9.24	43	-6.23	58	-6.48	43	-7.41	-7.73	-5.49	-6.08	3	36
Q8CI94_11_836_2pyd.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.1	29	-10.31	53	-6.71	29	-8.0	53	-8.07	-8.58	-6.11	-6.22	4	22
Q8QZR1_64_442_3pdx_pdb_KYNU_PLP_2.dlg	KYN	-11.8	48	-11.12	40	-7.04	48	-5.26	40	-10.73	-10.15	-7.18	-5.06	3	36
Q71RI9-1_42_451_5ver_pdb_KYNU_PLP_2.dlg	KYN	-16.61	65	-16.61	65	-8.06	65	-8.06	65	-14.79	-14.79	-7.47	-7.47	1	42
O35484_11_417_1d7k.1.B_swissmodel_KYNU_PLP_2.dlg	KYN	-6.97	45	-6.97	45	-4.25	45	-4.25	45	-5.08	-5.08	-4.29	-4.29	1	20
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-11.02	44	-10.93	76	-4.3	44	-4.69	76	-9.81	-10.06	-3.3	-4.82	2	31
Q8R238_12_327_2rkb.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-12.76	7	-12.76	7	-6.06	7	-6.06	7	-11.35	-11.35	-5.96	-5.96	1	22
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-10.4	1	-9.27	2	-4.66	1	-5.67	2	-8.92	-8.02	-4.04	-5.05	4	11
Q71RI9-1_42_451_5veq_pdb_KYNU_PLP_3.dlg	KYN	-17.06	3	-17.06	3	-8.55	3	-8.55	3	-15.84	-15.84	-7.24	-7.24	1	35
Q8BH55_226_741_1kl7.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.09	2	-12.09	2	-4.84	2	-4.84	2	-10.83	-10.83	-4.86	-4.86	1	21
Q6P6M7_23_467_3bc8_pdb_KYNU_PLP_3.dlg	KYN	-14.95	61	-14.5	83	-7.31	61	-6.44	83	-13.87	-13.44	-6.92	-5.71	2	12
Q91WT9-1_40_557_4pcu.1.B_swissmodel_KYNU_PLP_2.dlg	KYN	-10.54	10	-9.73	5	-5.14	10	-6.14	5	-8.41	-8.36	-4.58	-5.39	3	9
O35484_8_435_3btn.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-8.37	28	-8.37	28	-4.2	28	-4.2	28	-7.92	-7.92	-3.91	-3.91	1	9
P08680_143_578_6hrh.1.B_swissmodel_KYNU_PLP_2.dlg	KYN	-12.66	55	-12.66	55	-4.85	55	-4.85	55	-7.76	-7.76	-3.48	-3.48	1	39
Q6XPS7_39_398_1lw4.1.D_swissmodel_KYNU_PLP_1.dlg	KYN	-10.16	75	-10.16	75	-6.82	75	-6.82	75	-7.69	-7.69	-5.9	-5.9	1	60
Q9DBE0_7_493_2jis.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-12.19	44	-12.19	44	-7.14	44	-7.14	44	-10.87	-10.87	-6.84	-6.84	1	28
O35423-1_27_412_3kgw_pdb_KYNU_PLP_2.dlg	KYN	-11.2	99	-10.24	51	-6.03	99	-6.52	51	-8.94	-9.12	-6.08	-6.55	4	27
Q9CXF0_6_460_3e9k.1.A_swissmodel_KYNU_PLP_1.dlg	KYN	-9.71	67	-9.68	82	-2.89	67	-3.04	82	-8.09	-8.46	-2.97	-2.57	2	22
P48320_88_584_2okk.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-12.61	39	-12.61	39	-4.33	39	-4.33	39	-10.31	-10.31	-3.7	-3.7	1	12
Q71RI9-1_42_451_5veq_pdb_KYNU_PLP_4.dlg	KYN	-18.14	19	-18.14	19	-8.48	19	-8.48	19	-16.47	-16.47	-7.26	-7.26	1	45
Q9WUB3_11_836_2pyd.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-13.15	8	-11.58	79	-7.48	8	-6.71	79	-9.7	-9.43	-6.83	-6.2	3	28
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_KYNU_PLP_2.dlg	KYN	-7.9	48	-7.4	98	-4.41	48	-3.93	98	-7.25	-6.9	-4.11	-3.39	13	8
