dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
P23738_17_484_4e1o.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-13.04	22	-13.04	22	-5.23	22	-5.23	22	-12.2	-12.2	-5.28	-5.28	1	57
P08680_143_578_6hrh.1.B_swissmodel_HIS_PLP_2.dlg	HIS	-12.7	44	-12.7	44	-4.73	44	-4.73	44	-11.47	-11.47	-4.59	-4.59	1	75
O35423-1_23_412_3kgw.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.57	28	-10.5	6	-3.01	28	-3.08	6	-9.84	-9.34	-3.1	-3.11	2	30
Q8BTY1_4_421_1w7m.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-15.79	5	-15.79	5	-5.99	5	-5.99	5	-14.92	-14.92	-5.71	-5.71	1	90
Q6P6M7_23_467_3bcb_pdb_HIS_PLP_4.dlg	HIS	-14.31	25	-14.31	25	-5.77	25	-5.77	25	-13.06	-13.06	-5.46	-5.46	1	34
Q9CXF0_6_460_3e9k.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-8.44	81	-8.31	15	-2.91	81	-1.49	15	-7.73	-7.97	-2.72	-1.56	2	51
Q91WT9-2_40_543_4pcu.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-7.03	70	-7.03	70	-4.14	70	-4.14	70	-5.26	-5.26	-2.51	-2.51	1	19
Q8BG54_108_530_6hrh.1.B_swissmodel_HIS_PLP_2.dlg	HIS	-11.53	100	-11.53	100	-3.81	100	-3.81	100	-9.52	-9.52	-3.68	-3.68	1	76
O35423-1_27_412_3kgw_pdb_HIS_PLP_1.dlg	HIS	-11.03	16	-10.62	92	-4.58	16	-3.05	92	-9.56	-9.54	-4.17	-3.21	2	19
Q3UEG6_52_507_4atp.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-7.14	80	-7.14	80	-3.86	80	-3.86	80	-4.94	-4.94	-3.41	-3.41	1	38
Q3UNZ2_26_422_1d7k.1.B_swissmodel_HIS_PLP_2.dlg	HIS	-11.02	43	-9.32	68	-5.08	43	-4.36	68	-9.67	-8.6	-4.91	-4.17	7	17
Q9WUB3_11_836_2pyd.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.32	56	-11.32	56	-4.47	56	-4.47	56	-10.35	-10.35	-4.37	-4.37	1	27
A2AIG8-1_37_482_4n0b.2.B_swissmodel_HIS_PLP_2.dlg	HIS	-11.8	32	-11.12	63	-6.26	32	-4.37	63	-10.77	-10.42	-5.82	-4.56	4	24
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.37	76	-12.37	76	-4.01	76	-4.01	76	-11.47	-11.47	-3.76	-3.76	1	35
Q80WP8-1_64_549_5hsj.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.98	92	-10.38	14	-4.09	92	-4.61	14	-9.9	-9.95	-4.01	-4.84	3	33
Q6P6M7_23_466_3bca_pdb_HIS_PLP_2.dlg	HIS	-14.25	87	-14.25	87	-6.22	87	-6.22	87	-13.33	-13.33	-5.62	-5.62	1	58
A2AIG8-1_64_482_1m4n.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.12	52	-10.12	52	-5.03	52	-5.03	52	-9.12	-9.12	-4.05	-4.05	1	22
O88533_1_467_1js6.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.78	9	-10.37	2	-5.51	9	-4.68	2	-10.48	-9.27	-5.42	-4.74	3	27
P00860_7_427_1d7k.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.85	35	-9.94	13	-4.97	35	-4.54	13	-9.37	-8.96	-4.38	-3.87	4	18
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-8.4	74	-6.68	4	-4.81	74	-1.42	4	-7.72	-6.25	-4.5	-1.45	15	13
Q9Z1J3_58_459_6nzu.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.15	79	-8.53	55	-4.59	79	-3.04	55	-9.12	-7.86	-3.74	-2.86	11	13
P48318_92_593_2okj.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.95	20	-11.3	2	-4.29	20	-5.65	2	-11.1	-10.33	-3.86	-5.64	3	17
Q80WP8-1_64_549_5hsj.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.33	53	-9.95	41	-5.17	53	-3.1	41	-9.42	-9.25	-4.83	-3.24	5	24
P23738_17_484_4e1o.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-13.04	28	-13.04	28	-5.22	28	-5.22	28	-12.1	-12.1	-5.33	-5.33	1	55
Q91WT9-2_40_543_4pcu.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.09	13	-7.54	65	-6.45	13	-3.55	65	-5.26	-6.32	-3.95	-3.04	3	22
Q8QZR1_52_442_4ge9.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-8.7	62	-8.7	62	-4.52	62	-4.52	62	-7.33	-7.33	-3.94	-3.94	1	43
O35484_8_435_3btn_pdb_HIS_PLP_1.dlg	HIS	-8.4	5	-7.76	64	-3.65	5	-3.46	64	-7.33	-7.24	-3.3	-2.59	2	12
Q80WP8-1_59_550_6enz_pdb_HIS_PLP_2.dlg	HIS	-11.71	4	-11.09	86	-4.53	4	-4.26	86	-10.57	-10.11	-4.06	-4.35	4	28
Q8VCN5_9_398_5tsu.1.C_swissmodel_HIS_PLP_1.dlg	HIS	-10.36	40	-10.36	40	-4.6	40	-4.6	40	-9.43	-9.43	-4.27	-4.27	1	38
P29758_38_439_2can.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.53	75	-9.53	75	-3.85	75	-3.85	75	-8.74	-8.74	-3.64	-3.64	1	24
Q8BGT5_49_521_3ihj.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.7	10	-10.5	70	-6.57	10	-5.76	70	-10.54	-9.83	-6.43	-5.04	2	46
Q9ET01_24_839_1xoi.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.78	72	-11.78	72	-4.22	72	-4.22	72	-10.4	-10.4	-4.21	-4.21	1	34
P50431_1_478_1eji_pdb_HIS_PLP_1.dlg	HIS	-14.12	64	-14.12	64	-6.36	64	-6.36	64	-13.19	-13.19	-6.14	-6.14	1	78
Q99K85_17_370_3e77.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-12.1	86	-10.74	64	-7.04	86	-5.75	64	-12.1	-10.29	-7.04	-5.41	5	17
O35484_8_435_3btn_pdb_HIS_PLP_2.dlg	HIS	-7.32	72	-7.32	72	-4.3	72	-4.3	72	-6.27	-6.27	-3.8	-3.8	1	24
Q71RI9-1_42_451_3e2f_pdb_HIS_PLP_1.dlg	HIS	-12.52	74	-12.52	74	-6.07	74	-6.07	74	-10.94	-10.94	-5.46	-5.46	1	30
P48320_88_584_2okk.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.65	85	-10.65	85	-3.12	85	-3.12	85	-10.01	-10.01	-2.93	-2.93	1	24
Q8R238_12_327_2rkb.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.4	70	-9.75	92	-4.92	70	-2.86	92	-10.55	-9.09	-4.59	-2.55	6	16
Q9WVM8_1_425_4gdy.1.B_swissmodel_HIS_PLP_2.dlg	HIS	-13.42	4	-13.39	51	-6.54	4	-5.9	51	-12.6	-12.62	-6.54	-5.42	2	25
Q9DBE0_7_493_2jis.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.33	82	-10.33	82	-5.32	82	-5.32	82	-9.55	-9.55	-4.69	-4.69	1	30
Q8VBT2_5_317_2o2j.1.B_swissmodel_HIS_PLP_2.dlg	HIS	-10.2	78	-10.2	78	-4.69	78	-4.69	78	-9.35	-9.35	-4.36	-4.36	1	30
P50431_9_478_1rvu.1.A_swissmodel_HIS_PLP_3.dlg	HIS	-8.85	9	-8.85	9	-4.95	9	-4.95	9	-7.39	-7.39	-4.16	-4.16	1	76
Q9WVM8_1_425_4gdy.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-13.51	69	-13.51	69	-4.19	69	-4.19	69	-12.65	-12.65	-4.04	-4.04	1	39
Q14CH1_48_490_3a9y.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-6.08	86	-4.99	23	-1.86	86	-3.8	23	-2.52	-3.38	-1.42	-3.26	2	33
A2AIG8-2_42_459_4n0b.2.B_swissmodel_HIS_PLP_2.dlg	HIS	-11.62	42	-11.5	33	-4.48	42	-5.91	33	-10.54	-10.74	-4.37	-5.64	2	25
O88533_1_467_1js6.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.99	37	-10.24	48	-5.58	37	-4.47	48	-10.47	-9.61	-5.26	-4.9	3	17
P05202_30_430_3hlm_pdb_HIS_PLP_2.dlg	HIS	-14.16	31	-14.09	27	-4.8	31	-4.64	27	-13.15	-12.93	-4.34	-4.39	2	37
O35855_29_393_1ekp.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.15	86	-12.13	40	-4.94	86	-5.18	40	-11.71	-11.12	-4.67	-4.89	2	38
Q71RI9-1_42_451_5ver_pdb_HIS_PLP_3.dlg	HIS	-14.13	34	-14.13	34	-7.14	34	-7.14	34	-13.19	-13.19	-6.87	-6.87	1	52
Q9CXF0_6_460_3e9k.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.06	74	-8.32	51	-5.13	74	-1.63	51	-9.06	-7.93	-5.13	-1.54	4	41
Q80WP8-2_68_523_2okj.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-13.32	55	-13.32	55	-6.73	55	-6.73	55	-12.42	-12.42	-6.46	-6.46	1	34
O88986_28_415_1fc4.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.79	70	-11.79	70	-5.03	70	-5.03	70	-9.69	-9.69	-5.0	-5.0	1	90
P05201_1_413_5tor.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-13.03	81	-12.53	55	-4.71	81	-6.7	55	-12.13	-11.98	-4.61	-6.86	3	21
Q8BG54_108_530_6hrh.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-12.07	8	-12.07	8	-3.95	8	-3.95	8	-10.27	-10.27	-4.04	-4.04	1	82
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-7.5	42	-7.5	42	-4.11	42	-4.11	42	-6.43	-6.43	-3.67	-3.67	1	23
Q71RI9-1_42_451_5vep_pdb_HIS_PLP_3.dlg	HIS	-13.21	94	-11.7	7	-6.36	94	-5.67	7	-12.12	-10.29	-5.94	-5.23	3	30
Q8QZR5_20_495_3tcm.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.74	96	-10.74	96	-6.86	96	-6.86	96	-9.09	-9.09	-6.34	-6.34	1	46
Q8VCN5_9_398_5tsu.1.C_swissmodel_HIS_PLP_3.dlg	HIS	-9.55	46	-9.55	46	-6.7	46	-6.7	46	-7.3	-7.3	-6.21	-6.21	1	19
Q71RI9-1_42_451_2zjg_pdb_HIS_PLP_2.dlg	HIS	-12.57	46	-12.57	46	-6.22	46	-6.22	46	-11.59	-11.59	-6.13	-6.13	1	56
Q80WP8-2_63_477_5hsj.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.96	46	-9.72	35	-4.09	46	-3.78	35	-9.53	-9.09	-3.84	-3.65	3	18
Q6P6M7_23_467_3bc8_pdb_HIS_PLP_2.dlg	HIS	-13.75	32	-13.36	59	-4.85	32	-4.92	59	-13.67	-12.7	-4.7	-5.06	3	46
P97363_115_554_5txr.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.48	21	-11.42	34	-2.76	21	-1.76	34	-10.0	-10.33	-2.51	-1.87	2	29
Q9Z2Y8_12_248_1b54.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.57	45	-9.65	98	-4.26	45	-4.22	98	-9.52	-8.98	-3.63	-3.46	5	14
Q6P6M7_23_467_3bcb_pdb_HIS_PLP_1.dlg	HIS	-14.04	69	-14.04	69	-5.51	69	-5.51	69	-12.97	-12.97	-5.19	-5.19	1	42
P05202_30_430_3pdb_pdb_HIS_PLP_1.dlg	HIS	-14.09	36	-11.76	98	-7.89	36	-4.63	98	-13.43	-11.02	-7.57	-3.71	8	20
Q8BWU8_9_436_5g4i.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-13.26	40	-12.84	96	-5.86	40	-5.34	96	-12.67	-11.76	-4.99	-4.99	6	18
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.53	70	-9.26	8	-4.03	70	-2.6	8	-9.94	-8.64	-3.48	-2.87	7	18
Q6P6M7_23_466_3bca_pdb_HIS_PLP_1.dlg	HIS	-14.04	27	-14.04	27	-6.25	27	-6.25	27	-13.31	-13.31	-5.73	-5.73	1	52
Q8CI94_11_836_2pyd.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.58	99	-10.49	7	-4.77	99	-4.76	7	-9.9	-9.44	-4.48	-4.59	2	32
Q91W43_57_1010_6i34.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.22	38	-7.91	60	-4.19	38	-3.57	60	-8.34	-7.41	-3.71	-3.3	7	38
Q71RI9-1_42_451_5vep_pdb_HIS_PLP_1.dlg	HIS	-12.0	52	-11.44	86	-5.89	52	-5.77	86	-10.93	-10.26	-4.92	-5.55	3	17
Q9DBE0_7_493_2jis.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.4	35	-9.45	14	-3.65	35	-2.49	14	-9.78	-8.85	-3.74	-2.43	12	15
Q91WT9-1_40_557_4pcu.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.34	45	-11.34	45	-3.72	45	-3.72	45	-10.21	-10.21	-3.58	-3.58	1	36
Q14CH1_35_495_5j8q.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-9.13	88	-8.67	94	-2.09	88	-3.46	94	-8.02	-7.96	-1.93	-2.98	3	24
P61922-2_39_444_4y0h.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.92	19	-11.88	56	-5.48	19	-3.94	56	-11.92	-11.4	-5.48	-3.8	2	28
Q3UX83-2_102_522_6d0a.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-12.08	16	-12.08	16	-5.44	16	-5.44	16	-9.94	-9.94	-4.86	-4.86	1	14
P24288_21_385_2abj.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.31	24	-10.02	66	-4.98	24	-3.26	66	-9.95	-9.45	-4.39	-3.26	5	25
Q80WP8-2_59_493_6enz.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-9.11	47	-8.98	87	-3.05	47	-4.25	87	-8.33	-8.23	-2.72	-4.18	3	21
Q91WT9-1_40_557_4pcu.1.B_swissmodel_HIS_PLP_2.dlg	HIS	-9.12	85	-9.12	85	-3.23	85	-3.23	85	-7.85	-7.85	-3.09	-3.09	1	19
Q6XPS7_39_398_1lw4.1.D_swissmodel_HIS_PLP_1.dlg	HIS	-8.78	88	-8.38	58	-4.89	88	-4.6	58	-7.68	-7.13	-4.97	-4.23	3	26
Q3UX83-2_105_524_1m4n.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.94	97	-11.94	97	-5.37	97	-5.37	97	-11.14	-11.14	-5.45	-5.45	1	42
Q6XPS7_39_398_1lw4.1.D_swissmodel_HIS_PLP_3.dlg	HIS	-7.11	7	-7.11	7	-2.26	7	-2.26	7	-5.56	-5.56	-1.77	-1.77	1	20
Q71RI9-1_42_451_5ver_pdb_HIS_PLP_4.dlg	HIS	-16.06	86	-16.06	86	-6.23	86	-6.23	86	-14.92	-14.92	-5.4	-5.4	1	59
Q3UEG6_52_507_4atp.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-9.64	63	-9.64	63	-4.41	63	-4.41	63	-8.74	-8.74	-4.36	-4.36	1	68
P05202_30_430_3hlm_pdb_HIS_PLP_1.dlg	HIS	-13.87	43	-13.87	43	-5.33	43	-5.33	43	-12.87	-12.87	-4.58	-4.58	1	19
Q3UEG6_52_507_4atp.1.A_swissmodel_HIS_PLP_4.dlg	HIS	-6.81	68	-3.19	81	-3.03	68	-2.35	81	-4.96	-1.39	-2.49	-1.43	4	20
O35423-2_1_390_3kgw.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.67	32	-10.61	33	-2.97	32	-3.0	33	-9.8	-9.51	-3.09	-3.08	3	33
Q99K85_17_370_3e77.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.78	98	-12.78	98	-5.42	98	-5.42	98	-11.16	-11.16	-4.1	-4.1	1	21
Q71RI9-1_42_451_5ver_pdb_HIS_PLP_2.dlg	HIS	-14.97	64	-14.97	64	-6.26	64	-6.26	64	-13.74	-13.74	-5.29	-5.29	1	54
P50431_9_478_1rvu.1.A_swissmodel_HIS_PLP_4.dlg	HIS	-10.02	95	-10.02	95	-5.25	95	-5.25	95	-8.82	-8.82	-4.82	-4.82	1	60
Q71RI9-1_42_451_5vep_pdb_HIS_PLP_4.dlg	HIS	-12.31	100	-11.84	45	-5.2	100	-6.13	45	-11.17	-11.07	-4.73	-5.96	2	52
Q71RI9-1_42_451_5veq_pdb_HIS_PLP_3.dlg	HIS	-15.99	86	-15.99	86	-5.63	86	-5.63	86	-14.83	-14.83	-5.02	-5.02	1	65
Q71RI9-1_42_451_5veq_pdb_HIS_PLP_2.dlg	HIS	-15.66	40	-15.66	40	-6.14	40	-6.14	40	-14.57	-14.57	-5.55	-5.55	1	76
Q8QZR1_64_442_3pdx.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.69	20	-10.11	12	-5.09	20	-4.88	12	-9.85	-9.42	-5.29	-4.31	2	48
Q8VBT2_5_317_2o2j.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-8.98	87	-8.02	58	-4.27	87	-4.38	58	-8.34	-7.78	-3.66	-4.6	17	7
Q6P6M7_23_466_3bca_pdb_HIS_PLP_4.dlg	HIS	-14.21	4	-14.21	4	-6.08	4	-6.08	4	-13.38	-13.38	-5.73	-5.73	1	51
Q6XPS7_39_398_1lw4.1.D_swissmodel_HIS_PLP_4.dlg	HIS	-9.63	98	-9.63	98	-4.62	98	-4.62	98	-8.4	-8.4	-4.16	-4.16	1	67
Q71RI9-1_42_451_3e2f_pdb_HIS_PLP_2.dlg	HIS	-12.6	8	-11.96	92	-5.36	8	-6.28	92	-11.22	-11.24	-5.28	-6.16	4	37
Q3UEG6_63_509_6fyq.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.07	64	-7.31	44	-4.35	64	-4.38	44	-9.34	-6.87	-3.91	-4.49	8	19
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.05	24	-8.99	53	-3.53	24	-3.83	53	-9.41	-8.54	-3.26	-3.68	4	18
Q71RI9-1_42_451_5veq_pdb_HIS_PLP_1.dlg	HIS	-16.34	34	-16.34	34	-6.42	34	-6.42	34	-15.5	-15.5	-5.84	-5.84	1	66
Q3UX83-2_105_524_1m4n.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.95	17	-11.95	17	-5.49	17	-5.49	17	-10.95	-10.95	-5.24	-5.24	1	21
A2AIG8-2_41_459_1m4n.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.35	9	-10.2	4	-4.67	9	-4.0	4	-9.79	-9.28	-4.43	-4.16	2	44
Q8R238_12_327_2rkb.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.47	69	-9.3	94	-6.0	69	-3.44	94	-10.87	-8.76	-5.94	-3.41	11	16
Q91WT9-1_40_557_4pcu.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-11.12	48	-11.12	48	-3.71	48	-3.71	48	-9.95	-9.95	-3.53	-3.53	1	32
Q6P6M7_23_467_3bcb.1.A_swissmodel_HIS_PLP_4.dlg	HIS	-13.96	67	-13.05	83	-6.41	67	-5.45	83	-13.26	-12.39	-6.06	-5.38	3	35
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.04	98	-9.68	51	-5.77	98	-5.19	51	-8.89	-8.57	-5.35	-4.6	2	14
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.37	77	-9.89	35	-4.22	77	-3.48	35	-10.37	-9.31	-4.22	-3.48	3	16
O35423-1_27_412_3kgx_pdb_HIS_PLP_2.dlg	HIS	-12.13	4	-11.55	65	-6.1	4	-5.06	65	-11.0	-10.89	-5.88	-5.14	2	32
Q6P6M7_23_467_3bcb.1.A_swissmodel_HIS_PLP_3.dlg	HIS	-14.04	7	-13.39	59	-6.22	7	-5.52	59	-13.41	-12.4	-6.2	-5.36	3	33
P61922-2_39_444_4y0h.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-12.27	24	-11.82	30	-4.53	24	-5.73	30	-11.37	-11.01	-4.06	-5.4	2	26
Q8BH55_226_741_1kl7.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.32	32	-11.32	32	-4.18	32	-4.18	32	-10.41	-10.41	-3.72	-3.72	1	58
Q80WP8-1_59_550_6enz.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.78	27	-10.78	27	-4.58	27	-4.58	27	-9.41	-9.41	-4.3	-4.3	1	24
Q8VC19_199_634_6hrh.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-14.1	53	-14.1	53	-4.73	53	-4.73	53	-12.74	-12.74	-4.77	-4.77	1	84
Q91WT9-2_40_543_4pcu.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-7.24	42	-6.75	19	-3.66	42	-5.19	19	-4.88	-5.08	-2.63	-4.14	3	16
Q8VBT2_1_325_1pwh.2.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.51	69	-12.51	69	-5.53	69	-5.53	69	-10.83	-10.83	-5.44	-5.44	1	30
Q80WP8-2_68_523_2okj.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.22	11	-11.24	90	-5.51	11	-6.05	90	-10.68	-9.72	-4.26	-5.25	2	26
Q80WP8-1_59_550_6enz_pdb_HIS_PLP_1.dlg	HIS	-10.85	61	-10.85	61	-4.38	61	-4.38	61	-9.6	-9.6	-4.37	-4.37	1	23
Q3UEG6_63_509_6fyq.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-9.46	77	-7.61	73	-4.42	77	-4.46	73	-9.07	-6.99	-4.2	-4.54	4	24
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-6.71	82	-5.91	43	-2.32	82	-3.19	43	-6.71	-5.35	-2.32	-2.97	6	22
Q6P6M7_23_467_3bc8_pdb_HIS_PLP_4.dlg	HIS	-13.64	4	-13.33	85	-4.63	4	-5.45	85	-13.64	-12.75	-4.63	-5.34	2	36
O35423-2_1_390_3kgw.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.79	38	-10.67	50	-5.31	38	-4.57	50	-10.97	-9.47	-4.98	-3.78	3	29
Q8R0X7_110_553_4q6r.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-12.18	76	-12.18	76	-5.26	76	-5.26	76	-11.43	-11.43	-5.46	-5.46	1	31
O35855_29_393_1ekp.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-12.75	55	-12.75	55	-5.13	55	-5.13	55	-12.14	-12.14	-5.01	-5.01	1	28
Q71RI9-1_42_451_5veq.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-15.0	34	-15.0	34	-6.31	34	-6.31	34	-14.15	-14.15	-6.18	-6.18	1	54
P05202_30_430_3pdb_pdb_HIS_PLP_2.dlg	HIS	-13.82	20	-13.82	20	-4.31	20	-4.31	20	-13.01	-13.01	-4.69	-4.69	1	51
Q80WP8-1_59_550_6enz.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-9.52	90	-9.22	59	-4.38	90	-4.5	59	-8.9	-8.4	-4.17	-4.2	7	14
P50431_1_478_1eji_pdb_HIS_PLP_2.dlg	HIS	-13.21	100	-13.21	100	-5.39	100	-5.39	100	-12.42	-12.42	-4.88	-4.88	1	68
P61922-1_39_499_4zsy.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-12.18	19	-12.18	19	-4.51	19	-4.51	19	-11.21	-11.21	-4.05	-4.05	1	22
Q8QZR1_64_442_3pdx_pdb_HIS_PLP_2.dlg	HIS	-11.11	13	-10.09	45	-5.65	13	-4.9	45	-10.08	-9.33	-5.54	-4.38	3	41
Q8QZR1_64_442_3pdx_pdb_HIS_PLP_1.dlg	HIS	-10.95	98	-10.1	89	-5.34	98	-4.99	89	-10.15	-9.26	-5.44	-4.28	3	49
P50431_1_478_1eji_pdb_HIS_PLP_4.dlg	HIS	-11.59	38	-11.59	38	-5.83	38	-5.83	38	-10.96	-10.96	-5.59	-5.59	1	13
P97363_115_554_5txr.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.07	27	-9.03	99	-2.43	27	-1.59	99	-8.31	-7.81	-2.39	-1.84	2	28
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.48	70	-9.48	70	-4.87	70	-4.87	70	-7.71	-7.71	-4.36	-4.36	1	18
Q3UX83-1_157_576_1m4n.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.94	9	-11.94	9	-5.48	9	-5.48	9	-11.09	-11.09	-5.61	-5.61	1	33
