dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
Q8TBG4_7_438_4ysn.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-9.08	63	-9.08	63	-4.87	63	-4.87	63	-6.39	-6.39	-3.61	-3.61	1	17
P20711_1_480_3rbf.1.B_swissmodel_ORN_PLP_1.dlg	ORN	-11.99	14	-11.45	46	-3.66	14	-1.89	46	-10.86	-10.61	-3.41	-2.02	2	14
P54687_21_386_2abj.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-12.36	36	-12.14	52	-2.61	36	-1.82	52	-11.45	-11.65	-3.04	-2.3	5	21
Q96I15_8_445_3gzc_pdb_ORN_PLP_2.dlg	ORN	-11.56	91	-11.56	91	-2.75	91	-2.75	91	-10.69	-10.69	-2.65	-2.65	1	46
P20132_1_328_1p5j_pdb_ORN_PLP_1.dlg	ORN	-14.3	45	-14.3	45	-3.44	45	-3.44	45	-13.26	-13.26	-2.67	-2.67	1	18
Q8NHS2_5_399_3wzf.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-13.34	23	-12.09	73	-2.24	23	-2.12	73	-12.09	-11.33	-2.31	-2.28	4	26
P11216_1_843_5iko_pdb_ORN_PLP_1.dlg	ORN	-13.94	96	-13.9	93	-2.69	96	-3.06	93	-12.59	-13.06	-2.43	-2.99	2	40
Q96GA7_11_328_2rkb_pdb_ORN_PLP_2.dlg	ORN	-15.06	5	-13.94	92	-4.48	5	-4.19	92	-13.61	-12.4	-3.76	-3.8	2	16
P11926_7_427_1d7k.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-11.94	37	-10.86	92	-3.0	37	-2.38	92	-10.59	-9.96	-2.59	-1.9	6	15
P34896_8_483_1eji.1.D_swissmodel_ORN_PLP_4.dlg	ORN	-10.51	8	-9.68	2	-3.49	8	-4.51	2	-8.89	-8.46	-3.03	-3.76	5	20
Q8TD30_49_523_3ihj_pdb_ORN_PLP_1.dlg	ORN	-13.14	70	-12.7	12	-3.95	70	-4.81	12	-11.95	-11.19	-4.48	-5.27	4	13
P22557_151_541_2bwp.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-9.4	36	-8.11	57	-1.53	36	-4.41	57	-8.01	-7.26	-2.51	-3.97	11	16
O15382_28_392_2hgw_pdb_ORN_PLP_2.dlg	ORN	-13.81	68	-13.29	4	-3.58	68	-3.67	4	-13.08	-12.27	-3.74	-3.76	7	31
P11216_22_840_5iko.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-13.38	50	-13.13	10	-2.81	50	-3.19	10	-12.16	-12.34	-2.45	-3.04	3	30
P06737_1_847_1l5r_pdb_ORN_PLP_4.dlg	ORN	-15.72	3	-13.26	59	-4.1	3	-3.16	59	-14.02	-12.47	-4.02	-3.81	4	30
Q16773_1_422_3fvu_pdb_ORN_PLP_1.dlg	ORN	-13.93	78	-13.93	78	-4.11	78	-4.11	78	-12.58	-12.58	-4.32	-4.32	1	50
P00505_32_430_5ax8.2.B_swissmodel_ORN_PLP_2.dlg	ORN	-13.87	2	-13.29	80	-2.11	2	-3.38	80	-12.62	-11.96	-1.55	-2.65	2	22
P17735_41_444_3dyd.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-11.44	40	-11.35	11	-3.96	40	-3.28	11	-10.48	-10.51	-3.54	-2.52	2	13
P13196_199_595_2bwp.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-10.51	63	-10.51	63	-3.61	63	-3.61	63	-8.78	-8.78	-3.07	-3.07	1	14
O15382_28_392_1ekp_pdb_ORN_PLP_2.dlg	ORN	-14.28	36	-14.28	36	-2.62	36	-2.62	36	-12.63	-12.63	-2.49	-2.49	1	17
Q9Y617_17_370_3e77.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-13.51	99	-13.51	99	-2.4	99	-2.4	99	-12.29	-12.29	-2.23	-2.23	1	37
Q9BYV1_52_496_5g4i.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-12.08	59	-12.08	59	-2.65	59	-2.65	59	-10.69	-10.69	-2.77	-2.77	1	30
P34897_22_504_4pvf_pdb_ORN_PLP_1.dlg	ORN	-12.43	43	-11.22	91	-1.6	43	-3.47	91	-10.61	-10.42	-2.0	-2.8	4	19
O75600_24_417_2jg2.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-12.44	54	-11.56	70	-2.2	54	-2.91	70	-11.32	-10.88	-2.41	-2.68	7	22
Q9Y697_67_457_5kz5_pdb_ORN_PLP_9.dlg
P17174_2_413_3wzf_pdb_ORN_PLP_2.dlg	ORN	-14.33	81	-12.3	23	-1.71	81	-3.25	23	-13.26	-11.56	-1.83	-3.52	9	16
Q96GA7_11_328_2rkb.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-13.62	6	-11.9	15	-4.57	6	-2.64	15	-12.09	-10.94	-4.15	-2.27	6	17
P06737_6_839_1fa9.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-14.8	47	-14.8	47	-3.72	47	-3.72	47	-13.87	-13.87	-3.44	-3.44	1	68
Q8N5Z0_1_425_4ge9_pdb_ORN_PLP_1.dlg	ORN	-14.13	78	-13.84	53	-3.99	78	-3.04	53	-13.29	-12.87	-3.65	-3.31	2	20
P06737_2_847_1xoi_pdb_ORN_PLP_2.dlg	ORN	-15.6	19	-15.6	19	-4.52	19	-4.52	19	-13.89	-13.89	-3.98	-3.98	1	62
O15382_28_392_5bwv_pdb_ORN_PLP_2.dlg	ORN	-15.86	5	-15.14	8	-4.68	5	-4.53	8	-13.92	-14.39	-4.03	-4.46	2	29
O15382_28_392_2hdk_pdb_ORN_PLP_1.dlg	ORN	-14.54	53	-13.21	81	-2.66	53	-3.87	81	-12.99	-12.0	-2.93	-3.6	5	15
Q9Y697_67_457_5kz5_pdb_ORN_PLP_10.dlg
O15270_177_540_2bwp.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-10.21	79	-10.21	79	-3.03	79	-3.03	79	-8.38	-8.38	-2.55	-2.55	1	29
P06737_1_847_1em6_pdb_ORN_PLP_2.dlg	ORN	-15.33	23	-14.33	7	-4.38	23	-3.24	7	-14.22	-13.08	-3.85	-3.58	2	24
P11216_1_843_5iko_pdb_ORN_PLP_4.dlg	ORN	-13.54	94	-13.06	41	-3.35	94	-2.58	41	-13.0	-12.3	-3.07	-2.8	5	40
P00505_32_430_5ax8.2.B_swissmodel_ORN_PLP_1.dlg	ORN	-14.69	57	-14.69	57	-2.41	57	-2.41	57	-13.63	-13.63	-1.92	-1.92	1	27
Q9Y600_7_493_2jis.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-12.85	78	-12.3	42	-2.54	78	-4.02	42	-11.41	-11.12	-1.84	-3.55	2	24
P04181_1_439_2byj_pdb_ORN_PLP_2.dlg	ORN	-13.44	67	-13.44	67	-4.73	67	-4.73	67	-12.14	-12.14	-4.21	-4.21	1	15
O15382_28_392_5i5v_pdb_ORN_PLP_1.dlg	ORN	-13.48	34	-13.47	84	-6.69	34	-3.92	84	-13.48	-11.83	-6.69	-3.38	2	21
Q8IUZ5_10_438_5g4i.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-14.48	80	-13.33	96	-1.89	80	-3.06	96	-13.68	-12.4	-1.92	-2.79	5	28
P04181_38_439_1gbn_pdb_ORN_PLP_1.dlg	ORN	-13.35	9	-13.35	9	-4.61	9	-4.61	9	-12.07	-12.07	-4.13	-4.13	1	56
P06737_2_847_3ddw_pdb_ORN_PLP_1.dlg	ORN	-15.41	76	-13.08	66	-3.93	76	-5.24	66	-14.3	-12.32	-3.6	-4.55	6	24
P06737_1_847_2zb2_pdb_ORN_PLP_2.dlg	ORN	-15.05	94	-15.05	94	-3.93	94	-3.93	94	-14.1	-14.1	-3.61	-3.61	1	38
P06737_1_847_1l5r_pdb_ORN_PLP_2.dlg	ORN	-15.79	48	-15.79	48	-4.41	48	-4.41	48	-14.35	-14.35	-4.06	-4.06	1	36
O15382_28_392_5i5s_pdb_ORN_PLP_1.dlg	ORN	-15.62	44	-14.13	3	-4.81	44	-2.98	3	-13.73	-12.67	-4.34	-3.23	4	26
Q99259_93_593_2okj.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-12.05	87	-12.05	87	-3.23	87	-3.23	87	-10.31	-10.31	-3.3	-3.3	1	26
Q9HD40_1_501_3hl2_pdb_ORN_PLP_3.dlg	ORN	-15.56	14	-14.2	73	-3.62	14	-2.74	73	-13.39	-12.93	-3.38	-3.0	4	31
P20711_1_480_3rbl_pdb_ORN_PLP_2.dlg	ORN	-12.94	34	-12.24	27	-1.08	34	-3.91	27	-11.61	-10.9	-2.28	-3.61	2	23
Q9HD40_1_501_3hl2_pdb_ORN_PLP_4.dlg	ORN	-14.97	15	-14.77	47	-3.61	15	-2.26	47	-13.95	-13.74	-3.25	-2.12	3	27
P54687_1_386_2coi_pdb_ORN_PLP_1.dlg	ORN	-14.02	37	-14.02	37	-3.08	37	-3.08	37	-12.46	-12.46	-2.91	-2.91	1	25
P34896_11_480_1bj4_pdb_ORN_PLP_1.dlg	ORN	-11.7	48	-11.7	48	-1.89	48	-1.89	48	-10.85	-10.85	-1.66	-1.66	1	28
P20711_1_383_1js6.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-13.04	100	-13.04	100	-2.63	100	-2.63	100	-12.22	-12.22	-2.57	-2.57	1	46
O15382_28_392_1kt8_pdb_ORN_PLP_2.dlg	ORN	-14.89	76	-14.89	76	-2.87	76	-2.87	76	-13.55	-13.55	-2.62	-2.62	1	17
P17174_2_413_3wzf_pdb_ORN_PLP_1.dlg	ORN	-14.0	92	-12.55	23	-4.38	92	-3.14	23	-12.74	-11.62	-4.27	-3.61	5	33
P06737_2_847_1fc0_pdb_ORN_PLP_2.dlg	ORN	-15.33	34	-14.62	10	-4.18	34	-3.84	10	-14.11	-13.44	-4.02	-3.68	2	30
Q96QU6_55_475_1m7y.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-13.22	44	-13.22	44	-3.98	44	-3.98	44	-11.48	-11.48	-3.85	-3.85	1	15
Q96GA7_11_328_2rkb.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-13.42	39	-11.89	51	-4.18	39	-2.83	51	-12.12	-11.05	-3.56	-2.49	7	30
Q9HD40_19_462_4zdl.1.A_swissmodel_ORN_PLP_3.dlg	ORN	-15.78	77	-15.76	60	-2.91	77	-3.69	60	-14.7	-14.68	-2.95	-3.26	2	21
P11217_13_837_3zcp.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-14.72	70	-14.72	70	-4.79	70	-4.79	70	-12.9	-12.9	-3.97	-3.97	1	26
Q8TBG4_7_438_4ysn.1.A_swissmodel_ORN_PLP_3.dlg	ORN	-10.18	63	-10.18	63	-3.3	63	-3.3	63	-6.82	-6.82	-1.95	-1.95	1	35
P04181_1_439_2oat_pdb_ORN_PLP_2.dlg	ORN	-14.28	48	-14.28	48	-4.22	48	-4.22	48	-13.04	-13.04	-4.36	-4.36	1	62
Q96I15_8_445_3gzd_pdb_ORN_PLP_1.dlg	ORN	-11.53	39	-9.22	56	-4.43	39	-4.15	56	-8.65	-8.19	-3.72	-3.66	2	29
Q16773_1_422_1w7m_pdb_ORN_PLP_2.dlg	ORN	-13.25	65	-13.25	65	-5.0	65	-5.0	65	-11.87	-11.87	-4.9	-4.9	1	39
P11216_1_843_5iko_pdb_ORN_PLP_3.dlg	ORN	-13.82	98	-13.16	15	-2.46	98	-3.22	15	-12.57	-12.42	-2.4	-2.94	5	28
Q05329_88_584_2okk_pdb_ORN_PLP_2.dlg	ORN	-12.72	38	-12.72	38	-2.03	38	-2.03	38	-11.67	-11.67	-1.53	-1.53	1	25
Q9BYV1_65_508_5g4i.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-10.79	52	-10.79	52	-1.75	52	-1.75	52	-9.82	-9.82	-1.58	-1.58	1	29
Q6YP21_41_450_3e2y.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-16.33	26	-16.33	26	-6.45	26	-6.45	26	-14.79	-14.79	-5.02	-5.02	1	33
O15382_28_392_2hdk_pdb_ORN_PLP_2.dlg	ORN	-15.28	78	-12.85	89	-3.07	78	-3.12	89	-13.88	-12.3	-2.74	-3.5	6	12
P11217_13_837_3zcp.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-14.91	20	-14.91	20	-4.64	20	-4.64	20	-13.1	-13.1	-3.89	-3.89	1	30
O15382_28_392_1kt8_pdb_ORN_PLP_1.dlg	ORN	-15.01	94	-14.02	67	-3.21	94	-3.46	67	-13.71	-12.54	-2.42	-3.29	3	14
Q16773_1_422_3fvu_pdb_ORN_PLP_2.dlg	ORN	-15.19	71	-15.19	71	-4.63	71	-4.63	71	-13.6	-13.6	-4.59	-4.59	1	76
P19113_2_477_4e1o.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-14.3	82	-14.3	82	-3.68	82	-3.68	82	-13.03	-13.03	-3.95	-3.95	1	61
Q16773_1_422_4wp0_pdb_ORN_PLP_1.dlg	ORN	-14.04	65	-13.12	29	-5.2	65	-5.75	29	-12.53	-12.2	-4.23	-4.86	3	29
P23378_53_1006_4lgl.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-10.94	78	-10.94	78	-3.6	78	-3.6	78	-9.72	-9.72	-3.37	-3.37	1	36
Q05329_88_584_2okk.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-12.96	78	-12.96	78	-1.9	78	-1.9	78	-11.94	-11.94	-1.54	-1.54	1	29
Q16773_1_422_3fvs_pdb_ORN_PLP_1.dlg	ORN	-13.09	18	-11.52	44	-6.38	18	-5.14	44	-12.36	-10.63	-5.84	-4.6	5	19
P06737_1_847_1l5s_pdb_ORN_PLP_1.dlg	ORN	-15.0	64	-15.0	64	-4.07	64	-4.07	64	-13.56	-13.56	-3.69	-3.69	1	23
P32929_1_405_3elp_pdb_ORN_PLP_4.dlg	ORN	-12.38	68	-12.38	68	-2.3	68	-2.3	68	-11.18	-11.18	-2.46	-2.46	1	20
O15382_28_392_5bwx_pdb_ORN_PLP_1.dlg	ORN	-14.0	25	-13.23	91	-1.93	25	-4.33	91	-12.81	-12.3	-2.4	-3.57	5	25
P04181_38_439_2can_pdb_ORN_PLP_2.dlg	ORN	-13.55	28	-13.55	28	-4.42	28	-4.42	28	-11.94	-11.94	-4.09	-4.09	1	65
Q9Y697_67_457_5kz5_pdb_ORN_PLP_8.dlg
Q9Y697_67_457_5kz5_pdb_ORN_PLP_2.dlg
P06737_1_847_1exv_pdb_ORN_PLP_2.dlg	ORN	-14.83	46	-14.83	46	-3.41	46	-3.41	46	-13.62	-13.62	-3.52	-3.52	1	24
P17174_2_413_3wzf.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-13.1	4	-12.77	30	-1.65	4	-3.2	30	-13.08	-11.59	-1.8	-3.55	3	36
P20711_1_480_3rbf.1.B_swissmodel_ORN_PLP_2.dlg	ORN	-11.5	22	-10.83	37	-1.86	22	-2.67	37	-10.83	-10.34	-1.89	-2.1	5	16
Q9Y617_17_370_3e77_pdb_ORN_PLP_1.dlg	ORN	-14.29	10	-12.63	52	-3.36	10	-1.49	52	-11.96	-11.18	-2.72	-1.76	2	26
Q8N5Z0_1_425_4gdy_pdb_ORN_PLP_2.dlg	ORN	-14.36	31	-14.36	31	-4.09	31	-4.09	31	-12.42	-12.42	-4.02	-4.02	1	25
P04181_1_439_2byl_pdb_ORN_PLP_2.dlg	ORN	-11.46	1	-11.46	1	-2.16	1	-2.16	1	-10.35	-10.35	-2.22	-2.22	1	21
Q99259_90_594_3vp6_pdb_ORN_PLP_2.dlg	ORN	-14.33	79	-14.33	79	-4.05	79	-4.05	79	-12.7	-12.7	-3.99	-3.99	1	70
O15382_28_392_5i5w_pdb_ORN_PLP_1.dlg	ORN	-14.79	56	-12.79	89	-3.29	56	-3.67	89	-13.65	-11.65	-2.85	-3.36	3	22
P21549_1_392_4kyo_pdb_ORN_PLP_1.dlg	ORN	-9.94	89	-9.27	14	-4.17	89	-3.82	14	-7.97	-7.7	-3.56	-3.08	4	24
Q9Y697_67_457_5kz5_pdb_ORN_PLP_7.dlg
P11216_1_843_5iko_pdb_ORN_PLP_2.dlg	ORN	-13.71	8	-13.71	8	-3.08	8	-3.08	8	-12.62	-12.62	-2.85	-2.85	1	21
P06737_1_847_1l5s_pdb_ORN_PLP_3.dlg	ORN	-14.72	82	-14.72	82	-4.08	82	-4.08	82	-13.58	-13.58	-3.68	-3.68	1	32
Q99259_93_593_2okj.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-13.89	38	-13.89	38	-3.78	38	-3.78	38	-12.16	-12.16	-3.2	-3.2	1	31
Q9Y697_67_457_5kz5_pdb_ORN_PLP_4.dlg
P11926_7_427_1d7k_pdb_ORN_PLP_1.dlg	ORN	-12.36	47	-10.79	87	-3.72	47	-1.09	87	-11.56	-10.25	-3.72	-2.11	10	13
P06737_1_847_1exv_pdb_ORN_PLP_1.dlg	ORN	-14.78	78	-14.02	16	-3.55	78	-4.64	16	-13.53	-13.01	-3.73	-4.05	3	23
Q8N5Z0_1_425_4ge4_pdb_ORN_PLP_2.dlg	ORN	-14.12	36	-13.92	42	-3.55	36	-3.07	42	-12.62	-12.8	-4.0	-2.97	2	35
Q9NUV7_105_529_4bmk.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-14.57	26	-12.53	31	-2.76	26	-2.65	31	-12.39	-11.21	-3.07	-2.71	2	15
P04181_38_439_1gbn_pdb_ORN_PLP_3.dlg	ORN	-13.31	6	-13.31	68	-4.32	6	-3.8	68	-12.0	-11.91	-3.44	-4.14	2	35
P00505_30_430_5ax8_pdb_ORN_PLP_1.dlg	ORN	-13.85	31	-13.02	41	-3.21	31	-3.29	41	-12.66	-12.37	-2.6	-2.96	3	18
P21549_1_392_1j04_pdb_ORN_PLP_2.dlg	ORN	-12.88	65	-11.98	76	-4.12	65	-5.1	76	-11.12	-10.61	-4.65	-4.66	2	25
P21549_6_392_3r9a.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-10.03	31	-8.78	72	-4.89	31	-5.68	72	-7.57	-7.04	-3.27	-4.81	3	23
P34896_8_483_1eji.1.D_swissmodel_ORN_PLP_2.dlg	ORN	-13.47	7	-12.77	4	-4.91	7	-4.17	4	-12.11	-10.98	-4.52	-3.93	2	23
O15382_28_392_5bwv_pdb_ORN_PLP_1.dlg	ORN	-14.87	28	-14.72	70	-4.78	28	-3.74	70	-13.06	-13.73	-3.89	-3.33	2	19
P11926_2_421_4zgy_pdb_ORN_PLP_1.dlg	ORN	-12.41	2	-11.45	72	-5.32	2	-4.28	72	-11.06	-10.49	-4.2	-3.69	3	15
P04181_36_439_2byj.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-14.42	9	-14.42	9	-4.67	9	-4.67	9	-12.52	-12.52	-4.43	-4.43	1	33
P22557_194_547_1fc4.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-11.71	92	-11.71	92	-4.59	92	-4.59	92	-9.99	-9.99	-3.73	-3.73	1	68
Q8N5Z0_1_425_3dc1_pdb_ORN_PLP_1.dlg	ORN	-14.71	5	-14.71	5	-5.31	5	-5.31	5	-12.89	-12.89	-4.54	-4.54	1	24
P20711_1_383_1js6.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-13.27	100	-13.26	75	-2.44	100	-3.46	75	-12.13	-12.04	-2.6	-2.55	2	37
P34897_22_504_4pvf_pdb_ORN_PLP_4.dlg	ORN	-12.6	59	-12.6	59	-4.34	59	-4.34	59	-11.36	-11.36	-4.43	-4.43	1	17
Q16773_3_421_4ge9.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-11.18	15	-11.18	15	-4.03	15	-4.03	15	-9.29	-9.29	-3.61	-3.61	1	28
O15270_112_537_4bmk.1.A_swissmodel_ORN_PLP_1.dlg	ORN	-11.56	17	-11.56	17	-2.67	17	-2.67	17	-10.21	-10.21	-3.86	-3.86	1	39
O15382_28_392_5i60_pdb_ORN_PLP_1.dlg	ORN	-15.09	86	-12.73	98	-2.99	86	-3.32	98	-13.6	-11.86	-2.92	-3.41	5	26
Q8NHS2_5_399_3wzf.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-12.78	73	-12.2	69	-2.0	73	-4.94	69	-11.22	-11.45	-2.04	-4.38	3	13
P32929_1_402_2nmp_pdb_ORN_PLP_2.dlg	ORN	-11.79	78	-11.79	78	-2.23	78	-2.23	78	-10.63	-10.63	-1.96	-1.96	1	12
P06737_24_832_3cem_pdb_ORN_PLP_2.dlg	ORN	-14.72	69	-13.49	68	-3.76	69	-3.47	68	-13.43	-12.83	-3.72	-3.1	4	22
Q96I15_8_445_3gzc_pdb_ORN_PLP_1.dlg	ORN	-12.4	62	-10.55	2	-4.82	62	-5.26	2	-10.9	-9.12	-4.55	-4.64	4	24
O15382_28_392_2hg8_pdb_ORN_PLP_1.dlg	ORN	-14.67	60	-14.59	50	-6.06	60	-4.26	50	-14.41	-13.11	-6.09	-3.9	3	16
P0DN79_43_545_4pcu.1.A_swissmodel_ORN_PLP_2.dlg	ORN	-12.55	81	-10.77	33	-4.6	81	-2.39	33	-11.19	-9.87	-4.05	-2.69	4	29
