dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
Q14CH1_48_490_3a9y.1.B_swissmodel_THR_PLP_2.dlg	THR	-8.01	94	-8.01	94	-3.27	94	-3.27	94	-4.52	-4.52	-2.71	-2.71	1	41
Q71RI9-1_42_451_2zjg_pdb_THR_PLP_2.dlg	THR	-13.33	26	-11.46	57	-5.55	26	-5.07	57	-11.75	-10.4	-5.18	-5.38	4	34
O88533_1_467_1js6.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.06	36	-11.06	36	-4.15	36	-4.15	36	-10.31	-10.31	-3.91	-3.91	1	45
O35484_8_435_3btn.1.A_swissmodel_THR_PLP_1.dlg	THR	-7.53	77	-7.37	38	-3.3	77	-2.57	38	-7.53	-6.64	-3.3	-2.7	2	49
Q80WP8-1_59_550_6enz.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.78	76	-10.78	76	-3.82	76	-3.82	76	-9.59	-9.59	-3.87	-3.87	1	32
Q3UX83-2_105_524_1m4n.1.A_swissmodel_THR_PLP_2.dlg	THR	-11.45	50	-11.38	64	-5.65	50	-4.84	64	-10.65	-10.66	-4.45	-4.86	2	24
Q6P6M7_23_467_3bcb.1.A_swissmodel_THR_PLP_3.dlg	THR	-13.51	46	-12.79	35	-5.65	46	-5.76	35	-12.41	-11.95	-5.17	-4.37	4	18
Q80WP8-1_59_550_6enz.1.A_swissmodel_THR_PLP_2.dlg	THR	-11.73	60	-11.73	60	-4.57	60	-4.57	60	-9.9	-9.9	-4.05	-4.05	1	41
Q71RI9-1_42_451_3e2f_pdb_THR_PLP_2.dlg	THR	-13.82	43	-13.82	43	-5.25	43	-5.25	43	-12.59	-12.59	-5.26	-5.26	1	72
O35484_8_435_3btn_pdb_THR_PLP_1.dlg	THR	-8.3	95	-8.05	41	-3.2	95	-3.26	41	-8.3	-7.45	-3.2	-3.12	2	26
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_THR_PLP_2.dlg	THR	-14.78	81	-13.39	19	-5.94	81	-4.26	19	-12.98	-12.6	-5.72	-4.07	2	19
Q9ET01_24_839_1xoi.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.3	31	-12.3	31	-5.35	31	-5.35	31	-11.02	-11.02	-4.59	-4.59	1	88
Q8VBT2_1_325_1pwh.2.A_swissmodel_THR_PLP_1.dlg	THR	-12.42	88	-11.81	18	-5.93	88	-6.02	18	-10.95	-10.47	-5.14	-5.67	3	66
Q8QZR1_64_442_3pdx.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.68	44	-10.35	90	-4.57	44	-4.55	90	-9.91	-9.5	-4.78	-3.89	2	48
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.53	28	-12.53	28	-3.85	28	-3.85	28	-11.62	-11.62	-3.75	-3.75	1	39
Q71RI9-1_42_451_5veq.1.A_swissmodel_THR_PLP_1.dlg	THR	-15.44	32	-15.44	32	-5.28	32	-5.28	32	-14.08	-14.08	-5.6	-5.6	1	63
Q71RI9-2_7_416_5veq.1.A_swissmodel_THR_PLP_2.dlg	THR	-14.61	20	-14.61	20	-5.86	20	-5.86	20	-13.5	-13.5	-5.5	-5.5	1	56
Q8QZR1_64_442_3pdx.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.74	33	-10.34	30	-5.16	33	-4.51	30	-10.05	-9.57	-4.86	-3.9	2	48
O35423-1_27_412_3kgw_pdb_THR_PLP_1.dlg	THR	-10.65	97	-10.65	97	-2.5	97	-2.5	97	-9.79	-9.79	-2.59	-2.59	1	32
Q71RI9-1_42_451_5veq_pdb_THR_PLP_4.dlg	THR	-16.73	3	-16.73	3	-6.22	3	-6.22	3	-15.47	-15.47	-5.18	-5.18	1	61
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.53	84	-9.53	84	-3.45	84	-3.45	84	-8.75	-8.75	-3.31	-3.31	1	21
Q9WUB3_11_836_2pyd.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.5	34	-10.62	31	-2.88	34	-4.45	31	-10.1	-9.88	-3.3	-4.44	6	41
P05202_32_430_1ama.1.A_swissmodel_THR_PLP_2.dlg	THR	-16.25	18	-16.25	18	-7.1	18	-7.1	18	-14.61	-14.61	-6.58	-6.58	1	75
Q8VC19_199_634_6hrh.1.B_swissmodel_THR_PLP_1.dlg	THR	-14.48	14	-14.48	14	-4.72	14	-4.72	14	-12.84	-12.84	-4.43	-4.43	1	99
Q80W22_1_469_1kl7.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.5	51	-9.5	51	-3.18	51	-3.18	51	-8.63	-8.63	-3.02	-3.02	1	27
Q6P6M7_23_467_3bcb_pdb_THR_PLP_3.dlg	THR	-13.82	9	-12.59	74	-5.39	9	-3.69	74	-12.72	-11.97	-5.11	-4.4	9	21
Q8QZR1_52_442_4ge9.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.39	26	-9.39	26	-3.23	26	-3.23	26	-8.12	-8.12	-2.68	-2.68	1	29
Q8QZR1_64_442_3pdx_pdb_THR_PLP_1.dlg	THR	-11.19	91	-10.29	35	-4.7	91	-3.82	35	-10.07	-9.52	-4.68	-4.01	2	41
Q9WVM8_1_425_4gdy.1.B_swissmodel_THR_PLP_1.dlg	THR	-13.51	49	-12.31	43	-4.16	49	-5.6	43	-12.48	-11.69	-4.39	-5.88	3	38
Q80WP8-2_68_523_2okj.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.08	1	-13.08	1	-4.83	1	-4.83	1	-11.74	-11.74	-5.1	-5.1	1	51
P00860_7_427_1d7k.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.09	34	-9.82	80	-4.35	34	-2.93	80	-8.6	-8.71	-3.84	-2.8	3	21
Q3UEG6_52_507_4atp.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.87	43	-9.87	43	-5.08	43	-5.08	43	-8.53	-8.53	-4.77	-4.77	1	45
P48320_88_584_2okk.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.42	80	-11.42	80	-3.57	80	-3.57	80	-10.58	-10.58	-3.23	-3.23	1	33
O35855_29_393_1ekp.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.72	7	-12.56	61	-5.01	7	-3.62	61	-11.58	-11.88	-4.33	-4.08	2	38
O88986_28_415_1fc4.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.33	14	-13.33	14	-5.45	14	-5.45	14	-11.29	-11.29	-5.27	-5.27	1	83
Q80WP8-2_59_493_6enz.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.48	22	-8.93	17	-4.59	22	-3.47	17	-9.09	-7.78	-4.33	-3.7	4	33
P50431_9_478_1rvu.1.A_swissmodel_THR_PLP_3.dlg	THR	-9.06	40	-9.06	40	-4.04	40	-4.04	40	-7.43	-7.43	-4.15	-4.15	1	49
Q8VBT2_5_317_2o2j.1.B_swissmodel_THR_PLP_2.dlg	THR	-10.08	87	-9.91	22	-4.15	87	-4.35	22	-9.3	-9.32	-4.14	-3.02	2	33
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.74	88	-10.09	66	-3.58	88	-3.79	66	-10.42	-9.24	-3.63	-2.92	3	41
Q71RI9-1_42_451_5veq_pdb_THR_PLP_1.dlg	THR	-16.76	5	-16.76	5	-5.44	5	-5.44	5	-15.55	-15.55	-5.61	-5.61	1	62
P48318_92_593_2okj.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.93	22	-9.83	37	-5.36	22	-4.44	37	-9.14	-8.84	-5.12	-4.42	3	58
Q91WT9-1_40_557_4pcu.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.12	30	-10.12	30	-2.92	30	-2.92	30	-9.35	-9.35	-2.83	-2.83	1	73
Q6P6M7_23_467_3bc8_pdb_THR_PLP_4.dlg	THR	-14.21	44	-14.09	86	-4.2	44	-5.75	86	-12.92	-12.55	-4.04	-4.25	2	36
Q9WUB3_11_836_2pyd.1.A_swissmodel_THR_PLP_2.dlg	THR	-11.85	35	-11.34	27	-3.43	35	-4.6	27	-10.42	-10.14	-3.64	-4.14	2	25
P61922-2_39_444_4y0h.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.29	9	-12.29	9	-5.7	9	-5.7	9	-11.46	-11.46	-5.0	-5.0	1	71
Q6P6M7_23_467_3bc8_pdb_THR_PLP_3.dlg	THR	-14.01	29	-14.01	29	-5.59	29	-5.59	29	-12.67	-12.67	-4.4	-4.4	1	41
Q8BG54_108_530_6hrh.1.B_swissmodel_THR_PLP_2.dlg	THR	-12.3	52	-12.3	52	-3.55	52	-3.55	52	-9.2	-9.2	-3.25	-3.25	1	67
O35423-1_27_412_3kgx_pdb_THR_PLP_1.dlg	THR	-10.83	31	-10.83	31	-3.32	31	-3.32	31	-10.08	-10.08	-3.75	-3.75	1	46
Q8R238_12_327_2rkb.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.19	10	-12.19	10	-4.66	10	-4.66	10	-10.7	-10.7	-4.57	-4.57	1	16
P50431_1_478_1eji_pdb_THR_PLP_1.dlg	THR	-14.6	2	-14.6	2	-6.3	2	-6.3	2	-12.86	-12.86	-6.01	-6.01	1	67
Q8QZR1_64_442_3pdx_pdb_THR_PLP_2.dlg	THR	-11.2	35	-10.45	87	-4.72	35	-4.12	87	-10.16	-9.44	-4.8	-3.93	2	45
Q8R1K4-2_26_438_5g4i.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.94	56	-10.02	28	-3.53	56	-2.31	28	-10.13	-9.27	-3.27	-2.9	2	22
Q8QZR5_20_495_3tcm.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.84	32	-10.02	7	-6.07	32	-2.71	7	-10.61	-7.96	-4.98	-2.38	2	40
P24288_21_385_2abj.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.14	21	-11.14	21	-3.88	21	-3.88	21	-10.36	-10.36	-3.95	-3.95	1	37
Q8BTY1_4_421_1w7m.1.A_swissmodel_THR_PLP_2.dlg	THR	-15.26	20	-15.26	20	-6.33	20	-6.33	20	-14.14	-14.14	-5.52	-5.52	1	82
Q99K85_17_370_3e77.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.28	79	-12.28	79	-4.46	79	-4.46	79	-10.95	-10.95	-4.24	-4.24	1	21
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.17	56	-11.17	56	-6.47	56	-6.47	56	-9.44	-9.44	-5.38	-5.38	1	39
Q71RI9-1_42_451_5vep_pdb_THR_PLP_2.dlg	THR	-12.36	86	-10.26	77	-5.24	86	-2.97	77	-11.5	-9.72	-5.26	-2.38	4	41
Q9JLI6-1_18_430_3a9y.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.83	78	-10.83	78	-6.88	78	-6.88	78	-9.34	-9.34	-5.31	-5.31	1	45
Q3UX83-1_157_576_1m4n.1.A_swissmodel_THR_PLP_2.dlg	THR	-11.43	35	-11.29	5	-4.93	35	-5.07	5	-10.0	-10.52	-4.75	-4.91	2	17
P00860_2_418_7odc_pdb_THR_PLP_1.dlg	THR	-11.44	52	-11.05	32	-6.19	52	-4.76	32	-10.34	-10.14	-6.06	-4.01	3	14
Q8BG54_108_530_6hrh.1.B_swissmodel_THR_PLP_1.dlg	THR	-12.11	64	-12.11	64	-3.15	64	-3.15	64	-10.25	-10.25	-3.5	-3.5	1	76
P50431_1_478_1eji_pdb_THR_PLP_4.dlg	THR	-11.6	74	-11.6	74	-4.3	74	-4.3	74	-10.78	-10.78	-3.98	-3.98	1	34
P05202_30_430_3hlm_pdb_THR_PLP_1.dlg	THR	-13.57	39	-13.55	23	-4.26	39	-4.23	23	-12.57	-12.88	-3.52	-3.93	2	36
Q6P6M7_23_467_3bcb.1.A_swissmodel_THR_PLP_4.dlg	THR	-13.79	34	-12.34	68	-6.0	34	-3.59	68	-12.38	-11.64	-5.09	-4.15	9	21
Q80WP8-2_68_523_2okj.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.93	57	-11.78	4	-4.08	57	-4.89	4	-10.59	-9.91	-3.83	-5.07	2	28
Q14CH1_35_495_5j8q.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.33	6	-9.33	6	-3.04	6	-3.04	6	-7.6	-7.6	-2.59	-2.59	1	24
Q6XPS7_39_398_1lw4.1.D_swissmodel_THR_PLP_2.dlg	THR	-9.22	45	-7.28	15	-4.27	45	-3.08	15	-5.49	-5.85	-2.59	-2.58	2	55
Q6P6M7_23_467_3bcb_pdb_THR_PLP_2.dlg	THR	-13.84	29	-13.36	92	-5.61	29	-4.93	92	-13.05	-12.51	-5.27	-4.74	2	20
Q9CXF0_6_460_3e9k.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.48	3	-8.34	69	-4.62	3	-0.88	69	-9.81	-7.83	-4.57	-0.98	4	52
Q91WT9-2_40_543_4pcu.1.B_swissmodel_THR_PLP_1.dlg	THR	-9.34	60	-8.55	62	-4.85	60	-4.32	62	-6.77	-6.44	-3.93	-4.33	2	38
Q71RI9-1_42_451_5veq_pdb_THR_PLP_2.dlg	THR	-15.69	16	-15.69	16	-6.16	16	-6.16	16	-14.91	-14.91	-5.55	-5.55	1	83
O35423-2_1_390_3kgw.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.15	9	-12.15	9	-5.8	9	-5.8	9	-11.14	-11.14	-4.71	-4.71	1	48
Q71RI9-2_7_416_5veq.1.A_swissmodel_THR_PLP_1.dlg	THR	-15.49	25	-15.49	25	-5.15	25	-5.15	25	-13.94	-13.94	-5.72	-5.72	1	68
Q3UEG6_63_509_6fyq.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.41	61	-7.61	50	-4.33	61	-1.47	50	-8.73	-6.9	-3.89	-1.46	3	27
Q8BTY1_4_421_1w7m.1.A_swissmodel_THR_PLP_1.dlg	THR	-14.38	59	-14.38	59	-5.53	59	-5.53	59	-13.37	-13.37	-5.38	-5.38	1	85
O35484_8_435_3btn_pdb_THR_PLP_2.dlg	THR	-7.19	38	-6.8	9	-1.69	38	-3.24	9	-6.52	-6.1	-1.83	-2.04	2	22
Q91WT9-2_40_543_4pcu.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.93	16	-9.93	16	-6.59	16	-6.59	16	-7.34	-7.34	-4.77	-4.77	1	43
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_THR_PLP_1.dlg	THR	-7.67	27	-7.67	27	-3.02	27	-3.02	27	-6.57	-6.57	-2.95	-2.95	1	29
P29758_38_439_2can.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.41	65	-9.41	65	-3.54	65	-3.54	65	-8.38	-8.38	-3.32	-3.32	1	28
Q3UX83-1_157_576_1m4n.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.98	82	-10.98	82	-4.83	82	-4.83	82	-10.3	-10.3	-4.65	-4.65	1	20
P05202_30_430_3hlm_pdb_THR_PLP_2.dlg	THR	-14.53	3	-14.53	3	-4.94	3	-4.94	3	-13.26	-13.26	-3.89	-3.89	1	56
Q80WP8-2_59_493_6enz.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.96	40	-9.33	7	-4.04	40	-3.24	7	-9.09	-8.82	-3.63	-3.34	2	30
Q6XPS7_39_398_1lw4.1.D_swissmodel_THR_PLP_4.dlg	THR	-10.58	70	-10.58	70	-3.9	70	-3.9	70	-8.59	-8.59	-3.71	-3.71	1	60
Q71RI9-1_42_451_3e2y_pdb_THR_PLP_1.dlg	THR	-16.28	3	-16.28	3	-6.11	3	-6.11	3	-15.01	-15.01	-5.17	-5.17	1	61
Q6P6M7_23_466_3bca_pdb_THR_PLP_4.dlg	THR	-14.85	81	-14.85	81	-6.03	81	-6.03	81	-13.21	-13.21	-5.09	-5.09	1	58
P00860_2_418_7odc_pdb_THR_PLP_2.dlg	THR	-12.25	16	-10.49	24	-4.49	16	-4.35	24	-9.73	-9.83	-3.99	-3.82	9	21
Q91W43_57_1010_6i34.1.A_swissmodel_THR_PLP_2.dlg	THR	-8.92	44	-7.16	86	-3.03	44	-3.0	86	-8.21	-6.69	-2.62	-3.34	11	21
A2AIG8-1_37_482_4n0b.2.B_swissmodel_THR_PLP_2.dlg	THR	-12.29	90	-11.89	86	-4.77	90	-4.52	86	-11.21	-11.08	-4.25	-4.13	2	38
Q8VC19_199_634_6hrh.1.B_swissmodel_THR_PLP_2.dlg	THR	-13.29	53	-13.29	53	-4.91	53	-4.91	53	-12.05	-12.05	-4.87	-4.87	1	97
Q6P6M7_23_467_3bcb.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.36	27	-12.35	16	-4.26	27	-4.72	16	-12.72	-11.63	-4.86	-4.23	9	32
Q6P6M7_23_467_3bc8_pdb_THR_PLP_2.dlg	THR	-14.27	93	-13.79	82	-4.1	93	-5.77	82	-13.18	-12.68	-4.37	-4.6	2	42
P61922-2_39_444_4y0h.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.36	32	-11.36	32	-3.05	32	-3.05	32	-10.21	-10.21	-3.34	-3.34	1	45
Q6P6M7_23_466_3bca_pdb_THR_PLP_3.dlg	THR	-14.63	39	-14.63	39	-6.08	39	-6.08	39	-13.09	-13.09	-4.97	-4.97	1	56
P05201_1_413_5tor.1.A_swissmodel_THR_PLP_1.dlg	THR	-13.72	81	-13.72	81	-4.87	81	-4.87	81	-12.05	-12.05	-4.47	-4.47	1	29
Q71RI9-1_42_451_5veq.1.A_swissmodel_THR_PLP_2.dlg	THR	-14.92	65	-14.92	65	-4.75	65	-4.75	65	-13.84	-13.84	-5.52	-5.52	1	69
Q8BH55_226_741_1kl7.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.77	54	-9.73	83	-3.04	54	-5.66	83	-9.56	-8.5	-2.67	-4.98	5	18
Q80WP8-1_59_550_6enz_pdb_THR_PLP_1.dlg	THR	-11.37	84	-11.37	84	-4.52	84	-4.52	84	-10.5	-10.5	-4.49	-4.49	1	22
Q7TSV6-1_3_399_2cst.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.33	89	-10.96	57	-3.45	89	-2.98	57	-10.56	-10.31	-3.42	-3.03	2	23
Q8VBT2_5_317_2o2j.1.B_swissmodel_THR_PLP_1.dlg	THR	-9.78	35	-9.78	35	-3.24	35	-3.24	35	-9.14	-9.14	-3.38	-3.38	1	18
O35855_29_393_1ekp.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.5	76	-12.5	76	-3.86	76	-3.86	76	-11.6	-11.6	-3.86	-3.86	1	45
Q71RI9-1_42_451_5ver_pdb_THR_PLP_1.dlg	THR	-13.82	23	-13.63	85	-5.35	23	-7.18	85	-12.5	-12.39	-5.44	-6.52	2	47
P50431_1_478_1eji_pdb_THR_PLP_3.dlg	THR	-12.29	32	-10.77	71	-5.0	32	-3.98	71	-11.47	-9.96	-5.51	-3.2	3	61
P50431_9_478_1rvu.1.A_swissmodel_THR_PLP_4.dlg	THR	-10.59	60	-10.59	60	-4.95	60	-4.95	60	-9.29	-9.29	-4.78	-4.78	1	29
O35423-2_1_390_3kgw.1.A_swissmodel_THR_PLP_1.dlg	THR	-10.86	88	-10.86	88	-3.15	88	-3.15	88	-9.94	-9.94	-3.48	-3.48	1	29
P23738_17_484_4e1o.1.A_swissmodel_THR_PLP_1.dlg	THR	-13.21	79	-13.21	79	-4.71	79	-4.71	79	-11.85	-11.85	-4.68	-4.68	1	92
P05202_32_430_1ama.1.A_swissmodel_THR_PLP_1.dlg	THR	-16.86	68	-16.86	68	-7.35	68	-7.35	68	-15.36	-15.36	-6.6	-6.6	1	82
Q8VCN5_9_398_5tsu.1.C_swissmodel_THR_PLP_2.dlg	THR	-12.68	50	-12.28	77	-6.29	50	-3.55	77	-9.74	-9.12	-4.44	-3.93	2	29
Q71RI9-1_42_451_5veq_pdb_THR_PLP_3.dlg	THR	-16.36	54	-16.36	54	-5.66	54	-5.66	54	-15.45	-15.45	-5.44	-5.44	1	50
O35484_11_417_1d7k.1.B_swissmodel_THR_PLP_1.dlg	THR	-6.83	32	-6.83	32	-3.18	32	-3.18	32	-5.86	-5.86	-2.8	-2.8	1	25
Q9ET01_24_839_1xoi.1.A_swissmodel_THR_PLP_1.dlg	THR	-11.9	66	-11.9	66	-5.49	66	-5.49	66	-10.98	-10.98	-4.75	-4.75	1	62
A2AIG8-2_41_459_1m4n.1.A_swissmodel_THR_PLP_2.dlg	THR	-10.36	23	-9.87	8	-4.48	23	-3.8	8	-9.08	-8.93	-4.36	-4.04	3	22
Q71RI9-1_42_451_5ver_pdb_THR_PLP_3.dlg	THR	-13.88	88	-13.67	98	-5.36	88	-7.09	98	-12.93	-12.61	-5.61	-6.23	3	55
A2AIG8-2_42_459_4n0b.2.B_swissmodel_THR_PLP_1.dlg	THR	-11.79	90	-11.79	90	-3.94	90	-3.94	90	-10.67	-10.67	-4.35	-4.35	1	17
P23738_17_484_4e1o.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.17	48	-13.17	48	-4.72	48	-4.72	48	-11.9	-11.9	-4.61	-4.61	1	88
P50431_1_478_1eji_pdb_THR_PLP_2.dlg	THR	-13.26	79	-13.26	79	-4.62	79	-4.62	79	-12.46	-12.46	-5.09	-5.09	1	49
Q6P6M7_23_467_3bcb_pdb_THR_PLP_1.dlg	THR	-13.64	88	-13.08	82	-5.22	88	-4.4	82	-12.57	-11.86	-5.21	-4.16	5	19
Q8VCN5_9_398_5tsu.1.C_swissmodel_THR_PLP_4.dlg	THR	-11.52	1	-11.52	1	-5.93	1	-5.93	1	-10.22	-10.22	-4.99	-4.99	1	35
Q8BWU8_9_436_5g4i.1.A_swissmodel_THR_PLP_2.dlg	THR	-13.95	98	-13.6	26	-5.32	98	-5.55	26	-13.25	-12.24	-5.4	-5.69	3	20
A2AIG8-2_42_459_4n0b.2.B_swissmodel_THR_PLP_2.dlg	THR	-12.43	83	-12.43	83	-4.65	83	-4.65	83	-11.5	-11.5	-4.4	-4.4	1	45
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_THR_PLP_2.dlg	THR	-6.63	11	-6.63	11	-2.29	11	-2.29	11	-6.04	-6.04	-2.25	-2.25	1	46
Q3UEG6_52_507_4atp.1.A_swissmodel_THR_PLP_3.dlg	THR	-10.6	62	-10.6	62	-6.0	62	-6.0	62	-9.03	-9.03	-4.73	-4.73	1	38
Q6P6M7_23_467_3bcb_pdb_THR_PLP_4.dlg	THR	-14.01	93	-13.04	81	-5.4	93	-4.88	81	-12.68	-12.24	-4.9	-4.25	5	23
P97363_115_554_5txr.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.64	90	-8.65	58	-1.5	90	-1.76	58	-7.89	-7.72	-1.69	-1.83	3	26
Q8BWU8_9_436_5g4i.1.A_swissmodel_THR_PLP_1.dlg	THR	-12.69	14	-12.39	73	-3.99	14	-4.18	73	-11.65	-11.63	-4.12	-4.0	2	62
Q3UEG6_52_507_4atp.1.A_swissmodel_THR_PLP_4.dlg	THR	-7.28	34	-7.28	34	-2.89	34	-2.89	34	-4.49	-4.49	-1.98	-1.98	1	25
P05202_30_430_3pdb_pdb_THR_PLP_2.dlg	THR	-13.97	54	-13.97	54	-4.56	54	-4.56	54	-12.96	-12.96	-4.51	-4.51	1	39
P61922-1_39_499_4zsy.1.A_swissmodel_THR_PLP_2.dlg	THR	-12.17	20	-12.17	20	-4.87	20	-4.87	20	-11.4	-11.4	-4.92	-4.92	1	65
P08680_143_578_6hrh.1.B_swissmodel_THR_PLP_2.dlg	THR	-13.49	55	-13.49	55	-4.41	55	-4.41	55	-11.77	-11.77	-4.61	-4.61	1	99
Q9QZX7-3_3_180_3hmk.1.A_swissmodel_THR_PLP_2.dlg	THR	-9.93	98	-9.5	14	-4.35	98	-3.5	14	-9.46	-8.84	-4.43	-2.99	3	25
P08680_143_578_6hrh.1.B_swissmodel_THR_PLP_1.dlg	THR	-13.38	86	-13.38	86	-4.54	86	-4.54	86	-12.03	-12.03	-4.22	-4.22	1	99
Q6P6M7_23_467_3bc8_pdb_THR_PLP_1.dlg	THR	-14.15	92	-13.69	42	-4.43	92	-5.35	42	-13.2	-12.56	-4.05	-4.42	2	42
Q91WT9-2_40_543_4pcu.1.A_swissmodel_THR_PLP_1.dlg	THR	-9.04	99	-8.44	15	-5.63	99	-5.42	15	-6.44	-6.56	-4.08	-4.34	2	34
