dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
Q86YJ6_1_470_1kl7.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.62	83	-10.62	83	-2.85	83	-2.85	83	-9.94	-9.94	-3.09	-3.09	1	63
P11216_1_843_5iko_pdb_HIS_PLP_4.dlg	HIS	-12.29	86	-12.29	86	-5.12	86	-5.12	86	-11.23	-11.23	-5.05	-5.05	1	41
P23378_53_1006_4lgl.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-8.8	46	-8.8	46	-3.42	46	-3.42	46	-7.48	-7.48	-3.11	-3.11	1	44
Q9HD40_1_501_3hl2_pdb_HIS_PLP_1.dlg	HIS	-13.56	30	-13.56	30	-6.04	30	-6.04	30	-12.78	-12.78	-6.16	-6.16	1	55
Q9HD40_1_501_4zdl_pdb_HIS_PLP_2.dlg	HIS	-13.65	82	-13.65	82	-5.58	82	-5.58	82	-13.19	-13.19	-5.3	-5.3	1	43
P00505_32_430_5ax8.2.B_swissmodel_HIS_PLP_2.dlg	HIS	-13.49	64	-12.2	68	-4.62	64	-3.75	68	-13.23	-11.63	-4.61	-3.93	3	18
O15382_28_392_5i60_pdb_HIS_PLP_2.dlg	HIS	-13.58	44	-11.72	98	-4.86	44	-3.9	98	-12.88	-10.99	-4.75	-3.87	6	37
Q9BYV1_65_508_5g4i.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.57	86	-7.65	92	-2.78	86	-2.84	92	-9.0	-7.15	-2.99	-2.75	5	24
P20711_1_480_3rbf_pdb_HIS_PLP_2.dlg	HIS	-9.68	70	-9.42	89	-6.18	70	-2.53	89	-9.68	-8.7	-6.18	-2.46	6	17
Q9Y697_67_457_5kz5_pdb_HIS_PLP_12.dlg
P54687_1_386_2cog_pdb_HIS_PLP_2.dlg	HIS	-12.86	25	-12.86	25	-6.34	25	-6.34	25	-11.8	-11.8	-4.71	-4.71	1	62
Q96GA7_11_328_2rkb_pdb_HIS_PLP_2.dlg	HIS	-12.69	33	-11.88	70	-5.03	33	-4.75	70	-11.66	-10.93	-4.55	-4.47	4	13
O15382_28_392_1kta_pdb_HIS_PLP_1.dlg	HIS	-13.92	55	-13.92	55	-4.92	55	-4.92	55	-12.87	-12.87	-5.01	-5.01	1	41
P17174_2_413_3wzf_pdb_HIS_PLP_2.dlg	HIS	-12.47	71	-12.04	33	-7.65	71	-3.66	33	-11.76	-11.09	-7.04	-3.18	4	36
Q8TBG4_7_438_4ysn.1.A_swissmodel_HIS_PLP_3.dlg	HIS	-7.83	1	-7.83	1	-4.37	1	-4.37	1	-3.45	-3.45	-3.15	-3.15	1	17
O15382_28_392_5i5u_pdb_HIS_PLP_2.dlg	HIS	-14.5	16	-14.34	12	-6.12	16	-6.92	12	-12.74	-13.25	-5.7	-5.35	2	35
P20711_1_480_3rbf.1.B_swissmodel_HIS_PLP_1.dlg	HIS	-10.23	10	-10.0	43	-2.96	10	-3.64	43	-9.24	-9.43	-2.8	-3.52	4	13
P34896_8_483_1eji.1.D_swissmodel_HIS_PLP_3.dlg	HIS	-9.63	79	-8.79	60	-4.7	79	-4.57	60	-8.57	-7.75	-4.55	-4.13	3	30
O15382_28_392_5i5x_pdb_HIS_PLP_2.dlg	HIS	-14.12	39	-13.48	93	-4.88	39	-4.42	93	-12.88	-12.73	-4.97	-4.43	3	36
P19113_2_477_4e1o.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.81	36	-12.81	36	-5.1	36	-5.1	36	-11.85	-11.85	-5.19	-5.19	1	57
P54687_1_386_2coi_pdb_HIS_PLP_1.dlg	HIS	-12.13	82	-12.13	82	-4.28	82	-4.28	82	-11.38	-11.38	-4.19	-4.19	1	60
Q9HD40_1_501_4zdl_pdb_HIS_PLP_4.dlg	HIS	-13.69	42	-13.69	42	-5.35	42	-5.35	42	-13.09	-13.09	-5.3	-5.3	1	51
Q16719_6_460_2hzp.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-9.08	81	-9.08	81	-2.14	81	-2.14	81	-8.27	-8.27	-1.9	-1.9	1	32
P11217_13_837_3zcp.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.66	52	-12.66	52	-5.39	52	-5.39	52	-11.85	-11.85	-5.32	-5.32	1	47
O15382_28_392_2a1h_pdb_HIS_PLP_2.dlg	HIS	-14.51	27	-14.51	27	-4.71	27	-4.71	27	-13.54	-13.54	-4.62	-4.62	1	36
O15382_28_392_5i5u_pdb_HIS_PLP_1.dlg	HIS	-14.58	45	-13.98	25	-6.38	45	-7.02	25	-13.62	-13.04	-6.22	-6.75	3	43
Q16773_1_422_3fvu_pdb_HIS_PLP_1.dlg	HIS	-12.61	81	-12.4	90	-7.3	81	-5.36	90	-11.49	-11.36	-6.33	-4.72	2	57
P24298_19_495_3tcm.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.35	83	-11.35	83	-6.85	83	-6.85	83	-9.76	-9.76	-6.42	-6.42	1	55
O15382_28_392_1ekv_pdb_HIS_PLP_2.dlg	HIS	-13.89	36	-13.89	36	-6.9	36	-6.9	36	-12.78	-12.78	-6.51	-6.51	1	39
P06737_1_847_1exv_pdb_HIS_PLP_1.dlg	HIS	-13.18	10	-12.14	18	-4.68	10	-5.46	18	-12.01	-10.85	-4.11	-5.18	3	24
Q96QU6_55_475_1m7y.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-13.36	24	-9.81	36	-5.8	24	-4.63	36	-11.66	-9.35	-5.44	-4.62	3	16
Q16773_1_422_3fvs_pdb_HIS_PLP_1.dlg	HIS	-12.62	11	-12.57	34	-4.69	11	-4.92	34	-12.16	-11.74	-4.71	-5.04	2	39
P17735_41_444_3dyd_pdb_HIS_PLP_1.dlg	HIS	-11.43	17	-11.43	17	-6.26	17	-6.26	17	-10.31	-10.31	-6.06	-6.06	1	26
P06737_1_847_1l5q_pdb_HIS_PLP_2.dlg	HIS	-12.57	31	-11.09	29	-4.29	31	-5.91	29	-11.41	-10.52	-3.69	-5.25	6	33
O15382_28_392_5i5t_pdb_HIS_PLP_2.dlg	HIS	-14.48	77	-13.56	7	-6.82	77	-7.34	7	-13.12	-12.54	-5.11	-7.09	2	21
P23378_53_1006_4lgl.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-8.04	70	-7.97	91	-4.2	70	-3.51	91	-6.66	-6.93	-3.53	-3.2	2	23
P13196_199_595_2bwp.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-8.88	70	-8.88	70	-3.86	70	-3.86	70	-7.68	-7.68	-3.97	-3.97	1	31
O15382_28_392_5cr5_pdb_HIS_PLP_2.dlg	HIS	-13.86	6	-13.86	6	-5.44	6	-5.44	6	-12.85	-12.85	-4.63	-4.63	1	38
Q9Y697_67_457_5kz5_pdb_HIS_PLP_8.dlg
Q99259_93_594_2okj_pdb_HIS_PLP_1.dlg	HIS	-12.71	18	-12.71	18	-6.56	18	-6.56	18	-11.24	-11.24	-6.35	-6.35	1	17
Q6YP21_41_450_3e2y.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-16.25	76	-16.25	76	-6.69	76	-6.69	76	-15.37	-15.37	-6.12	-6.12	1	66
O15382_28_392_2hdk_pdb_HIS_PLP_2.dlg	HIS	-13.8	16	-13.8	16	-4.59	16	-4.59	16	-12.93	-12.93	-4.5	-4.5	1	55
P54687_21_386_2abj.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.07	14	-10.54	37	-4.55	14	-5.44	37	-10.09	-9.58	-4.4	-5.06	2	18
P21549_1_392_4i8a_pdb_HIS_PLP_1.dlg	HIS	-7.75	44	-7.75	44	-3.64	44	-3.64	44	-6.31	-6.31	-3.27	-3.27	1	12
P06737_1_847_1l5q_pdb_HIS_PLP_1.dlg	HIS	-13.37	69	-13.37	69	-4.6	69	-4.6	69	-12.26	-12.26	-4.1	-4.1	1	22
Q9HD40_1_501_4zdo_pdb_HIS_PLP_3.dlg	HIS	-11.67	23	-11.67	23	-4.5	23	-4.5	23	-10.73	-10.73	-4.11	-4.11	1	24
Q99259_93_593_2okj.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-11.84	43	-11.84	43	-5.13	43	-5.13	43	-10.12	-10.12	-5.56	-5.56	1	31
P06737_1_847_1l5q_pdb_HIS_PLP_3.dlg	HIS	-13.14	62	-12.48	30	-4.54	62	-5.59	30	-12.09	-11.54	-3.92	-4.55	2	26
P17174_2_413_3wzf.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-11.91	95	-11.7	56	-4.18	95	-3.49	56	-10.46	-10.59	-3.12	-3.2	2	41
Q6ZQY3_35_520_5hsj.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.18	94	-9.82	72	-5.45	94	-4.22	72	-9.83	-9.08	-4.92	-4.33	2	14
P06737_1_847_1l5s_pdb_HIS_PLP_1.dlg	HIS	-12.75	73	-12.75	73	-4.52	73	-4.52	73	-11.46	-11.46	-3.9	-3.9	1	20
P04181_38_439_2can_pdb_HIS_PLP_1.dlg	HIS	-10.43	68	-10.43	68	-4.2	68	-4.2	68	-9.63	-9.63	-3.85	-3.85	1	17
O15382_28_392_5bwu_pdb_HIS_PLP_2.dlg	HIS	-15.14	89	-15.14	89	-7.15	89	-7.15	89	-13.52	-13.52	-5.35	-5.35	1	40
P11926_7_427_1d7k.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.48	20	-9.48	20	-5.87	20	-5.87	20	-8.54	-8.54	-5.32	-5.32	1	20
O15382_28_392_2hgx_pdb_HIS_PLP_1.dlg	HIS	-14.18	17	-14.18	17	-5.12	17	-5.12	17	-13.11	-13.11	-5.08	-5.08	1	31
Q16773_1_422_4wp0_pdb_HIS_PLP_1.dlg	HIS	-13.69	50	-13.69	50	-5.51	50	-5.51	50	-12.5	-12.5	-4.62	-4.62	1	79
O15382_28_392_5i5t_pdb_HIS_PLP_1.dlg	HIS	-14.21	6	-14.21	6	-7.45	6	-7.45	6	-13.03	-13.03	-6.86	-6.86	1	38
P11926_7_427_1d7k.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.12	81	-10.12	81	-5.05	81	-5.05	81	-8.87	-8.87	-4.13	-4.13	1	21
P20711_1_480_3rbf.1.B_swissmodel_HIS_PLP_2.dlg	HIS	-10.0	86	-9.85	52	-5.85	86	-1.93	52	-9.01	-8.9	-5.96	-2.03	2	16
P22557_151_541_2bwp.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-9.82	8	-8.34	4	-3.21	8	-4.78	4	-8.14	-7.56	-3.53	-4.41	4	33
P21549_1_388_2yob_pdb_HIS_PLP_1.dlg	HIS	-13.81	43	-13.81	43	-6.95	43	-6.95	43	-11.73	-11.73	-6.09	-6.09	1	48
Q9Y617_17_370_3e77_pdb_HIS_PLP_2.dlg	HIS	-11.33	33	-11.33	33	-6.34	33	-6.34	33	-10.39	-10.39	-6.3	-6.3	1	29
P32929_1_402_2nmp_pdb_HIS_PLP_3.dlg	HIS	-9.38	37	-9.38	37	-3.99	37	-3.99	37	-7.36	-7.36	-3.1	-3.1	1	14
P21549_1_392_4i8a_pdb_HIS_PLP_2.dlg	HIS	-7.68	80	-6.68	96	-2.79	80	-2.26	96	-5.98	-5.24	-2.81	-2.47	4	16
O15382_28_392_5hne_pdb_HIS_PLP_2.dlg	HIS	-13.32	36	-11.57	16	-4.76	36	-3.71	16	-12.68	-10.77	-4.76	-3.52	4	30
O15382_28_392_5bwt_pdb_HIS_PLP_2.dlg	HIS	-13.89	56	-12.99	73	-8.14	56	-5.19	73	-12.45	-11.69	-7.26	-4.83	4	19
Q8N5Z0_1_425_2r2n_pdb_HIS_PLP_2.dlg	HIS	-13.84	97	-13.51	42	-4.27	97	-4.66	42	-12.71	-12.62	-4.03	-4.38	2	34
P0DN79_41_550_4l3v.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-7.5	6	-7.5	6	-3.33	6	-3.33	6	-5.37	-5.37	-2.02	-2.02	1	34
Q8N5Z0_1_425_4gdy_pdb_HIS_PLP_2.dlg	HIS	-13.21	9	-13.21	9	-4.19	9	-4.19	9	-12.35	-12.35	-4.18	-4.18	1	53
P04181_1_439_1oat_pdb_HIS_PLP_1.dlg	HIS	-9.73	59	-9.16	28	-5.78	59	-4.06	28	-7.69	-8.46	-4.0	-3.76	4	21
Q9Y617_17_370_3e77.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.01	98	-11.19	70	-5.42	98	-4.02	70	-10.51	-10.38	-4.1	-3.81	3	16
P11926_1_461_2on3_pdb_HIS_PLP_2.dlg	HIS	-9.28	65	-9.22	98	-4.0	65	-4.78	98	-8.81	-8.12	-3.66	-4.45	3	12
O15382_28_392_2hg8_pdb_HIS_PLP_2.dlg	HIS	-14.04	46	-14.04	46	-4.83	46	-4.83	46	-13.2	-13.2	-4.62	-4.62	1	28
O15270_145_538_1fc4.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-7.03	23	-4.63	8	-3.24	23	-5.51	8	-5.76	-1.56	-2.29	-4.31	4	26
Q8N5Z0_1_425_5tf5_pdb_HIS_PLP_2.dlg	HIS	-13.44	6	-13.44	6	-4.94	6	-4.94	6	-12.65	-12.65	-4.78	-4.78	1	52
P80404_39_499_4y0d.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-12.24	69	-12.12	40	-5.65	69	-5.54	40	-11.22	-11.22	-4.89	-5.35	2	35
P24298_19_495_3tcm.1.A_swissmodel_HIS_PLP_1.dlg	HIS	-10.77	2	-10.77	2	-3.06	2	-3.06	2	-8.87	-8.87	-2.66	-2.66	1	57
P21549_1_388_2yob_pdb_HIS_PLP_2.dlg	HIS	-13.13	44	-12.77	60	-6.29	44	-5.83	60	-11.19	-10.92	-5.77	-5.24	2	41
O15382_28_392_5bwx_pdb_HIS_PLP_1.dlg	HIS	-14.15	8	-13.65	12	-6.37	8	-7.72	12	-12.91	-12.54	-5.45	-7.07	3	37
P34897_22_504_4pvf_pdb_HIS_PLP_4.dlg	HIS	-10.82	16	-10.82	16	-5.5	16	-5.5	16	-9.64	-9.64	-5.24	-5.24	1	33
P06737_1_847_1l5r_pdb_HIS_PLP_4.dlg	HIS	-12.34	94	-12.34	94	-6.39	94	-6.39	94	-11.0	-11.0	-5.36	-5.36	1	42
O15382_28_392_5bww_pdb_HIS_PLP_1.dlg	HIS	-14.65	96	-13.89	16	-5.22	96	-7.68	16	-13.88	-12.98	-5.02	-7.24	2	44
Q16773_1_422_4wp0_pdb_HIS_PLP_2.dlg	HIS	-12.45	91	-12.45	91	-5.63	91	-5.63	91	-11.57	-11.57	-4.86	-4.86	1	80
O75600_41_418_3tqx.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.94	71	-10.05	98	-3.89	71	-3.66	98	-10.94	-9.24	-3.89	-3.66	4	29
Q9Y600_1_493_2jis_pdb_HIS_PLP_1.dlg	HIS	-12.05	28	-11.32	66	-4.68	28	-6.69	66	-11.15	-10.51	-4.2	-6.25	4	29
P11216_22_840_5iko.1.A_swissmodel_HIS_PLP_4.dlg	HIS	-12.13	49	-12.13	49	-4.7	49	-4.7	49	-11.32	-11.32	-4.72	-4.72	1	50
Q9NUV7_155_530_2x8u.1.A_swissmodel_HIS_PLP_2.dlg	HIS	-10.6	66	-8.73	35	-4.38	66	-3.75	35	-10.11	-8.03	-4.97	-3.4	6	14
Q8N5Z0_1_425_4ge9_pdb_HIS_PLP_2.dlg	HIS	-13.36	6	-13.36	6	-4.77	6	-4.77	6	-12.48	-12.48	-4.82	-4.82	1	41
P54687_1_386_2coj_pdb_HIS_PLP_1.dlg	HIS	-12.19	42	-12.19	42	-4.87	42	-4.87	42	-11.59	-11.59	-4.02	-4.02	1	50
