dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
A2AIG8-2_42_459_4n0b.2.B_swissmodel_CYT_PLP_2.dlg	CYT	-14.05	75	-12.76	100	-5.56	75	-6.25	100	-12.51	-11.49	-4.77	-5.95	8	13
Q91WT9-1_40_557_4pcu.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-11.54	80	-9.54	71	-5.9	80	-5.4	71	-10.22	-8.74	-5.48	-3.98	14	7
Q8VCN5_9_398_5tsu.1.C_swissmodel_CYT_PLP_1.dlg	CYT	-12.71	98	-12.71	98	-7.31	98	-7.31	98	-11.36	-11.36	-7.1	-7.1	1	16
P00860_2_418_7odc_pdb_CYT_PLP_1.dlg	CYT	-13.45	95	-12.48	86	-11.39	95	-9.29	86	-12.52	-10.98	-9.4	-7.98	6	9
O88986_28_415_1fc4.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.0	82	-10.0	82	-6.32	82	-6.32	82	-6.66	-6.66	-4.97	-4.97	1	24
P61922-2_39_444_4y0h.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.41	79	-14.41	79	-6.66	79	-6.66	79	-12.54	-12.54	-6.53	-6.53	1	37
Q3UX83-2_105_524_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.03	33	-14.03	33	-4.36	33	-4.36	33	-12.11	-12.11	-4.27	-4.27	1	17
Q9DBE0_7_493_2jis.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.6	85	-12.88	68	-4.52	85	-6.43	68	-11.82	-11.66	-4.78	-5.91	4	16
O88986_28_415_1fc4.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.15	64	-11.15	64	-6.27	64	-6.27	64	-6.91	-6.91	-4.47	-4.47	1	19
Q71RI9-1_42_451_5vep_pdb_CYT_PLP_1.dlg	CYT	-12.61	99	-12.21	80	-6.18	99	-4.89	80	-10.66	-11.1	-5.84	-5.23	5	12
Q3UX83-1_157_576_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.83	35	-13.51	78	-7.2	35	-4.7	78	-13.32	-12.38	-7.16	-4.46	3	13
O35423-1_27_412_3kgw_pdb_CYT_PLP_1.dlg	CYT	-14.38	69	-12.75	30	-7.63	69	-5.95	30	-11.63	-10.95	-7.0	-5.77	3	23
Q71RI9-1_42_451_2zjg_pdb_CYT_PLP_2.dlg	CYT	-13.96	18	-13.96	18	-7.04	18	-7.04	18	-12.97	-12.97	-6.37	-6.37	1	17
P50431_1_478_1eji_pdb_CYT_PLP_2.dlg	CYT	-15.92	94	-15.92	94	-7.89	94	-7.89	94	-13.39	-13.39	-7.51	-7.51	1	24
Q9CZN7-1_43_503_5x3v.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.72	26	-9.44	97	-5.01	26	-3.93	97	-8.95	-8.98	-4.28	-4.38	7	11
O88533_1_467_1js6.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.36	82	-12.18	17	-6.23	82	-3.64	17	-12.11	-11.5	-5.61	-3.32	8	16
O35484_8_435_3btn.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.05	65	-8.85	98	-2.37	65	-4.45	98	-10.05	-8.25	-2.37	-3.83	6	5
Q71RI9-1_42_451_2zjg_pdb_CYT_PLP_1.dlg	CYT	-15.92	23	-15.65	59	-6.9	23	-8.67	59	-14.15	-13.35	-6.6	-6.64	2	22
Q8QZR1_64_442_3pdx_pdb_CYT_PLP_1.dlg	CYT	-12.22	89	-11.01	42	-3.49	89	-5.62	42	-11.14	-10.18	-3.27	-5.43	6	8
Q99K85_17_370_3e77.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.66	91	-14.66	91	-3.56	91	-3.56	91	-12.85	-12.85	-3.14	-3.14	1	8
Q6XPS7_39_398_1lw4.1.D_swissmodel_CYT_PLP_1.dlg	CYT	-9.36	32	-9.09	19	-5.83	32	-5.56	19	-6.7	-7.05	-4.03	-5.1	2	16
Q3UX83-1_157_576_1m4n.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.5	44	-13.5	44	-4.52	44	-4.52	44	-12.36	-12.36	-4.57	-4.57	1	23
Q71RI9-1_42_451_3e2z_pdb_CYT_PLP_2.dlg	CYT	-17.8	36	-17.8	36	-9.76	36	-9.76	36	-15.77	-15.77	-6.91	-6.91	1	30
Q8VBT2_5_317_2o2j.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.31	89	-10.98	6	-4.15	89	-4.06	6	-11.48	-10.47	-3.55	-3.72	14	7
P29758_38_439_2can.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.49	13	-11.49	13	-4.96	13	-4.96	13	-9.01	-9.01	-5.0	-5.0	1	45
Q6XPS7_39_398_1lw4.1.D_swissmodel_CYT_PLP_4.dlg	CYT	-10.72	14	-10.72	14	-4.34	14	-4.34	14	-7.78	-7.78	-4.35	-4.35	1	33
Q71RI9-1_42_451_5veq.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-18.18	48	-18.18	48	-7.6	48	-7.6	48	-15.86	-15.86	-7.35	-7.35	1	46
Q8R0X7_110_553_4q6r.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.08	86	-13.35	89	-6.27	86	-8.62	89	-12.65	-12.23	-5.86	-8.33	3	23
Q8VBT2_5_317_2o2j.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-12.12	1	-11.0	84	-3.92	1	-2.38	84	-12.12	-10.55	-3.92	-3.5	8	4
Q14CH1_48_490_3a9y.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-6.84	98	-6.84	98	-6.58	98	-6.58	98	-3.9	-3.9	-4.49	-4.49	1	62
Q8QZR5_20_495_3tcm.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-7.71	59	-6.35	30	-6.07	59	-4.32	30	-0.28	-1.72	-0.96	-1.22	2	14
Q8R1K4-1_10_436_5g4i.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-16.79	63	-15.32	84	-5.85	63	-4.97	84	-15.71	-14.13	-5.45	-4.25	5	28
Q8VCN5_9_398_5tsu.1.C_swissmodel_CYT_PLP_4.dlg	CYT	-14.09	84	-14.09	84	-5.35	84	-5.35	84	-11.99	-11.99	-5.7	-5.7	1	10
Q91WT9-2_40_543_4pcu.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-7.19	61	-7.19	61	-5.63	61	-5.63	61	-4.73	-4.73	-3.46	-3.46	1	15
A2AIG8-2_41_459_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.71	28	-11.56	51	-5.21	28	-6.03	51	-11.38	-10.76	-4.52	-5.49	12	12
Q99K85_17_370_3e77.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.45	55	-14.45	55	-4.5	55	-4.5	55	-12.84	-12.84	-4.0	-4.0	1	9
P97363_115_554_5txr.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.79	82	-12.79	82	-2.03	82	-2.03	82	-10.18	-10.18	-2.27	-2.27	1	31
P61922-1_39_499_4zsy.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.91	55	-14.91	55	-6.3	55	-6.3	55	-12.11	-12.11	-6.29	-6.29	1	61
P05201_1_413_5tor.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.99	99	-14.67	78	-5.98	99	-5.41	78	-13.14	-12.2	-5.67	-4.51	2	11
Q9ET01_24_839_1xoi.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.99	46	-13.99	46	-7.03	46	-7.03	46	-11.34	-11.34	-7.13	-7.13	1	20
Q91WT9-1_39_559_4l28.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-8.24	82	-8.24	82	-5.51	82	-5.51	82	-4.07	-4.07	-3.47	-3.47	1	16
Q71RI9-1_42_451_3e2f_pdb_CYT_PLP_2.dlg	CYT	-15.37	1	-15.37	1	-9.0	1	-9.0	1	-13.25	-13.25	-6.89	-6.89	1	25
Q8R238_12_327_2rkb.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.5	64	-13.09	42	-5.06	64	-5.73	42	-12.55	-11.89	-4.65	-5.09	3	11
O35484_11_417_1d7k.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-7.85	90	-7.04	75	-4.1	90	-6.55	75	-5.64	-5.37	-4.45	-4.7	5	7
Q9CZN7-2_40_500_5x3v.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-9.49	18	-9.25	65	-4.38	18	-3.8	65	-8.69	-8.23	-4.04	-3.38	4	9
Q8VCN5_9_398_5tsu.1.C_swissmodel_CYT_PLP_3.dlg	CYT	-13.95	27	-13.95	27	-8.85	27	-8.85	27	-9.54	-9.54	-6.69	-6.69	1	54
Q8BTY1_4_421_1w7m.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-16.31	95	-16.31	95	-6.93	95	-6.93	95	-13.86	-13.86	-5.99	-5.99	1	60
P61922-2_39_444_4y0h.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.98	41	-14.98	41	-6.08	41	-6.08	41	-11.83	-11.83	-6.17	-6.17	1	77
Q6P6M7_23_467_3bcb.1.A_swissmodel_CYT_PLP_3.dlg	CYT	-16.69	4	-16.12	54	-6.91	4	-4.51	54	-14.55	-14.53	-5.85	-5.26	2	17
Q80WP8-2_59_493_6enz.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-9.43	85	-9.43	85	-6.22	85	-6.22	85	-6.02	-6.02	-4.95	-4.95	1	45
Q80WP8-2_63_477_5hsj.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.89	29	-11.89	29	-4.37	29	-4.37	29	-10.73	-10.73	-3.12	-3.12	1	17
Q80WP8-1_59_550_6enz_pdb_CYT_PLP_1.dlg	CYT	-11.86	21	-10.71	69	-5.52	21	-6.48	69	-11.63	-9.78	-5.58	-6.2	3	12
Q9Z1J3_58_459_6nzu.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.41	32	-11.75	38	-4.52	32	-5.12	38	-10.78	-10.54	-4.01	-4.75	3	12
Q80WP8-1_64_549_5hsj.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.87	34	-12.09	13	-5.65	34	-3.83	13	-13.87	-11.16	-5.65	-3.63	8	10
Q8QZR1_64_442_3pdx.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.33	41	-12.33	41	-4.14	41	-4.14	41	-10.77	-10.77	-4.19	-4.19	1	13
Q6XPS7_39_398_1lw4.1.D_swissmodel_CYT_PLP_3.dlg	CYT	-9.05	91	-9.05	91	-6.3	91	-6.3	91	-4.37	-4.37	-3.37	-3.37	1	21
P00860_7_427_1d7k.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.48	64	-9.97	26	-6.44	64	-3.39	26	-10.08	-9.13	-6.12	-1.97	10	7
Q91W43_57_1010_6i34.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.75	42	-10.64	98	-5.44	42	-5.99	98	-9.48	-7.62	-5.59	-5.48	3	7
Q14CH1_35_495_5j8q.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.43	19	-11.43	19	-3.59	19	-3.59	19	-9.15	-9.15	-3.18	-3.18	1	15
P50431_1_478_1eji_pdb_CYT_PLP_4.dlg	CYT	-13.69	50	-12.19	36	-6.68	50	-7.58	36	-11.18	-10.07	-6.78	-7.27	3	15
P23738_17_484_4e1o.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-15.28	33	-15.28	33	-6.23	33	-6.23	33	-12.87	-12.87	-5.79	-5.79	1	38
Q9CXF0_6_460_3e9k.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.03	2	-11.03	2	-3.51	2	-3.51	2	-10.34	-10.34	-3.4	-3.4	1	14
Q71RI9-1_42_451_3e2f_pdb_CYT_PLP_1.dlg	CYT	-14.08	17	-12.61	23	-7.43	17	-5.57	23	-11.28	-11.19	-6.69	-5.7	6	12
A2AIG8-1_64_482_1m4n.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.54	4	-11.51	87	-4.56	4	-4.26	87	-11.58	-10.83	-4.26	-4.61	5	9
Q71RI9-1_42_451_5veq_pdb_CYT_PLP_4.dlg	CYT	-19.44	94	-19.44	94	-8.16	94	-8.16	94	-16.78	-16.78	-6.85	-6.85	1	37
Q3UEG6_63_509_6fyq.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.08	90	-9.58	48	-2.8	90	-8.14	48	-8.69	-8.02	-2.77	-7.28	2	16
Q7TSV6-1_3_399_2cst.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-15.19	40	-15.19	40	-4.74	40	-4.74	40	-13.26	-13.26	-3.8	-3.8	1	17
Q7TSV6-1_3_399_2cst.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.53	57	-13.53	57	-5.01	57	-5.01	57	-12.37	-12.37	-4.59	-4.59	1	12
Q80WP8-1_59_550_6enz_pdb_CYT_PLP_2.dlg	CYT	-13.58	73	-11.91	80	-5.63	73	-7.05	80	-11.45	-10.47	-4.68	-5.96	2	18
Q9JLI6-2_17_283_3a9x.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-10.52	55	-9.38	33	-3.39	55	-4.33	33	-9.29	-8.61	-2.61	-4.55	3	10
O35855_29_393_1ekp.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-14.25	35	-14.01	92	-7.5	35	-6.69	92	-12.22	-11.5	-6.29	-5.77	2	11
Q80WP8-1_59_550_6enz.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.19	77	-10.88	11	-4.78	77	-6.79	11	-9.72	-8.58	-5.24	-6.35	2	19
O35855_29_393_1ekp.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.04	86	-11.62	21	-4.25	86	-4.51	21	-11.5	-10.19	-4.31	-4.82	7	14
P97363_115_554_5txr.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-10.33	74	-9.47	46	-3.73	74	-1.99	46	-8.7	-7.5	-3.16	-1.66	3	20
O35423-2_1_390_3kgw.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.6	26	-11.41	18	-6.79	26	-7.38	18	-10.73	-9.86	-6.69	-6.21	3	17
Q3UNZ2_26_422_1d7k.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-13.66	19	-11.66	92	-8.0	19	-3.98	92	-11.16	-9.94	-7.43	-4.6	3	13
Q8BWU8_9_436_5g4i.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-15.06	61	-15.06	61	-6.88	61	-6.88	61	-13.92	-13.92	-6.54	-6.54	1	18
O35423-1_27_412_3kgx_pdb_CYT_PLP_1.dlg	CYT	-13.44	21	-13.44	21	-6.19	21	-6.19	21	-12.25	-12.25	-5.96	-5.96	1	19
Q6P6M7_23_467_3bc8_pdb_CYT_PLP_1.dlg	CYT	-16.79	30	-15.13	53	-5.78	30	-6.67	53	-15.89	-13.84	-5.07	-6.36	9	7
P48318_92_593_2okj.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.76	14	-11.4	77	-5.5	14	-8.45	77	-10.88	-10.33	-5.22	-7.64	6	12
Q91WT9-2_40_543_4pcu.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-8.53	71	-8.53	71	-6.33	71	-6.33	71	-4.95	-4.95	-3.48	-3.48	1	22
Q3UEG6_52_507_4atp.1.A_swissmodel_CYT_PLP_3.dlg	CYT	-9.69	47	-9.69	47	-5.84	47	-5.84	47	-6.3	-6.3	-5.08	-5.08	1	53
Q9WVM8_1_425_4gdy.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-15.44	58	-14.6	95	-4.54	58	-8.48	95	-13.17	-12.8	-4.29	-7.61	4	14
A2AIG8-1_37_482_4n0b.2.B_swissmodel_CYT_PLP_1.dlg	CYT	-13.72	18	-13.72	18	-5.18	18	-5.18	18	-12.27	-12.27	-5.08	-5.08	1	12
Q8R0X7_110_553_4q6r.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-15.09	24	-13.82	34	-5.4	24	-8.36	34	-12.59	-12.53	-6.04	-8.03	2	30
P08680_143_578_6hrh.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.88	15	-12.88	15	-6.82	15	-6.82	15	-9.94	-9.94	-6.27	-6.27	1	54
Q8BH55_226_741_1kl7.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.97	11	-11.54	72	-6.6	11	-5.05	72	-11.15	-10.7	-6.07	-5.09	3	16
Q9WVM8_1_425_4gdy.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-15.65	63	-13.85	100	-6.56	63	-7.38	100	-14.33	-12.42	-5.96	-7.22	7	18
Q6P6M7_23_467_3bc8_pdb_CYT_PLP_2.dlg	CYT	-17.17	72	-15.98	98	-7.11	72	-4.72	98	-15.79	-14.87	-6.0	-5.03	3	16
Q14CH1_48_490_3a9y.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-4.82	12	-4.07	9	-3.37	12	-4.85	9	1.76	-1.61	-1.35	-3.1	2	41
Q9WUB3_11_836_2pyd.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-12.27	46	-12.19	48	-6.88	46	-6.45	48	-9.02	-9.68	-6.1	-6.05	2	20
P61922-1_39_499_4zsy.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.81	6	-14.81	6	-7.45	6	-7.45	6	-12.29	-12.29	-6.77	-6.77	1	41
O35484_8_435_3btn_pdb_CYT_PLP_1.dlg	CYT	-10.42	71	-10.42	71	-5.89	71	-5.89	71	-9.63	-9.63	-3.96	-3.96	1	9
Q8VC19_199_634_6hrh.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.86	15	-12.86	15	-7.63	15	-7.63	15	-10.5	-10.5	-6.64	-6.64	1	50
Q91WT9-2_40_543_4pcu.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-8.44	7	-8.44	7	-5.73	7	-5.73	7	-5.49	-5.49	-3.91	-3.91	1	23
Q8QZR1_64_442_3pdx.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.81	6	-11.32	60	-9.11	6	-5.17	60	-11.81	-10.04	-9.11	-5.16	5	13
Q80WP8-2_68_523_2okj.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-14.65	98	-13.12	31	-9.03	98	-10.36	31	-12.35	-10.27	-7.7	-8.13	2	32
Q3UEG6_52_507_4atp.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-9.82	16	-9.82	16	-4.62	16	-4.62	16	-6.19	-6.19	-4.12	-4.12	1	34
Q80WP8-1_64_549_5hsj.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-13.93	54	-12.12	41	-5.89	54	-5.58	41	-11.98	-11.58	-5.58	-5.61	10	14
Q71RI9-2_7_416_5veq.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-18.28	9	-18.28	9	-8.0	9	-8.0	9	-15.52	-15.52	-7.25	-7.25	1	59
Q8QZR1_52_442_4ge9.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.11	27	-8.16	79	-5.17	27	-7.06	79	-11.26	-6.65	-4.83	-5.73	3	19
Q71RI9-1_42_451_3e2y_pdb_CYT_PLP_2.dlg	CYT	-19.63	39	-19.63	39	-8.71	39	-8.71	39	-16.22	-16.22	-6.31	-6.31	1	53
P48320_88_584_2okk.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.06	87	-13.06	87	-2.34	87	-2.34	87	-11.26	-11.26	-2.62	-2.62	1	6
Q71RI9-1_42_451_5veq_pdb_CYT_PLP_3.dlg	CYT	-19.65	46	-19.65	46	-9.1	46	-9.1	46	-15.92	-15.92	-6.67	-6.67	1	42
Q6P6M7_23_467_3bc8_pdb_CYT_PLP_4.dlg	CYT	-16.5	20	-16.2	19	-4.52	20	-5.18	19	-14.97	-15.2	-5.02	-5.13	2	11
Q8BG54_108_530_6hrh.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-11.82	60	-11.82	60	-7.13	60	-7.13	60	-8.56	-8.56	-5.19	-5.19	1	33
P05202_30_430_3pd6_pdb_CYT_PLP_1.dlg	CYT	-16.88	1	-15.85	85	-5.47	1	-5.49	85	-14.71	-14.38	-5.37	-5.03	3	11
P48320_88_584_2okk.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-12.45	70	-12.45	70	-3.68	70	-3.68	70	-11.6	-11.6	-2.76	-2.76	1	4
O35484_11_417_1d7k.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-7.84	19	-6.76	23	-5.89	19	-7.51	23	-7.84	-5.59	-5.89	-6.2	2	10
P29758_38_439_2can.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.99	97	-11.99	97	-4.38	97	-4.38	97	-9.25	-9.25	-4.78	-4.78	1	32
O35423-1_23_412_3kgw.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.38	26	-11.24	35	-5.66	26	-5.86	35	-11.6	-9.91	-4.38	-4.79	5	32
Q71RI9-1_42_451_5veq_pdb_CYT_PLP_2.dlg	CYT	-18.29	74	-18.29	74	-8.59	74	-8.59	74	-16.14	-16.14	-7.16	-7.16	1	43
Q80W22_1_469_1kl7.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-10.98	5	-10.58	30	-3.44	5	-3.87	30	-9.92	-9.8	-2.74	-3.08	5	7
Q91WT9-2_40_543_4pcu.1.B_swissmodel_CYT_PLP_1.dlg	CYT	-7.12	73	-3.63	50	-4.23	73	-2.5	50	-4.8	1.03	-4.14	-0.98	6	19
Q3UEG6_52_507_4atp.1.A_swissmodel_CYT_PLP_4.dlg	CYT	-8.97	55	-8.97	55	-6.04	55	-6.04	55	-4.32	-4.32	-4.67	-4.67	1	33
P50431_1_478_1eji_pdb_CYT_PLP_1.dlg	CYT	-16.34	99	-16.34	99	-8.49	99	-8.49	99	-13.36	-13.36	-8.01	-8.01	1	37
Q8QZR1_52_442_4ge9.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-11.04	43	-11.04	43	-5.82	43	-5.82	43	-7.99	-7.99	-5.9	-5.9	1	30
O35484_8_435_3btn_pdb_CYT_PLP_2.dlg	CYT	-10.5	34	-9.09	79	-2.22	34	-3.18	79	-9.1	-8.13	-1.49	-3.43	4	5
Q3UX83-2_102_522_6d0a.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-10.7	85	-9.9	29	-4.36	85	-4.53	29	-8.96	-7.93	-3.52	-3.99	3	9
P05202_30_430_3hlm_pdb_CYT_PLP_2.dlg	CYT	-15.81	79	-13.46	18	-5.41	79	-4.32	18	-14.06	-12.28	-5.06	-3.82	15	15
Q6P6M7_23_467_3bcb_pdb_CYT_PLP_4.dlg	CYT	-16.02	32	-14.99	46	-5.66	32	-6.93	46	-14.36	-13.26	-5.19	-7.29	4	12
O35423-2_1_390_3kgw.1.A_swissmodel_CYT_PLP_2.dlg	CYT	-11.65	78	-11.02	51	-6.7	78	-5.94	51	-9.51	-9.27	-5.79	-5.35	3	24
Q3UNZ2_26_422_1d7k.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-12.03	42	-11.88	60	-5.97	42	-4.7	60	-11.11	-10.03	-6.66	-4.8	2	21
Q80WP8-1_59_550_6enz.1.A_swissmodel_CYT_PLP_1.dlg	CYT	-13.03	49	-11.7	9	-6.37	49	-5.73	9	-10.72	-9.56	-5.74	-5.65	2	10
Q8BG54_108_530_6hrh.1.B_swissmodel_CYT_PLP_2.dlg	CYT	-11.8	82	-11.8	82	-6.98	82	-6.98	82	-7.73	-7.73	-4.84	-4.84	1	45
