dlg file	Ligand	BC (kcal/mol)	Run	LC (kcal/mol)	Run	BCaa (kcal/mol)	Run	LCaa (kcal/mol)	Run	BCM (kcal/mol)	LCM (kcal/mol)	BCaaM (kcal/mol)	LCaaM (kcal/mol)	LC	Num in LC
O15382_28_392_5i5u_pdb_PLP_1.dlg	PLP	-10.07	1	-10.07	1	-10.87	1	-10.87	1	-9.67	-9.67	-10.72	-10.72	1	91
Q9Y697_67_457_5kz5_pdb_PLP_6.dlg
Q9Y697_67_457_5kz5_pdb_PLP_2.dlg
P24298_19_495_3tcm.1.A_swissmodel_PLP_2.dlg	PLP	-10.35	13	-9.35	59	-11.68	13	-10.76	59	-9.9	-9.23	-11.12	-10.44	3	51
O15382_28_392_1kt8_pdb_PLP_1.dlg	PLP	-9.79	93	-9.79	93	-11.1	93	-11.1	93	-9.51	-9.51	-10.53	-10.53	1	51
P17735_41_444_3dyd.1.A_swissmodel_PLP_2.dlg	PLP	-7.62	37	-7.19	86	-8.28	37	-7.91	86	-7.4	-6.82	-8.07	-7.55	3	37
Q16773_1_422_1w7n_pdb_PLP_1.dlg	PLP	-11.94	50	-11.94	50	-12.75	50	-12.75	50	-11.68	-11.68	-12.7	-12.7	1	73
P21549_1_392_4kyo_pdb_PLP_2.dlg	PLP	-8.42	52	-8.42	52	-9.2	52	-9.2	52	-8.19	-8.19	-8.96	-8.96	1	43
P32929_1_402_3cog_pdb_PLP_4.dlg	PLP	-8.97	50	-8.97	50	-10.39	50	-10.39	50	-8.68	-8.68	-10.06	-10.06	1	100
P22557_151_541_2bwp.1.A_swissmodel_PLP_2.dlg	PLP	-8.69	38	-8.69	38	-9.54	38	-9.54	38	-8.51	-8.51	-9.36	-9.36	1	38
O15382_28_392_5bwv_pdb_PLP_1.dlg	PLP	-10.5	63	-10.0	29	-11.2	63	-11.49	29	-10.3	-9.84	-11.02	-11.2	4	54
P06737_1_847_1l7x_pdb_PLP_2.dlg	PLP	-9.46	6	-9.21	7	-10.29	6	-9.74	7	-9.14	-9.0	-9.98	-9.87	3	34
Q16773_1_422_4wp0_pdb_PLP_2.dlg	PLP	-8.92	91	-8.92	91	-9.69	91	-9.69	91	-8.77	-8.77	-9.52	-9.52	1	35
Q9HD40_1_501_4zdl_pdb_PLP_2.dlg	PLP	-9.75	55	-9.75	55	-10.76	55	-10.76	55	-9.47	-9.47	-10.53	-10.53	1	48
Q9HD40_19_462_4zdl.1.A_swissmodel_PLP_4.dlg	PLP	-10.97	95	-10.97	95	-12.37	95	-12.37	95	-10.78	-10.78	-11.94	-11.94	1	60
P17174_2_413_3wzf_pdb_PLP_2.dlg	PLP	-9.83	91	-9.82	46	-11.31	91	-11.27	46	-9.2	-9.39	-10.27	-10.72	2	55
Q9Y697_67_457_5kz5_pdb_PLP_1.dlg
P17735_51_442_4ge9.1.A_swissmodel_PLP_2.dlg	PLP	-8.53	13	-8.53	13	-9.43	13	-9.43	13	-8.21	-8.21	-9.22	-9.22	1	25
Q8N5Z0_1_425_3dc1_pdb_PLP_1.dlg	PLP	-10.39	13	-10.39	13	-11.56	13	-11.56	13	-9.78	-9.78	-11.07	-11.07	1	46
P21549_1_392_4kxk_pdb_PLP_1.dlg	PLP	-8.14	36	-8.14	36	-8.92	36	-8.92	36	-7.83	-7.83	-8.64	-8.64	1	69
P17174_2_413_3wzf.1.A_swissmodel_PLP_2.dlg	PLP	-9.12	35	-9.1	38	-10.12	35	-10.55	38	-8.97	-8.91	-9.88	-10.18	2	54
P20711_1_480_3rbf_pdb_PLP_1.dlg	PLP	-7.57	52	-7.57	52	-8.48	52	-8.48	52	-7.41	-7.41	-8.31	-8.31	1	39
Q9Y697_56_457_5usr.1.A_swissmodel_PLP_1.dlg	PLP	-7.42	29	-6.93	52	-8.18	29	-7.69	52	-6.89	-6.63	-7.71	-7.5	4	63
P04181_1_439_1oat_pdb_PLP_2.dlg	PLP	-8.19	58	-8.19	58	-9.07	58	-9.07	58	-8.02	-8.02	-8.95	-8.95	1	38
P32929_10_399_3cog.1.A_swissmodel_PLP_1.dlg	PLP	-8.71	42	-8.71	42	-9.83	42	-9.83	42	-8.35	-8.35	-9.65	-9.65	1	100
P17174_2_413_3wzf_pdb_PLP_1.dlg	PLP	-10.01	100	-9.81	42	-10.9	100	-10.58	42	-9.52	-9.33	-10.42	-10.51	2	41
P21549_1_392_4cbr_pdb_PLP_1.dlg	PLP	-8.29	11	-8.23	98	-9.74	11	-9.25	98	-8.08	-8.03	-9.51	-9.17	2	57
O95470_62_568_4q6r_pdb_PLP_2.dlg	PLP	-10.28	96	-10.28	96	-11.13	96	-11.13	96	-10.01	-10.01	-10.95	-10.95	1	49
O15382_28_392_1ekv_pdb_PLP_1.dlg	PLP	-9.84	56	-9.84	56	-10.62	56	-10.62	56	-9.56	-9.56	-10.47	-10.47	1	45
P24298_19_495_3tcm.1.A_swissmodel_PLP_1.dlg	PLP	-9.15	70	-9.15	70	-10.02	70	-10.02	70	-8.7	-8.7	-9.8	-9.8	1	45
P06737_6_839_1fa9.1.A_swissmodel_PLP_2.dlg	PLP	-8.43	91	-8.29	13	-9.27	91	-9.19	13	-8.4	-8.23	-9.26	-9.0	2	30
Q9Y697_67_457_5kz5_pdb_PLP_5.dlg
Q16773_1_422_4wlh_pdb_PLP_1.dlg	PLP	-8.76	91	-8.25	35	-9.5	91	-8.9	35	-8.66	-8.09	-9.52	-8.88	2	77
P11926_7_427_1d7k_pdb_PLP_1.dlg	PLP	-7.48	60	-7.4	96	-8.2	60	-8.65	96	-7.28	-7.07	-8.07	-8.18	2	56
Q16773_1_422_3fvx_pdb_PLP_2.dlg	PLP	-9.44	4	-7.93	76	-10.21	4	-8.59	76	-9.21	-7.87	-9.91	-8.52	2	53
Q9HD40_1_501_4zdo_pdb_PLP_2.dlg	PLP	-10.08	83	-10.08	83	-11.42	83	-11.42	83	-9.76	-9.76	-10.96	-10.96	1	49
O15270_177_540_2bwp.1.A_swissmodel_PLP_1.dlg	PLP	-7.88	53	-7.88	53	-8.68	53	-8.68	53	-7.69	-7.69	-8.53	-8.53	1	94
Q16773_3_421_4ge9.1.A_swissmodel_PLP_2.dlg	PLP	-8.71	54	-8.14	35	-9.52	54	-9.04	35	-8.56	-8.05	-9.76	-8.96	3	59
P06737_1_847_2zb2_pdb_PLP_1.dlg	PLP	-8.24	100	-8.06	52	-8.97	100	-8.95	52	-8.08	-7.9	-8.88	-8.85	3	45
P06737_1_847_1l5s_pdb_PLP_4.dlg	PLP	-9.72	53	-9.36	84	-10.59	53	-10.97	84	-9.55	-9.13	-10.4	-10.24	2	58
O15382_28_392_2hgx_pdb_PLP_2.dlg	PLP	-10.39	51	-9.66	44	-11.0	51	-10.45	44	-10.14	-9.33	-10.78	-10.36	2	80
Q16773_1_422_1w7l_pdb_PLP_1.dlg	PLP	-8.36	40	-8.36	40	-9.02	40	-9.02	40	-8.04	-8.04	-8.99	-8.99	1	95
O15382_28_392_5bwt_pdb_PLP_2.dlg	PLP	-10.13	56	-10.13	56	-10.89	56	-10.89	56	-9.82	-9.82	-10.89	-10.89	1	85
P06737_2_847_2ati_pdb_PLP_2.dlg	PLP	-9.96	28	-9.5	1	-10.75	28	-10.33	1	-9.78	-9.29	-10.62	-10.59	3	45
P80404_39_499_4y0d.1.A_swissmodel_PLP_2.dlg	PLP	-8.54	36	-8.54	36	-9.31	36	-9.31	36	-8.43	-8.43	-9.27	-9.27	1	73
Q8N5Z0_1_425_2r2n_pdb_PLP_1.dlg	PLP	-11.84	67	-11.84	67	-12.59	67	-12.59	67	-11.34	-11.34	-12.38	-12.38	1	77
P06737_2_847_3ddw_pdb_PLP_1.dlg	PLP	-9.61	15	-9.24	50	-10.4	15	-9.92	50	-9.49	-9.06	-10.34	-10.17	3	53
P17174_2_413_3wzf.1.A_swissmodel_PLP_1.dlg	PLP	-9.12	19	-9.12	19	-9.85	19	-9.85	19	-8.85	-8.85	-10.04	-10.04	1	31
Q4AC99_168_554_3ath.1.A_swissmodel_PLP_2.dlg	PLP	-6.94	13	-6.94	13	-8.24	13	-8.24	13	-6.69	-6.69	-7.87	-7.87	1	79
P11216_1_843_5ikp_pdb_PLP_1.dlg	PLP	-10.75	32	-10.75	32	-7.46	32	-7.46	32	-10.49	-10.49	-7.28	-7.28	1	68
O15270_112_537_4bmk.1.A_swissmodel_PLP_2.dlg	PLP	-9.77	59	-9.77	59	-10.4	59	-10.4	59	-9.23	-9.23	-10.06	-10.06	1	35
P11926_7_427_1d7k_pdb_PLP_2.dlg	PLP	-8.21	86	-8.21	86	-9.52	86	-9.52	86	-7.83	-7.83	-8.94	-8.94	1	69
P06737_1_847_1l5s_pdb_PLP_2.dlg	PLP	-9.83	7	-9.35	95	-10.65	7	-10.2	95	-9.61	-9.12	-10.46	-10.4	3	64
P04181_38_439_1gbn_pdb_PLP_2.dlg	PLP	-8.23	45	-8.23	45	-9.17	45	-9.17	45	-7.95	-7.95	-9.04	-9.04	1	24
P04181_1_439_2byj_pdb_PLP_1.dlg	PLP	-8.17	42	-7.57	50	-9.03	42	-8.48	50	-7.9	-7.3	-9.19	-8.15	2	27
P32929_1_405_3elp_pdb_PLP_2.dlg	PLP	-7.85	100	-7.48	68	-9.03	100	-8.15	68	-7.68	-7.31	-8.6	-8.08	3	39
O15382_28_392_5bww_pdb_PLP_1.dlg	PLP	-10.14	28	-9.95	40	-10.78	28	-10.78	40	-10.14	-9.65	-10.78	-10.52	2	60
P17174_14_412_3ii0_pdb_PLP_1.dlg	PLP	-11.75	13	-11.43	64	-12.46	13	-12.25	64	-11.43	-11.16	-12.12	-12.14	2	38
Q16773_1_422_1w7n_pdb_PLP_2.dlg	PLP	-11.28	96	-11.28	96	-12.19	96	-12.19	96	-11.15	-11.15	-12.22	-12.22	1	68
Q9Y697_67_457_5kz5_pdb_PLP_3.dlg
O15382_28_392_1kta_pdb_PLP_2.dlg	PLP	-9.87	11	-9.76	61	-10.57	11	-11.15	61	-9.7	-9.58	-10.44	-10.99	2	64
O75600_74_419_2x8u.1.A_swissmodel_PLP_2.dlg	PLP	-7.98	57	-7.98	57	-9.15	57	-9.15	57	-7.84	-7.84	-8.96	-8.96	1	51
Q9HD40_1_501_4zdl_pdb_PLP_3.dlg	PLP	-10.23	12	-10.23	12	-11.71	12	-11.71	12	-9.79	-9.79	-11.0	-11.0	1	62
Q16773_1_422_1w7l_pdb_PLP_2.dlg	PLP	-8.37	20	-8.37	20	-9.05	20	-9.05	20	-8.05	-8.05	-8.99	-8.99	1	94
P54687_1_386_2coi_pdb_PLP_2.dlg	PLP	-9.75	33	-9.75	33	-10.3	33	-10.3	33	-9.61	-9.61	-10.28	-10.28	1	34
O15382_28_392_2hg8_pdb_PLP_2.dlg	PLP	-10.45	86	-10.0	10	-11.04	86	-10.91	10	-9.96	-9.58	-10.76	-10.65	2	65
P34897_43_504_4pvf.1.A_swissmodel_PLP_3.dlg	PLP	-7.7	46	-7.7	46	-8.51	46	-8.51	46	-7.43	-7.43	-8.61	-8.61	1	69
P04181_1_439_1oat_pdb_PLP_1.dlg	PLP	-8.09	59	-7.75	93	-9.0	59	-8.58	93	-7.84	-7.39	-8.74	-8.41	2	36
Q9HD40_1_501_3hl2_pdb_PLP_4.dlg	PLP	-11.2	24	-9.67	80	-12.06	24	-11.13	80	-10.92	-9.51	-11.82	-10.67	6	39
O15382_28_392_5i5u_pdb_PLP_2.dlg	PLP	-10.33	5	-10.29	62	-10.95	5	-11.13	62	-9.95	-9.83	-10.73	-10.85	2	62
P20132_1_328_4h27_pdb_PLP_1.dlg	PLP	-8.61	30	-7.89	80	-9.86	30	-8.62	80	-8.04	-7.55	-9.45	-8.29	6	47
Q8N5Z0_1_425_4geb_pdb_PLP_1.dlg	PLP	-11.19	10	-11.19	10	-12.08	10	-12.08	10	-10.62	-10.62	-11.53	-11.53	1	63
P21549_1_392_4cbr_pdb_PLP_2.dlg	PLP	-9.39	21	-9.19	78	-10.65	21	-10.0	78	-9.06	-8.84	-10.5	-9.97	2	69
P04181_1_439_2byl_pdb_PLP_2.dlg	PLP	-8.47	25	-7.99	77	-9.5	25	-8.88	77	-8.29	-7.74	-9.28	-8.92	2	55
P04181_1_439_2byl_pdb_PLP_1.dlg	PLP	-8.37	68	-7.58	50	-9.3	68	-8.51	50	-8.21	-7.4	-9.18	-8.38	3	51
O15270_145_538_1fc4.1.A_swissmodel_PLP_2.dlg	PLP	-8.23	100	-7.87	36	-9.0	100	-8.57	36	-7.73	-7.55	-8.88	-8.41	2	52
P21549_1_392_4kyo_pdb_PLP_1.dlg	PLP	-8.36	69	-7.91	1	-8.97	69	-8.77	1	-7.98	-7.75	-8.76	-8.59	2	41
P21549_6_392_3r9a.1.A_swissmodel_PLP_2.dlg	PLP	-8.7	37	-8.7	37	-9.45	37	-9.45	37	-8.45	-8.45	-9.23	-9.23	1	59
P54687_1_386_2cog_pdb_PLP_1.dlg	PLP	-8.88	46	-8.88	46	-10.15	46	-10.15	46	-8.69	-8.69	-9.75	-9.75	1	92
P32929_1_405_3elp_pdb_PLP_4.dlg	PLP	-7.89	38	-7.55	23	-9.03	38	-8.26	23	-7.68	-7.22	-8.64	-8.04	2	35
O15382_28_392_5bwu_pdb_PLP_1.dlg	PLP	-10.21	2	-9.87	24	-11.17	2	-10.64	24	-10.0	-9.72	-10.69	-10.71	3	49
O15382_28_392_2a1h_pdb_PLP_1.dlg	PLP	-10.59	72	-9.78	44	-11.22	72	-10.51	44	-10.12	-9.44	-11.0	-10.39	2	50
P20711_1_480_3rbf.1.B_swissmodel_PLP_2.dlg	PLP	-9.78	46	-8.31	50	-10.52	46	-9.11	50	-9.45	-8.06	-10.26	-9.5	2	34
P11216_1_843_5iko_pdb_PLP_2.dlg	PLP	-8.67	58	-8.67	58	-9.52	58	-9.52	58	-8.46	-8.46	-9.48	-9.48	1	61
O75600_24_417_2jg2.1.A_swissmodel_PLP_1.dlg	PLP	-7.75	14	-7.75	14	-8.42	14	-8.42	14	-7.62	-7.62	-8.38	-8.38	1	51
Q9NUV7_105_529_4bmk.1.A_swissmodel_PLP_1.dlg	PLP	-10.16	12	-10.16	12	-10.76	12	-10.76	12	-9.7	-9.7	-10.44	-10.44	1	61
Q96QU6_63_482_1ynu.1.A_swissmodel_PLP_1.dlg	PLP	-8.88	14	-8.88	14	-9.71	14	-9.71	14	-8.51	-8.51	-9.49	-9.49	1	79
P22557_151_541_2bwp.1.A_swissmodel_PLP_1.dlg	PLP	-7.77	32	-6.87	18	-8.57	32	-7.47	18	-7.58	-6.45	-8.44	-7.59	3	49
P21549_1_392_1j04_pdb_PLP_2.dlg	PLP	-8.65	93	-8.42	20	-9.53	93	-9.08	20	-8.57	-8.16	-9.4	-9.16	3	59
P20711_1_480_3rch_pdb_PLP_2.dlg	PLP	-9.13	54	-8.11	30	-9.7	54	-9.36	30	-8.21	-7.84	-9.21	-9.1	2	29
O95470_111_553_4q6r.1.A_swissmodel_PLP_2.dlg	PLP	-9.21	10	-8.7	15	-10.13	10	-9.55	15	-9.1	-8.49	-10.05	-9.27	2	35
P11216_22_840_5iko.1.A_swissmodel_PLP_2.dlg	PLP	-8.09	77	-8.09	77	-8.9	77	-8.9	77	-7.94	-7.94	-8.77	-8.77	1	40
P32929_1_402_3cog_pdb_PLP_2.dlg	PLP	-6.45	75	-6.15	51	-7.27	75	-6.9	51	-6.12	-6.0	-7.28	-6.86	3	36
O15382_28_392_5hne_pdb_PLP_2.dlg	PLP	-9.73	60	-9.73	60	-10.56	60	-10.56	60	-9.5	-9.5	-10.39	-10.39	1	86
Q9Y617_17_370_3e77_pdb_PLP_2.dlg	PLP	-9.07	68	-9.07	68	-9.79	68	-9.79	68	-8.85	-8.85	-9.69	-9.69	1	79
P34897_43_504_4pvf.1.A_swissmodel_PLP_2.dlg	PLP	-6.82	30	-6.82	30	-7.57	30	-7.57	30	-6.67	-6.67	-7.88	-7.88	1	68
Q8N5Z0_1_425_5eun_pdb_PLP_1.dlg	PLP	-9.91	83	-9.77	39	-10.75	83	-10.63	39	-9.69	-9.61	-10.67	-10.48	2	68
